regn_no,semester,GP,SGPA,CGPA,EAA
2311088,1,102.0,3.64,,Satisfactory
2311089,1,120.0,4.29,,Satisfactory
2311090,1,51.0,1.82,,Satisfactory
2311091,1,85.0,3.04,,Satisfactory
2311092,1,211.0,7.54,,Satisfactory
2311093,1,154.0,5.5,,Satisfactory
2311094,1,199.0,7.11,,Satisfactory
2311095,1,177.0,6.32,,Satisfactory
2311096,1,178.0,6.36,,Satisfactory
2311097,1,78.0,2.79,,Satisfactory
2311098,1,184.0,6.57,,Satisfactory
2311099,1,215.0,7.68,,Satisfactory
2311100,1,199.0,7.11,,Satisfactory
2311101,1,186.0,6.64,,Satisfactory
2311102,1,151.0,5.39,,Satisfactory
2311103,1,206.0,7.36,,Satisfactory
2311104,1,194.0,6.93,,Satisfactory
2311105,1,219.0,7.82,,Satisfactory
2311106,1,184.0,6.57,,Satisfactory
2311107,1,158.0,5.64,,Satisfactory
2311108,1,191.0,6.82,,Satisfactory
2311109,1,108.0,3.86,,Satisfactory
2311110,1,208.0,7.43,,Satisfactory
2311111,1,145.0,5.18,,Satisfactory
2311112,1,124.0,4.43,,Satisfactory
2311113,1,155.0,5.54,,Satisfactory
2311114,1,103.0,3.68,,Satisfactory
2311115,1,69.0,2.46,,Satisfactory
2311116,1,157.0,5.61,,Satisfactory
2311117,1,156.0,5.57,,Satisfactory
2311118,1,123.0,4.39,,Satisfactory
2311119,1,206.0,7.36,,Satisfactory
2311120,1,206.0,7.36,,Satisfactory
2311121,1,195.0,6.96,,Satisfactory
2311122,1,163.0,5.82,,Satisfactory
2311123,1,111.0,3.96,,Satisfactory
2311124,1,143.0,5.11,,Satisfactory
2311125,1,169.0,6.04,,Satisfactory
2311126,1,159.0,5.68,,Satisfactory
2311127,1,174.0,6.21,,Satisfactory
2311128,1,234.0,8.36,,Satisfactory
2311130,1,169.0,6.04,,Satisfactory
2311131,1,137.0,4.89,,Satisfactory
2311132,1,186.0,6.64,,Satisfactory
2311133,1,221.0,7.89,,Satisfactory
2311134,1,192.0,6.86,,Satisfactory
2311135,1,176.0,6.29,,Satisfactory
2311136,1,201.0,7.18,,Satisfactory
2311137,1,215.0,7.68,,Satisfactory
2311138,1,215.0,7.68,,Satisfactory
2311139,1,77.0,2.75,,Satisfactory
2311140,1,264.0,9.43,,Satisfactory
2311141,1,206.0,7.36,,Satisfactory
2311142,1,180.0,6.43,,Satisfactory
2311143,1,208.0,7.43,,Satisfactory
2311144,1,190.0,6.79,,Satisfactory
2311145,1,184.0,6.57,,Satisfactory
2311146,1,203.0,7.25,,Satisfactory
2311147,1,201.0,7.18,,Satisfactory
2311148,1,209.0,7.46,,Satisfactory
2311149,1,187.0,6.68,,Satisfactory
2311150,1,209.0,7.46,,Satisfactory
2311151,1,83.0,2.96,,Satisfactory
2311152,1,77.0,2.75,,Satisfactory
2311153,1,149.0,5.32,,Satisfactory
2311154,1,104.0,3.71,,Satisfactory
2311155,1,74.0,2.64,,Satisfactory
2311156,1,43.0,1.54,,Satisfactory
2312001,1,216.0,8.0,,Satisfactory
2312002,1,161.0,5.96,,Satisfactory
2312003,1,253.0,9.37,,Satisfactory
2312004,1,246.0,9.11,,Satisfactory
2312005,1,202.0,7.48,,Satisfactory
2312006,1,164.0,6.07,,Satisfactory
2312007,1,178.0,6.59,,Satisfactory
2312008,1,180.0,6.67,,Satisfactory
2312009,1,177.0,6.56,,Satisfactory
2312010,1,194.0,7.19,,Satisfactory
2312011,1,227.0,8.41,,Satisfactory
2312012,1,211.0,7.81,,Satisfactory
2312013,1,181.0,6.7,,Satisfactory
2312014,1,157.0,5.81,,Satisfactory
2312015,1,198.0,7.33,,Satisfactory
2312016,1,162.0,6.0,,Satisfactory
2312017,1,99.0,3.67,,Satisfactory
2312018,1,93.0,3.44,,Satisfactory
2312019,1,234.0,8.67,,Satisfactory
2312020,1,250.0,9.26,,Satisfactory
2312021,1,260.0,9.63,,Satisfactory
2312022,1,154.0,5.7,,Satisfactory
2312023,1,183.0,6.78,,Satisfactory
2312024,1,219.0,8.11,,Satisfactory
2312025,1,228.0,8.44,,Satisfactory
2312026,1,191.0,7.07,,Satisfactory
2312027,1,145.0,5.37,,Satisfactory
2312028,1,240.0,8.89,,Satisfactory
2312029,1,216.0,8.0,,Satisfactory
2312030,1,215.0,7.96,,Satisfactory
2312031,1,203.0,7.52,,Satisfactory
2312032,1,223.0,8.26,,Satisfactory
2312033,1,234.0,8.67,,Satisfactory
2312034,1,182.0,6.74,,Satisfactory
2312035,1,210.0,7.78,,Satisfactory
2312036,1,195.0,7.22,,Satisfactory
2312037,1,238.0,8.81,,Satisfactory
2312038,1,173.0,6.41,,Satisfactory
2312039,1,189.0,7.0,,Satisfactory
2312040,1,213.0,7.89,,Satisfactory
2312041,1,181.0,6.7,,Satisfactory
2312042,1,166.0,6.15,,Satisfactory
2312043,1,200.0,7.41,,Satisfactory
2312044,1,212.0,7.85,,Satisfactory
2312045,1,195.0,7.22,,Satisfactory
2312046,1,168.0,6.22,,Satisfactory
2312047,1,238.0,8.81,,Satisfactory
2312048,1,204.0,7.56,,Satisfactory
2312049,1,174.0,6.44,,Satisfactory
2312050,1,114.0,4.22,,Satisfactory
2312051,1,198.0,7.33,,Satisfactory
2312052,1,215.0,7.96,,Satisfactory
2312053,1,229.0,8.48,,Satisfactory
2312054,1,231.0,8.56,,Satisfactory
2312055,1,194.0,7.19,,Satisfactory
2312056,1,222.0,8.22,,Satisfactory
2312057,1,223.0,8.26,,Satisfactory
2312058,1,188.0,6.96,,Satisfactory
2312059,1,208.0,7.7,,Satisfactory
2312060,1,236.0,8.74,,Satisfactory
2312061,1,224.0,8.3,,Satisfactory
2312062,1,173.0,6.41,,Satisfactory
2312063,1,199.0,7.37,,Satisfactory
2312064,1,212.0,7.85,,Satisfactory
2312065,1,199.0,7.37,,Satisfactory
2312066,1,189.0,7.0,,Satisfactory
2312067,1,194.0,7.19,,Satisfactory
2312068,1,200.0,7.41,,Satisfactory
2312069,1,241.0,8.93,,Satisfactory
2312070,1,189.0,7.0,,Satisfactory
2312071,1,199.0,7.37,,Satisfactory
2312072,1,253.0,9.37,,Satisfactory
2312073,1,248.0,9.19,,Satisfactory
2312074,1,208.0,7.7,,Satisfactory
2312075,1,219.0,8.11,,Satisfactory
2312076,1,240.0,8.89,,Satisfactory
2312077,1,207.0,7.67,,Satisfactory
2312078,1,223.0,8.26,,Satisfactory
2312079,1,225.0,8.33,,Satisfactory
2312080,1,211.0,7.81,,Satisfactory
2312081,1,167.0,6.19,,Satisfactory
2312082,1,178.0,6.59,,Satisfactory
2312083,1,212.0,7.85,,Satisfactory
2312084,1,203.0,7.52,,Satisfactory
2312085,1,168.0,6.22,,Satisfactory
2312086,1,195.0,7.22,,Satisfactory
2312087,1,223.0,8.26,,Satisfactory
2312088,1,190.0,7.04,,Satisfactory
2312089,1,177.0,6.56,,Satisfactory
2312090,1,254.0,9.41,,Satisfactory
2312091,1,185.0,6.85,,Satisfactory
2312092,1,246.0,9.11,,Satisfactory
2312093,1,130.0,4.81,,Satisfactory
2312094,1,138.0,5.11,,Satisfactory
2312095,1,211.0,7.81,,Satisfactory
2312096,1,235.0,8.7,,Satisfactory
2312097,1,212.0,7.85,,Satisfactory
2312098,1,250.0,9.26,,Satisfactory
2312099,1,252.0,9.33,,Satisfactory
2312100,1,229.0,8.48,,Satisfactory
2312101,1,149.0,5.52,,Satisfactory
2312102,1,199.0,7.37,,Satisfactory
2312103,1,215.0,7.96,,Satisfactory
2312104,1,145.0,5.37,,Satisfactory
2312105,1,203.0,7.52,,Satisfactory
2312106,1,207.0,7.67,,Satisfactory
2312107,1,248.0,9.19,,Satisfactory
2312108,1,176.0,6.52,,Satisfactory
2312109,1,213.0,7.89,,Satisfactory
2312110,1,206.0,7.63,,Satisfactory
2312111,1,219.0,8.11,,Satisfactory
2312112,1,245.0,9.07,,Satisfactory
2312113,1,181.0,6.7,,Satisfactory
2312114,1,254.0,9.41,,Satisfactory
2312115,1,227.0,8.41,,Satisfactory
2312116,1,221.0,8.19,,Satisfactory
2312117,1,241.0,8.93,,Satisfactory
2312118,1,236.0,8.74,,Satisfactory
2312119,1,230.0,8.52,,Satisfactory
2312120,1,252.0,9.33,,Satisfactory
2312121,1,212.0,7.85,,Satisfactory
2312122,1,248.0,9.19,,Satisfactory
2312123,1,234.0,8.67,,Satisfactory
2312124,1,227.0,8.41,,Satisfactory
2312125,1,224.0,8.3,,Satisfactory
2312126,1,258.0,9.56,,Satisfactory
2312127,1,171.0,6.33,,Satisfactory
2312128,1,181.0,6.7,,Satisfactory
2312129,1,255.0,9.44,,Satisfactory
2312130,1,250.0,9.26,,Satisfactory
2312131,1,253.0,9.37,,Satisfactory
2312132,1,249.0,9.22,,Satisfactory
2312133,1,244.0,9.04,,Satisfactory
2312134,1,212.0,7.85,,Satisfactory
2312135,1,209.0,7.74,,Satisfactory
2312136,1,204.0,7.56,,Satisfactory
2312137,1,196.0,7.26,,Satisfactory
2312138,1,192.0,7.11,,Satisfactory
2312139,1,125.0,4.63,,Satisfactory
2312140,1,145.0,5.37,,Satisfactory
2312141,1,236.0,8.74,,Satisfactory
2312142,1,247.0,9.15,,Satisfactory
2312143,1,241.0,8.93,,Satisfactory
2312144,1,177.0,6.56,,Satisfactory
2312145,1,223.0,8.26,,Satisfactory
2312146,1,179.0,6.63,,Satisfactory
2312147,1,221.0,8.19,,Satisfactory
2312149,1,216.0,8.0,,Satisfactory
2312150,1,231.0,8.56,,Satisfactory
2312151,1,211.0,7.81,,Satisfactory
2312152,1,234.0,8.67,,Satisfactory
2312153,1,133.0,4.93,,Satisfactory
2312154,1,223.0,8.26,,Satisfactory
2312155,1,190.0,7.04,,Satisfactory
2312156,1,223.0,8.26,,Satisfactory
2312157,1,152.0,5.63,,Satisfactory
2312158,1,139.0,5.15,,Satisfactory
2312159,1,124.0,4.59,,Satisfactory
2312160,1,215.0,7.96,,Satisfactory
2312161,1,234.0,8.67,,Satisfactory
2312162,1,162.0,6.0,,Satisfactory
2312163,1,229.0,8.48,,Satisfactory
2312164,1,235.0,8.7,,Satisfactory
2312165,1,147.0,5.44,,Satisfactory
2312166,1,240.0,8.89,,Satisfactory
2312167,1,256.0,9.48,,Satisfactory
2312168,1,238.0,8.81,,Satisfactory
2312169,1,215.0,7.96,,Satisfactory
2312170,1,142.0,5.26,,Satisfactory
2312171,1,140.0,5.19,,Satisfactory
2312172,1,152.0,5.63,,Satisfactory
2312173,1,92.0,3.41,,Satisfactory
2312174,1,147.0,5.44,,Satisfactory
2312175,1,125.0,4.63,,Satisfactory
2313001,1,102.0,3.78,,Satisfactory
2313002,1,209.0,7.74,,Satisfactory
2313003,1,214.0,7.93,,Satisfactory
2313004,1,122.0,4.52,,Satisfactory
2313005,1,252.0,9.33,,Satisfactory
2313006,1,264.0,9.78,,Satisfactory
2313007,1,216.0,8.0,,Satisfactory
2313008,1,185.0,6.85,,Satisfactory
2313009,1,166.0,6.15,,Satisfactory
2313010,1,216.0,8.0,,Satisfactory
2313011,1,244.0,9.04,,Satisfactory
2313012,1,232.0,8.59,,Satisfactory
2313013,1,205.0,7.59,,Satisfactory
2313014,1,223.0,8.26,,Satisfactory
2313015,1,208.0,7.7,,Satisfactory
2313016,1,149.0,5.52,,Satisfactory
2313017,1,255.0,9.44,,Satisfactory
2313018,1,195.0,7.22,,Satisfactory
2313019,1,230.0,8.52,,Satisfactory
2313020,1,237.0,8.78,,Satisfactory
2313021,1,233.0,8.63,,Satisfactory
2313022,1,229.0,8.48,,Satisfactory
2313023,1,243.0,9.0,,Satisfactory
2313024,1,194.0,7.19,,Satisfactory
2313025,1,216.0,8.0,,Satisfactory
2313026,1,187.0,6.93,,Satisfactory
2313027,1,216.0,8.0,,Satisfactory
2313028,1,234.0,8.67,,Satisfactory
2313029,1,180.0,6.67,,Satisfactory
2313030,1,100.0,3.7,,Satisfactory
2313031,1,216.0,8.0,,Satisfactory
2313032,1,243.0,9.0,,Satisfactory
2313033,1,178.0,6.59,,Satisfactory
2313034,1,222.0,8.22,,Satisfactory
2313035,1,235.0,8.7,,Satisfactory
2313036,1,203.0,7.52,,Satisfactory
2313037,1,204.0,7.56,,Satisfactory
2313038,1,222.0,8.22,,Satisfactory
2313039,1,225.0,8.33,,Satisfactory
2313040,1,204.0,7.56,,Satisfactory
2313041,1,221.0,8.19,,Satisfactory
2313042,1,251.0,9.3,,Satisfactory
2313043,1,185.0,6.85,,Satisfactory
2313044,1,241.0,8.93,,Satisfactory
2313045,1,209.0,7.74,,Satisfactory
2313046,1,215.0,7.96,,Satisfactory
2313047,1,207.0,7.67,,Satisfactory
2313048,1,201.0,7.44,,Satisfactory
2313049,1,190.0,7.04,,Satisfactory
2313050,1,174.0,6.44,,Satisfactory
2313051,1,220.0,8.15,,Satisfactory
2313052,1,190.0,7.04,,Satisfactory
2313053,1,183.0,6.78,,Satisfactory
2313054,1,190.0,7.04,,Satisfactory
2313055,1,226.0,8.37,,Satisfactory
2313056,1,256.0,9.48,,Satisfactory
2313057,1,215.0,7.96,,Satisfactory
2313058,1,242.0,8.96,,Satisfactory
2313059,1,198.0,7.33,,Satisfactory
2313060,1,194.0,7.19,,Satisfactory
2313061,1,199.0,7.37,,Satisfactory
2313062,1,218.0,8.07,,Satisfactory
2313063,1,167.0,6.19,,Satisfactory
2313064,1,234.0,8.67,,Satisfactory
2313065,1,232.0,8.59,,Satisfactory
2313066,1,246.0,9.11,,Satisfactory
2313067,1,234.0,8.67,,Satisfactory
2313068,1,162.0,6.0,,Satisfactory
2313069,1,228.0,8.44,,Satisfactory
2313070,1,245.0,9.07,,Satisfactory
2313071,1,184.0,6.81,,Satisfactory
2313072,1,200.0,7.41,,Satisfactory
2313073,1,234.0,8.67,,Satisfactory
2313074,1,217.0,8.04,,Satisfactory
2313075,1,226.0,8.37,,Satisfactory
2313076,1,208.0,7.7,,Satisfactory
2313077,1,157.0,5.81,,Satisfactory
2313078,1,233.0,8.63,,Satisfactory
2313079,1,241.0,8.93,,Satisfactory
2313080,1,214.0,7.93,,Satisfactory
2313081,1,123.0,4.56,,Satisfactory
2313082,1,178.0,6.59,,Satisfactory
2313083,1,239.0,8.85,,Satisfactory
2313084,1,151.0,5.59,,Satisfactory
2313085,1,175.0,6.48,,Satisfactory
2313086,1,234.0,8.67,,Satisfactory
2313087,1,227.0,8.41,,Satisfactory
2313089,1,193.0,7.15,,Satisfactory
2313090,1,221.0,8.19,,Satisfactory
2313091,1,196.0,7.26,,Satisfactory
2313092,1,197.0,7.3,,Satisfactory
2313093,1,170.0,6.3,,Satisfactory
2313094,1,165.0,6.11,,Satisfactory
2313095,1,219.0,8.11,,Satisfactory
2313096,1,177.0,6.56,,Satisfactory
2313097,1,177.0,6.56,,Satisfactory
2313098,1,231.0,8.56,,Satisfactory
2313099,1,220.0,8.15,,Satisfactory
2313100,1,198.0,7.33,,Satisfactory
2313101,1,161.0,5.96,,Satisfactory
2313102,1,214.0,7.93,,Satisfactory
2313103,1,166.0,6.15,,Satisfactory
2313104,1,165.0,6.11,,Satisfactory
2313105,1,182.0,6.74,,Satisfactory
2313106,1,202.0,7.48,,Satisfactory
2313107,1,178.0,6.59,,Satisfactory
2313108,1,249.0,9.22,,Satisfactory
2313109,1,220.0,8.15,,Satisfactory
2313110,1,184.0,6.81,,Satisfactory
2313111,1,198.0,7.33,,Satisfactory
2313112,1,174.0,6.44,,Satisfactory
2313113,1,243.0,9.0,,Satisfactory
2313114,1,167.0,6.19,,Satisfactory
2313115,1,212.0,7.85,,Satisfactory
2313116,1,221.0,8.19,,Satisfactory
2313117,1,260.0,9.63,,Satisfactory
2313118,1,238.0,8.81,,Satisfactory
2313119,1,244.0,9.04,,Satisfactory
2313120,1,200.0,7.41,,Satisfactory
2313121,1,222.0,8.22,,Satisfactory
2313122,1,128.0,4.74,,Satisfactory
2313123,1,160.0,5.93,,Satisfactory
2313124,1,201.0,7.44,,Satisfactory
2313125,1,152.0,5.63,,Satisfactory
2313126,1,201.0,7.44,,Satisfactory
2313127,1,129.0,4.78,,Satisfactory
2313128,1,186.0,6.89,,Satisfactory
2313129,1,166.0,6.15,,Satisfactory
2313130,1,182.0,6.74,,Satisfactory
2313131,1,0.0,0.0,,Satisfactory
2313132,1,158.0,5.85,,Satisfactory
2313133,1,176.0,6.52,,Satisfactory
2313134,1,138.0,5.11,,Satisfactory
2313135,1,142.0,5.26,,Satisfactory
2313136,1,183.0,6.78,,Satisfactory
2313137,1,140.0,5.19,,Satisfactory
2313138,1,242.0,8.96,,Satisfactory
2313139,1,172.0,6.37,,Satisfactory
2313140,1,186.0,6.89,,Satisfactory
2313141,1,223.0,8.26,,Satisfactory
2313142,1,219.0,8.11,,Satisfactory
2313143,1,237.0,8.78,,Satisfactory
2313144,1,187.0,6.93,,Satisfactory
2313145,1,208.0,7.7,,Satisfactory
2313146,1,187.0,6.93,,Satisfactory
2313147,1,231.0,8.56,,Satisfactory
2313148,1,239.0,8.85,,Satisfactory
2313149,1,221.0,8.19,,Satisfactory
2313150,1,168.0,6.22,,Satisfactory
2313151,1,194.0,7.19,,Satisfactory
2313152,1,153.0,5.67,,Satisfactory
2313153,1,212.0,7.85,,Satisfactory
2313154,1,221.0,8.19,,Satisfactory
2313155,1,191.0,7.07,,Satisfactory
2313156,1,184.0,6.81,,Satisfactory
2313157,1,143.0,5.3,,Satisfactory
2313158,1,26.0,0.96,,Satisfactory
2313159,1,205.0,7.59,,Satisfactory
2313160,1,197.0,7.3,,Satisfactory
2313161,1,144.0,5.33,,Satisfactory
2313162,1,69.0,2.56,,Satisfactory
2313163,1,97.0,3.59,,Satisfactory
2313164,1,80.0,2.96,,Satisfactory
2114023,1,175.0,6.48,,Satisfactory
2214086,1,10.0,1.74,,Satisfactory
2314001,1,219.0,8.11,,Satisfactory
2314002,1,164.0,6.07,,Satisfactory
2314003,1,179.0,6.63,,Satisfactory
2314004,1,223.0,8.26,,Satisfactory
2314005,1,184.0,6.81,,Satisfactory
2314006,1,198.0,7.33,,Satisfactory
2314007,1,194.0,7.19,,Satisfactory
2314008,1,167.0,6.19,,Satisfactory
2314009,1,181.0,6.7,,Satisfactory
2314010,1,204.0,7.56,,Satisfactory
2314011,1,117.0,4.33,,Satisfactory
2314012,1,219.0,8.11,,Satisfactory
2314013,1,211.0,7.81,,Satisfactory
2314014,1,227.0,8.41,,Satisfactory
2314015,1,222.0,8.22,,Satisfactory
2314016,1,227.0,8.41,,Satisfactory
2314017,1,222.0,8.22,,Satisfactory
2314018,1,191.0,7.07,,Satisfactory
2314019,1,188.0,6.96,,Satisfactory
2314020,1,227.0,8.41,,Satisfactory
2314021,1,117.0,4.33,,Satisfactory
2314022,1,165.0,6.11,,Satisfactory
2314023,1,205.0,7.59,,Satisfactory
2314024,1,240.0,8.89,,Satisfactory
2314025,1,229.0,8.48,,Satisfactory
2314026,1,231.0,8.56,,Satisfactory
2314027,1,187.0,6.93,,Satisfactory
2314028,1,196.0,7.26,,Satisfactory
2314029,1,201.0,7.44,,Satisfactory
2314030,1,244.0,9.04,,Satisfactory
2314031,1,207.0,7.67,,Satisfactory
2314032,1,220.0,8.15,,Satisfactory
2314033,1,193.0,7.15,,Satisfactory
2314034,1,220.0,8.15,,Satisfactory
2314035,1,213.0,7.89,,Satisfactory
2314036,1,237.0,8.78,,Satisfactory
2314037,1,237.0,8.78,,Satisfactory
2314038,1,247.0,9.15,,Satisfactory
2314039,1,0.0,0.0,,Satisfactory
2314040,1,197.0,7.3,,Satisfactory
2314041,1,210.0,7.78,,Satisfactory
2314042,1,135.0,5.0,,Satisfactory
2314043,1,193.0,7.15,,Satisfactory
2314044,1,245.0,9.07,,Satisfactory
2314045,1,233.0,8.63,,Satisfactory
2314046,1,234.0,8.67,,Satisfactory
2314047,1,211.0,7.81,,Satisfactory
2314048,1,217.0,8.04,,Satisfactory
2314049,1,219.0,8.11,,Satisfactory
2314050,1,221.0,8.19,,Satisfactory
2314051,1,227.0,8.41,,Satisfactory
2314052,1,193.0,7.15,,Satisfactory
2314054,1,225.0,8.33,,Satisfactory
2314055,1,213.0,7.89,,Satisfactory
2314056,1,195.0,7.22,,Satisfactory
2314057,1,188.0,6.96,,Satisfactory
2314058,1,226.0,8.37,,Satisfactory
2314059,1,239.0,8.85,,Satisfactory
2314060,1,196.0,7.26,,Satisfactory
2314061,1,184.0,6.81,,Satisfactory
2314062,1,254.0,9.41,,Satisfactory
2314063,1,238.0,8.81,,Satisfactory
2314064,1,247.0,9.15,,Satisfactory
2314065,1,151.0,5.59,,Satisfactory
2314066,1,227.0,8.41,,Satisfactory
2314067,1,231.0,8.56,,Satisfactory
2314068,1,221.0,8.19,,Satisfactory
2314069,1,227.0,8.41,,Satisfactory
2314070,1,197.0,7.3,,Satisfactory
2314071,1,220.0,8.15,,Satisfactory
2314072,1,145.0,5.37,,Satisfactory
2314073,1,220.0,8.15,,Satisfactory
2314074,1,177.0,6.56,,Satisfactory
2314075,1,189.0,7.0,,Satisfactory
2314076,1,225.0,8.33,,Satisfactory
2314077,1,226.0,8.37,,Satisfactory
2314078,1,191.0,7.07,,Satisfactory
2314079,1,247.0,9.15,,Satisfactory
2314080,1,196.0,7.26,,Satisfactory
2314081,1,135.0,5.0,,Satisfactory
2314082,1,203.0,7.52,,Satisfactory
2314083,1,234.0,8.67,,Satisfactory
2314084,1,203.0,7.52,,Satisfactory
2314085,1,224.0,8.3,,Satisfactory
2314086,1,201.0,7.44,,Satisfactory
2314087,1,192.0,7.11,,Satisfactory
2314088,1,210.0,7.78,,Satisfactory
2314089,1,196.0,7.26,,Satisfactory
2314090,1,172.0,6.37,,Satisfactory
2314091,1,174.0,6.44,,Satisfactory
2314092,1,224.0,8.3,,Satisfactory
2314093,1,219.0,8.11,,Satisfactory
2314094,1,227.0,8.41,,Satisfactory
2314095,1,215.0,7.96,,Satisfactory
2314096,1,227.0,8.41,,Satisfactory
2314097,1,227.0,8.41,,Satisfactory
2314098,1,236.0,8.74,,Satisfactory
2314099,1,149.0,5.52,,Satisfactory
2314100,1,199.0,7.37,,Satisfactory
2314101,1,253.0,9.37,,Satisfactory
2314102,1,142.0,5.26,,Satisfactory
2314103,1,160.0,5.93,,Satisfactory
2314104,1,217.0,8.04,,Satisfactory
2314105,1,189.0,7.0,,Satisfactory
2314106,1,238.0,8.81,,Satisfactory
2314107,1,210.0,7.78,,Satisfactory
2314108,1,216.0,8.0,,Satisfactory
2314109,1,159.0,5.89,,Satisfactory
2314110,1,231.0,8.56,,Satisfactory
2314111,1,229.0,8.48,,Satisfactory
2314112,1,223.0,8.26,,Satisfactory
2314113,1,201.0,7.44,,Satisfactory
2314114,1,197.0,7.3,,Satisfactory
2314115,1,211.0,7.81,,Satisfactory
2314116,1,174.0,6.44,,Satisfactory
2314117,1,170.0,6.3,,Satisfactory
2314118,1,212.0,7.85,,Satisfactory
2314119,1,143.0,5.3,,Satisfactory
2314120,1,191.0,7.07,,Satisfactory
2314121,1,182.0,6.74,,Satisfactory
2314122,1,235.0,8.7,,Satisfactory
2314123,1,172.0,6.37,,Satisfactory
2314124,1,244.0,9.04,,Satisfactory
2314125,1,202.0,7.48,,Satisfactory
2314126,1,210.0,7.78,,Satisfactory
2314127,1,213.0,7.89,,Satisfactory
2314128,1,188.0,6.96,,Satisfactory
2314129,1,194.0,7.19,,Satisfactory
2314130,1,201.0,7.44,,Satisfactory
2314131,1,213.0,7.89,,Satisfactory
2314132,1,127.0,4.7,,Satisfactory
2314133,1,214.0,7.93,,Satisfactory
2314134,1,198.0,7.33,,Satisfactory
2314135,1,251.0,9.3,,Satisfactory
2314136,1,186.0,6.89,,Satisfactory
2314137,1,150.0,5.56,,Satisfactory
2314138,1,171.0,6.33,,Satisfactory
2314139,1,207.0,7.67,,Satisfactory
2314140,1,168.0,6.22,,Satisfactory
