regn_no,semester,GP,SGPA,CGPA,EAA
2312098,3,244.0,9.38,9.09,Satisfactory
2312099,3,236.0,9.08,8.99,Satisfactory
2312100,3,220.0,8.46,8.22,Satisfactory
2312101,3,158.0,6.08,5.43,Satisfactory
2312102,3,222.0,8.54,7.41,Satisfactory
2312103,3,232.0,8.92,8.37,Satisfactory
2312104,3,162.0,6.23,5.59,Satisfactory
2312105,3,230.0,8.85,8.07,Satisfactory
2312106,3,218.0,8.38,7.74,Satisfactory
2312107,3,240.0,9.23,9.01,Satisfactory
2312108,3,202.0,7.77,7.21,Satisfactory
2312109,3,232.0,8.92,8.36,Satisfactory
2312110,3,184.0,7.08,7.16,Satisfactory
2312111,3,216.0,8.31,8.23,Satisfactory
2312112,3,242.0,9.31,8.95,Satisfactory
2312113,3,206.0,7.92,7.11,Satisfactory
2312114,3,240.0,9.23,9.22,Satisfactory
2312115,3,240.0,9.23,8.6,Satisfactory
2312116,3,214.0,8.23,7.95,Satisfactory
2312117,3,246.0,9.46,9.05,Satisfactory
2312118,3,214.0,8.23,8.51,Satisfactory
2312119,3,244.0,9.38,8.88,Satisfactory
2312120,3,248.0,9.54,9.12,Satisfactory
2312121,3,224.0,8.62,8.1,Satisfactory
2312122,3,256.0,9.85,9.51,Satisfactory
2312123,3,240.0,9.23,8.81,Satisfactory
2312124,3,244.0,9.38,8.57,Satisfactory
2312125,3,214.0,8.23,8.33,Satisfactory
2312126,3,252.0,9.69,9.47,Satisfactory
2312127,3,156.0,6.0,6.17,Satisfactory
2312128,3,202.0,7.77,7.09,Satisfactory
2312129,3,248.0,9.54,9.38,Satisfactory
2312130,3,228.0,8.77,8.99,Satisfactory
2312131,3,252.0,9.69,9.52,Satisfactory
2312132,3,218.0,8.38,8.6,Satisfactory
2312133,3,236.0,9.08,8.78,Satisfactory
2312134,3,200.0,7.69,7.74,Satisfactory
2312135,3,224.0,8.62,7.96,Satisfactory
2312136,3,212.0,8.15,7.84,Satisfactory
2312137,3,216.0,8.31,7.47,Satisfactory
2312138,3,198.0,7.62,7.19,Satisfactory
2312139,3,150.0,5.77,5.72,Satisfactory
2312140,3,146.0,5.62,4.54,Satisfactory
2312141,3,238.0,9.15,8.63,Satisfactory
2312142,3,244.0,9.38,8.98,Satisfactory
2312143,3,228.0,8.77,8.52,Satisfactory
2312144,3,190.0,7.31,6.73,Satisfactory
2312145,3,214.0,8.23,7.88,Satisfactory
2312146,3,216.0,8.31,7.33,Satisfactory
2312147,3,232.0,8.92,8.51,Satisfactory
2312148,3,0.0,0.0,0.0,Satisfactory
2312149,3,216.0,8.31,8.04,Satisfactory
2312150,3,220.0,8.46,8.42,Satisfactory
2312151,3,182.0,7.0,7.07,Satisfactory
2312152,3,214.0,8.23,8.32,Satisfactory
2312153,3,176.0,6.77,5.44,Satisfactory
2312154,3,234.0,9.0,8.21,Satisfactory
2312155,3,202.0,7.77,6.81,Satisfactory
2312156,3,214.0,8.23,7.84,Satisfactory
2312157,3,158.0,7.18,6.16,Satisfactory
2312158,3,138.0,5.31,4.54,Satisfactory
2312159,3,122.0,4.69,4.46,Satisfactory
2312160,3,198.0,7.62,7.52,Satisfactory
2312161,3,220.0,8.46,8.23,Satisfactory
2312162,3,118.0,4.54,5.09,Satisfactory
2312163,3,220.0,8.46,8.21,Satisfactory
2312164,3,220.0,8.46,8.36,Satisfactory
2312165,3,174.0,6.69,6.4,Satisfactory
2312166,3,246.0,9.46,8.99,Satisfactory
2312167,3,240.0,9.23,9.22,Satisfactory
2312168,3,220.0,8.46,8.21,Satisfactory
2312169,3,210.0,8.08,7.81,Satisfactory
2312170,3,84.0,3.23,4.37,Satisfactory
2312171,3,152.0,5.85,5.67,Satisfactory
2312172,3,218.0,8.38,7.35,Satisfactory
2312173,3,116.0,4.46,3.79,Satisfactory
2312174,3,112.0,4.31,4.63,Satisfactory
2312175,3,130.0,5.0,4.1,Satisfactory
2312176,3,248.0,9.54,9.37,Satisfactory
2312177,3,256.0,9.85,9.38,Satisfactory
2312178,3,256.0,9.85,9.42,Satisfactory
2312179,3,228.0,8.77,9.05,Satisfactory
2312180,3,244.0,9.38,9.23,Satisfactory
2312181,3,254.0,9.77,9.42,Satisfactory
2312182,3,242.0,9.31,9.19,Satisfactory
2312183,3,260.0,10.0,9.35,Satisfactory
2312184,3,244.0,9.38,9.43,Satisfactory
2312185,3,254.0,9.77,9.35,Satisfactory
2312186,3,256.0,9.85,9.54,Satisfactory
2312187,3,244.0,9.38,9.23,Satisfactory
2312188,3,238.0,9.15,9.25,Satisfactory
2312189,3,232.0,8.92,9.27,Satisfactory
2312190,3,246.0,9.46,9.2,Satisfactory
2312191,3,248.0,9.54,9.35,Satisfactory
2312192,3,242.0,9.31,9.16,Satisfactory
2312193,3,246.0,9.46,9.38,Satisfactory
2313001,3,102.0,3.52,3.51,Satisfactory
2313002,3,223.0,7.69,7.74,Satisfactory
2313003,3,248.0,8.55,8.04,Satisfactory
2313004,3,129.0,4.45,3.79,Satisfactory
2313007,3,212.0,7.31,7.49,Satisfactory
2313008,3,209.0,7.21,6.82,Satisfactory
2313009,3,187.0,6.45,6.14,Satisfactory
2313010,3,247.0,8.52,8.24,Satisfactory
2313012,3,247.0,8.52,8.56,Satisfactory
2313013,3,228.0,7.86,7.7,Satisfactory
2313014,3,233.0,8.03,7.77,Satisfactory
2313015,3,225.0,7.76,7.6,Satisfactory
2313016,3,149.0,5.14,5.12,Satisfactory
2313018,3,205.0,7.07,6.85,Satisfactory
2313019,3,241.0,8.31,8.37,Satisfactory
2313020,3,257.0,8.86,8.58,Satisfactory
2313021,3,264.0,9.1,8.68,Satisfactory
2313022,3,246.0,8.48,8.5,Satisfactory
2313023,3,248.0,8.55,8.54,Satisfactory
2313024,3,199.0,6.86,6.64,Satisfactory
2313025,3,260.0,8.97,8.2,Satisfactory
2313026,3,200.0,6.9,6.79,Satisfactory
2313027,3,249.0,8.59,8.04,Satisfactory
2313029,3,156.0,5.38,6.07,Satisfactory
2313030,3,193.0,6.66,6.39,Satisfactory
2313031,3,242.0,8.34,7.98,Satisfactory
2313032,3,224.0,7.72,8.08,Satisfactory
2313033,3,207.0,7.14,6.52,Satisfactory
2313034,3,240.0,8.28,7.88,Satisfactory
2313035,3,241.0,8.31,8.15,Satisfactory
2313036,3,277.0,9.55,8.44,Satisfactory
2313037,3,252.0,8.69,8.02,Satisfactory
2313038,3,251.0,8.66,8.11,Satisfactory
2313039,3,249.0,8.59,8.04,Satisfactory
2313040,3,261.0,9.0,8.04,Satisfactory
2313041,3,236.0,8.14,8.24,Satisfactory
2313042,3,284.0,9.79,9.26,Satisfactory
2313043,3,182.0,6.28,6.17,Satisfactory
2313044,3,272.0,9.38,8.98,Satisfactory
2313045,3,238.0,8.21,7.67,Satisfactory
2313046,3,213.0,7.34,7.37,Satisfactory
2313047,3,204.0,7.03,7.24,Satisfactory
2313048,3,245.0,8.45,7.71,Satisfactory
2313049,3,209.0,7.21,6.87,Satisfactory
2313050,3,200.0,6.9,6.68,Satisfactory
2313051,3,208.0,7.17,7.23,Satisfactory
2313052,3,210.0,7.24,7.02,Satisfactory
2313053,3,206.0,7.1,7.08,Satisfactory
2313054,3,201.0,6.93,6.89,Satisfactory
2313055,3,250.0,8.62,8.01,Satisfactory
2313057,3,259.0,8.93,8.06,Satisfactory
2313059,3,231.0,7.97,7.55,Satisfactory
2313060,3,215.0,7.41,7.17,Satisfactory
2313061,3,228.0,7.86,7.06,Satisfactory
2313062,3,223.0,7.69,7.71,Satisfactory
2313063,3,240.0,8.28,7.33,Satisfactory
2313064,3,252.0,8.69,8.51,Satisfactory
2313065,3,263.0,9.07,8.65,Satisfactory
2313066,3,255.0,8.79,8.55,Satisfactory
2313067,3,270.0,9.31,8.74,Satisfactory
2313068,3,200.0,6.9,6.48,Satisfactory
2313069,3,266.0,9.17,8.37,Satisfactory
2313071,3,194.0,6.69,6.77,Satisfactory
2313072,3,224.0,7.72,7.42,Satisfactory
2313073,3,265.0,9.14,8.67,Satisfactory
2313074,3,260.0,8.97,8.3,Satisfactory
2313075,3,237.0,8.17,8.13,Satisfactory
2313076,3,221.0,7.62,7.6,Satisfactory
2313077,3,150.0,5.17,5.21,Satisfactory
2313078,3,253.0,8.72,8.46,Satisfactory
2313079,3,261.0,9.0,8.69,Satisfactory
2313080,3,247.0,8.52,8.06,Satisfactory
2313081,3,102.0,3.52,4.52,Satisfactory
2313082,3,216.0,7.45,6.83,Satisfactory
2313083,3,259.0,8.93,8.62,Satisfactory
2313084,3,132.0,4.55,4.83,Satisfactory
2313085,3,189.0,6.52,6.46,Satisfactory
2313086,3,242.0,8.34,8.25,Satisfactory
2313087,3,247.0,8.52,8.54,Satisfactory
2313088,3,0.0,0.0,0.0,Satisfactory
2313089,3,254.0,8.76,7.75,Satisfactory
2313090,3,258.0,8.9,8.61,Satisfactory
2313091,3,226.0,7.79,7.37,Satisfactory
2313092,3,222.0,7.66,7.18,Satisfactory
2313093,3,184.0,6.34,6.4,Satisfactory
2313094,3,192.0,6.62,6.24,Satisfactory
2313095,3,233.0,8.03,7.9,Satisfactory
2313096,3,216.0,7.45,7.01,Satisfactory
2313097,3,229.0,7.9,7.15,Satisfactory
2313098,3,259.0,8.93,8.62,Satisfactory
2313099,3,265.0,9.14,8.54,Satisfactory
2313100,3,247.0,8.52,7.94,Satisfactory
2313101,3,184.0,6.34,6.06,Satisfactory
2313102,3,208.0,7.17,7.43,Satisfactory
2313103,3,243.0,8.38,7.42,Satisfactory
2313104,3,196.0,6.76,6.14,Satisfactory
2313105,3,193.0,6.66,6.5,Satisfactory
2313106,3,215.0,7.41,7.48,Satisfactory
2313107,3,213.0,7.34,6.86,Satisfactory
2313109,3,253.0,8.72,8.31,Satisfactory
2313110,3,195.0,6.72,6.94,Satisfactory
2313111,3,235.0,8.1,7.35,Satisfactory
2313112,3,221.0,7.62,7.3,Satisfactory
2313114,3,163.0,5.62,5.85,Satisfactory
2313115,3,241.0,8.31,8.08,Satisfactory
2313116,3,248.0,8.55,8.17,Satisfactory
2313118,3,264.0,9.1,8.73,Satisfactory
2313120,3,249.0,8.59,7.9,Satisfactory
2313121,3,251.0,8.66,8.33,Satisfactory
2313122,3,132.0,4.55,4.77,Satisfactory
2313123,3,199.0,6.86,6.36,Satisfactory
2313124,3,242.0,8.34,7.83,Satisfactory
2313125,3,200.0,6.9,6.19,Satisfactory
2313126,3,215.0,7.41,7.45,Satisfactory
2313127,3,165.0,5.69,5.17,Satisfactory
2313128,3,216.0,7.45,7.0,Satisfactory
2313129,3,218.0,7.52,6.77,Satisfactory
2313130,3,228.0,7.86,7.14,Satisfactory
2313132,3,128.0,4.41,5.17,Satisfactory
2313133,3,185.0,6.38,6.44,Satisfactory
2313134,3,124.0,4.28,4.89,Satisfactory
2313135,3,124.0,4.28,4.82,Satisfactory
2313136,3,196.0,6.76,6.65,Satisfactory
2313137,3,156.0,5.38,5.49,Satisfactory
2313138,3,265.0,9.14,8.93,Satisfactory
2313139,3,185.0,6.38,6.75,Satisfactory
2313140,3,225.0,7.76,7.17,Satisfactory
2313141,3,261.0,9.0,8.42,Satisfactory
2313142,3,264.0,9.1,8.43,Satisfactory
2313143,3,266.0,9.17,8.71,Satisfactory
2313144,3,212.0,7.31,7.24,Satisfactory
2313145,3,240.0,8.28,8.07,Satisfactory
2313146,3,230.0,7.93,7.31,Satisfactory
2313149,3,266.0,9.17,8.46,Satisfactory
2313150,3,212.0,7.31,6.83,Satisfactory
2313151,3,220.0,7.59,7.4,Satisfactory
2313152,3,209.0,7.21,6.38,Satisfactory
2313153,3,264.0,9.1,8.43,Satisfactory
2313154,3,257.0,8.86,8.4,Satisfactory
2313155,3,224.0,7.72,7.46,Satisfactory
2313156,3,235.0,8.1,7.51,Satisfactory
2313157,3,74.0,2.55,4.17,Satisfactory
2313159,3,251.0,8.66,7.94,Satisfactory
2313160,3,232.0,8.0,7.57,Satisfactory
2313161,3,200.0,6.9,6.01,Satisfactory
2313162,3,112.0,3.86,3.19,Satisfactory
2313163,3,101.0,3.48,3.52,Satisfactory
2313164,3,108.0,3.72,3.89,Satisfactory
2313165,3,238.0,8.21,8.25,Satisfactory
2313166,3,251.0,8.66,8.39,Satisfactory
2313167,3,258.0,8.9,8.48,Satisfactory
2313168,3,227.0,7.83,8.1,Satisfactory
2313169,3,261.0,9.0,8.51,Satisfactory
2313170,3,249.0,8.59,8.35,Satisfactory
2313171,3,254.0,8.76,8.43,Satisfactory
2214086,3,0.0,0.0,1.52,Satisfactory
2314001,3,235.0,8.1,7.86,Satisfactory
2314002,3,190.0,6.55,6.51,Satisfactory
2314003,3,210.0,7.24,7.08,Satisfactory
2314004,3,215.0,7.41,7.92,Satisfactory
2314005,3,239.0,8.24,7.49,Satisfactory
2314006,3,228.0,7.86,7.55,Satisfactory
2314007,3,196.0,6.76,6.87,Satisfactory
2314008,3,182.0,6.28,6.2,Satisfactory
2314009,3,200.0,6.9,6.61,Satisfactory
2314010,3,246.0,8.48,7.95,Satisfactory
2314011,3,128.0,4.41,4.05,Satisfactory
2314012,3,259.0,8.93,8.54,Satisfactory
2314013,3,249.0,8.59,8.17,Satisfactory
2314014,3,247.0,8.52,8.6,Satisfactory
2314015,3,244.0,8.41,8.19,Satisfactory
2314016,3,249.0,8.59,8.54,Satisfactory
2314017,3,253.0,8.72,8.52,Satisfactory
2314018,3,217.0,7.48,7.3,Satisfactory
2314019,3,190.0,6.55,6.87,Satisfactory
2314020,3,247.0,8.52,8.46,Satisfactory
2314021,3,134.0,4.62,4.4,Satisfactory
2314022,3,184.0,6.34,6.24,Satisfactory
2314023,3,230.0,7.93,7.63,Satisfactory
2314024,3,261.0,9.0,8.76,Satisfactory
2314025,3,238.0,8.21,8.02,Satisfactory
2314026,3,239.0,8.24,8.57,Satisfactory
2314027,3,190.0,6.55,6.95,Satisfactory
2314028,3,207.0,7.14,7.02,Satisfactory
2314029,3,186.0,6.41,6.74,Satisfactory
2314030,3,270.0,9.31,8.85,Satisfactory
2314031,3,233.0,8.03,7.42,Satisfactory
2314032,3,251.0,8.66,8.25,Satisfactory
2314033,3,134.0,4.62,5.9,Satisfactory
2314034,3,228.0,7.86,7.77,Satisfactory
2314035,3,244.0,8.41,8.1,Satisfactory
2314036,3,272.0,9.38,8.76,Satisfactory
2314037,3,246.0,8.48,8.45,Satisfactory
2314038,3,220.0,7.59,7.98,Satisfactory
2314040,3,201.0,6.93,7.21,Satisfactory
2314041,3,233.0,8.03,7.71,Satisfactory
2314042,3,142.0,4.9,5.65,Satisfactory
2314043,3,176.0,6.07,6.55,Satisfactory
2314044,3,247.0,8.52,8.67,Satisfactory
2314045,3,241.0,8.31,8.19,Satisfactory
2314046,3,250.0,8.62,8.12,Satisfactory
2314047,3,223.0,7.69,7.71,Satisfactory
2314048,3,235.0,8.1,8.04,Satisfactory
2314049,3,235.0,8.1,7.9,Satisfactory
2314050,3,0.0,0.0,5.25,Satisfactory
2314051,3,233.0,8.03,8.12,Satisfactory
2314052,3,217.0,7.48,7.31,Satisfactory
2314053,3,24.0,0.83,0.83,Satisfactory
2314054,3,260.0,8.97,8.55,Satisfactory
2314055,3,255.0,8.79,8.19,Satisfactory
2314056,3,235.0,8.1,7.63,Satisfactory
2314057,3,217.0,7.48,7.15,Satisfactory
2314058,3,249.0,8.59,8.37,Satisfactory
2314059,3,267.0,9.21,8.76,Satisfactory
2314060,3,251.0,8.66,8.0,Satisfactory
2314061,3,223.0,7.69,7.12,Satisfactory
2314063,3,243.0,8.38,8.44,Satisfactory
2314065,3,146.0,5.03,5.87,Satisfactory
