regn_no,semester,GP,SGPA,CGPA,EAA
2314066,3,238.0,8.21,8.21,Satisfactory
2314067,3,264.0,9.1,8.73,Satisfactory
2314068,3,242.0,8.34,8.14,Satisfactory
2314069,3,222.0,7.66,8.15,Satisfactory
2314070,3,215.0,7.41,7.36,Satisfactory
2314071,3,243.0,8.38,8.21,Satisfactory
2314072,3,140.0,4.83,5.14,Satisfactory
2314073,3,229.0,7.9,7.65,Satisfactory
2314074,3,187.0,6.45,6.49,Satisfactory
2314075,3,188.0,6.48,6.7,Satisfactory
2314076,3,239.0,8.24,8.25,Satisfactory
2314077,3,257.0,8.86,8.51,Satisfactory
2314078,3,214.0,7.38,7.38,Satisfactory
2314079,3,278.0,9.59,9.0,Satisfactory
2314080,3,234.0,8.07,7.71,Satisfactory
2314081,3,142.0,4.9,5.11,Satisfactory
2314082,3,234.0,8.07,7.6,Satisfactory
2314083,3,264.0,9.1,8.73,Satisfactory
2314084,3,236.0,8.14,7.7,Satisfactory
2314085,3,275.0,9.48,8.67,Satisfactory
2314086,3,225.0,7.76,7.55,Satisfactory
2314087,3,219.0,7.55,7.62,Satisfactory
2314088,3,215.0,7.41,7.68,Satisfactory
2314089,3,223.0,7.69,7.61,Satisfactory
2314090,3,209.0,7.21,7.05,Satisfactory
2314091,3,247.0,8.52,8.15,Satisfactory
2314092,3,266.0,9.17,8.73,Satisfactory
2314093,3,239.0,8.24,8.3,Satisfactory
2314094,3,248.0,8.55,8.45,Satisfactory
2314095,3,241.0,8.31,8.2,Satisfactory
2314096,3,264.0,9.1,8.9,Satisfactory
2314097,3,267.0,9.21,8.74,Satisfactory
2314099,3,193.0,6.66,6.64,Satisfactory
2314100,3,228.0,7.86,7.89,Satisfactory
2314102,3,152.0,5.24,5.27,Satisfactory
2314103,3,166.0,5.72,6.05,Satisfactory
2314104,3,254.0,8.76,8.46,Satisfactory
2314105,3,240.0,8.28,7.57,Satisfactory
2314106,3,249.0,8.59,8.7,Satisfactory
2314107,3,249.0,8.59,8.18,Satisfactory
2314108,3,260.0,8.97,8.32,Satisfactory
2314109,3,168.0,5.79,5.86,Satisfactory
2314110,3,242.0,8.34,8.52,Satisfactory
2314111,3,250.0,8.62,8.39,Satisfactory
2314112,3,239.0,8.24,7.96,Satisfactory
2314113,3,228.0,7.86,7.82,Satisfactory
2314114,3,211.0,7.28,7.57,Satisfactory
2314115,3,228.0,7.86,7.82,Satisfactory
2314116,3,185.0,6.38,6.39,Satisfactory
2314117,3,162.0,5.59,5.67,Satisfactory
2314118,3,250.0,8.62,8.35,Satisfactory
2314119,3,140.0,4.83,5.06,Satisfactory
2314120,3,218.0,7.52,7.27,Satisfactory
2314121,3,224.0,7.72,7.21,Satisfactory
2314122,3,240.0,8.28,8.33,Satisfactory
2314123,3,214.0,7.38,7.05,Satisfactory
2314124,3,246.0,8.48,8.49,Satisfactory
2314125,3,231.0,7.97,7.61,Satisfactory
2314126,3,210.0,7.24,7.58,Satisfactory
2314127,3,237.0,8.17,8.14,Satisfactory
2314128,3,172.0,6.88,7.01,Satisfactory
2314129,3,200.0,6.9,7.2,Satisfactory
2314130,3,217.0,7.48,7.54,Satisfactory
2314131,3,194.0,6.69,7.24,Satisfactory
2314132,3,146.0,5.84,4.93,Satisfactory
2314133,3,253.0,8.72,8.45,Satisfactory
2314134,3,192.0,6.62,6.82,Satisfactory
2314136,3,223.0,7.69,7.3,Satisfactory
2314137,3,179.0,6.17,6.07,Satisfactory
2314138,3,202.0,6.97,6.73,Satisfactory
2314139,3,247.0,8.52,8.08,Satisfactory
2314140,3,188.0,6.48,6.33,Satisfactory
2314141,3,262.0,9.03,8.83,Satisfactory
2314142,3,260.0,8.97,8.7,Satisfactory
2314143,3,225.0,7.76,7.5,Satisfactory
2314144,3,263.0,9.07,8.96,Satisfactory
2314145,3,188.0,6.48,6.54,Satisfactory
2314146,3,258.0,8.9,8.83,Satisfactory
2314147,3,237.0,8.17,8.31,Satisfactory
2314148,3,252.0,8.69,8.18,Satisfactory
2314149,3,224.0,7.72,7.6,Satisfactory
2314151,3,233.0,8.03,8.11,Satisfactory
2314152,3,263.0,9.07,8.27,Satisfactory
2314153,3,199.0,6.86,6.94,Satisfactory
2314154,3,250.0,8.62,8.7,Satisfactory
2314155,3,217.0,7.48,7.36,Satisfactory
2314156,3,227.0,7.83,6.86,Satisfactory
2314157,3,252.0,8.69,8.07,Satisfactory
2314158,3,201.0,6.93,6.56,Satisfactory
2314159,3,166.0,5.72,6.25,Satisfactory
2314160,3,0.0,0.0,5.98,Satisfactory
2314161,3,146.0,5.03,4.73,Satisfactory
2314162,3,94.0,3.24,3.83,Satisfactory
2314163,3,82.0,2.83,3.89,Satisfactory
2314164,3,178.0,6.14,5.81,Satisfactory
2314165,3,282.0,9.72,9.37,Satisfactory
2314166,3,263.0,9.07,8.81,Satisfactory
2314167,3,248.0,8.55,8.7,Satisfactory
2314168,3,268.0,9.24,8.94,Satisfactory
2314169,3,263.0,9.07,8.92,Satisfactory
2314170,3,282.0,9.72,9.17,Satisfactory
2314171,3,265.0,9.14,9.07,Satisfactory
2314172,3,246.0,8.48,8.77,Satisfactory
2314173,3,257.0,8.86,8.9,Satisfactory
2314174,3,247.0,8.52,8.76,Satisfactory
2314175,3,219.0,7.55,8.32,Satisfactory
2314176,3,273.0,9.41,8.99,Satisfactory
2314177,3,248.0,8.55,8.74,Satisfactory
2314178,3,268.0,9.24,9.1,Satisfactory
2314179,3,277.0,9.55,9.1,Satisfactory
2314180,3,262.0,9.03,8.95,Satisfactory
2314181,3,233.0,8.03,8.51,Satisfactory
2314182,3,261.0,9.0,8.89,Satisfactory
2315003,3,214.0,7.64,7.22,Satisfactory
2315004,3,180.0,6.43,5.65,Satisfactory
2315005,3,262.0,9.36,8.67,Satisfactory
2315006,3,188.0,6.71,6.17,Satisfactory
2315007,3,234.0,8.36,8.35,Satisfactory
2315008,3,240.0,8.57,8.69,Satisfactory
2315009,3,266.0,9.5,8.84,Satisfactory
2315010,3,254.0,9.07,8.69,Satisfactory
2315011,3,230.0,8.21,8.2,Satisfactory
2315012,3,234.0,8.36,7.83,Satisfactory
2315014,3,240.0,8.57,7.9,Satisfactory
2315015,3,226.0,8.07,7.86,Satisfactory
2315016,3,212.0,7.57,7.82,Satisfactory
2315017,3,234.0,8.36,7.96,Satisfactory
2315018,3,202.0,7.21,6.86,Satisfactory
2315019,3,224.0,8.0,8.01,Satisfactory
2315020,3,236.0,8.43,8.01,Satisfactory
2315021,3,246.0,8.79,8.29,Satisfactory
2315022,3,218.0,7.79,7.77,Satisfactory
2315023,3,220.0,7.86,7.64,Satisfactory
2315024,3,192.0,6.86,6.89,Satisfactory
2315025,3,242.0,8.64,8.34,Satisfactory
2315026,3,192.0,6.86,6.58,Satisfactory
2315027,3,204.0,7.29,7.0,Satisfactory
2315028,3,250.0,8.93,8.52,Satisfactory
2315029,3,192.0,6.86,7.08,Satisfactory
2315030,3,190.0,6.79,6.54,Satisfactory
2315032,3,232.0,8.29,8.34,Satisfactory
2315033,3,182.0,6.5,6.42,Satisfactory
2315034,3,236.0,8.43,8.6,Satisfactory
2315035,3,206.0,7.36,7.08,Satisfactory
2315036,3,214.0,7.64,7.48,Satisfactory
2315037,3,242.0,8.64,8.11,Satisfactory
2315038,3,236.0,8.43,7.99,Satisfactory
2315039,3,252.0,9.0,9.17,Satisfactory
2315040,3,254.0,9.07,8.67,Satisfactory
2315041,3,256.0,9.14,8.52,Satisfactory
2315042,3,238.0,8.5,7.77,Satisfactory
2315044,3,162.0,5.79,5.61,Satisfactory
2315045,3,222.0,7.93,7.81,Satisfactory
2315046,3,244.0,8.71,8.12,Satisfactory
2315047,3,194.0,6.93,6.59,Satisfactory
2315048,3,232.0,8.29,7.37,Satisfactory
2315049,3,196.0,7.0,6.7,Satisfactory
2315050,3,244.0,8.71,8.33,Satisfactory
2315051,3,234.0,8.36,8.55,Satisfactory
2315053,3,196.0,7.0,6.83,Satisfactory
2315054,3,180.0,6.43,6.54,Satisfactory
2315055,3,254.0,9.07,8.77,Satisfactory
2315056,3,236.0,8.43,8.24,Satisfactory
2315057,3,258.0,9.21,8.77,Satisfactory
2315058,3,250.0,8.93,8.27,Satisfactory
2315059,3,210.0,7.5,7.42,Satisfactory
2315060,3,232.0,8.29,7.96,Satisfactory
2315061,3,248.0,8.86,8.63,Satisfactory
2315062,3,160.0,5.71,5.93,Satisfactory
2315063,3,244.0,8.71,8.13,Satisfactory
2315064,3,264.0,9.43,9.04,Satisfactory
2315065,3,228.0,8.14,8.05,Satisfactory
2315066,3,236.0,8.43,8.46,Satisfactory
2315067,3,212.0,7.57,7.39,Satisfactory
2315068,3,196.0,7.0,6.27,Satisfactory
2315069,3,228.0,8.14,7.4,Satisfactory
2315070,3,250.0,8.93,8.96,Satisfactory
2315072,3,200.0,7.14,6.73,Satisfactory
2315073,3,216.0,7.71,7.37,Satisfactory
2315074,3,232.0,8.29,7.95,Satisfactory
2315075,3,226.0,8.07,7.58,Satisfactory
2315076,3,232.0,8.29,7.57,Satisfactory
2315077,3,250.0,8.93,8.22,Satisfactory
2315078,3,258.0,9.21,8.48,Satisfactory
2315079,3,184.0,6.57,6.72,Satisfactory
2315080,3,214.0,7.64,7.01,Satisfactory
2315081,3,236.0,8.43,8.23,Satisfactory
2315082,3,204.0,7.29,7.0,Satisfactory
2315084,3,230.0,8.21,7.67,Satisfactory
2315085,3,226.0,8.07,7.95,Satisfactory
2315086,3,224.0,8.0,7.55,Satisfactory
2315087,3,220.0,7.86,7.04,Satisfactory
2315088,3,236.0,8.43,7.75,Satisfactory
2315089,3,208.0,7.43,6.58,Satisfactory
2315090,3,262.0,9.36,8.48,Satisfactory
2315091,3,244.0,8.71,8.04,Satisfactory
2315092,3,228.0,8.14,7.75,Satisfactory
2315093,3,236.0,8.43,7.83,Satisfactory
2315094,3,186.0,6.64,6.73,Satisfactory
2315095,3,212.0,7.57,7.77,Satisfactory
2315097,3,274.0,9.79,8.9,Satisfactory
2315098,3,242.0,8.64,8.04,Satisfactory
2315099,3,216.0,7.71,7.27,Satisfactory
2315100,3,146.0,5.21,4.75,Satisfactory
2315101,3,266.0,9.5,8.93,Satisfactory
2315102,3,256.0,9.14,8.77,Satisfactory
2315103,3,258.0,9.21,8.81,Satisfactory
2315104,3,250.0,8.93,8.6,Satisfactory
2315105,3,270.0,9.64,8.99,Satisfactory
2315106,3,254.0,9.07,8.72,Satisfactory
2315107,3,244.0,8.71,8.65,Satisfactory
2315108,3,242.0,8.64,8.63,Satisfactory
2316001,3,206.0,7.36,7.11,Satisfactory
2316002,3,173.0,6.18,6.2,Satisfactory
2316003,3,186.0,6.64,7.24,Satisfactory
2316004,3,222.0,7.93,7.65,Satisfactory
2316005,3,88.0,3.14,4.9,Satisfactory
2316006,3,60.0,2.14,2.67,Satisfactory
2316007,3,202.0,7.21,7.51,Satisfactory
2316008,3,239.0,8.54,8.52,Satisfactory
2316009,3,226.0,8.07,7.72,Satisfactory
2316011,3,220.0,7.86,7.72,Satisfactory
2316012,3,190.0,6.79,6.53,Satisfactory
2316014,3,144.0,5.14,5.47,Satisfactory
2316015,3,160.0,5.71,6.4,Satisfactory
2316018,3,207.0,7.39,7.65,Satisfactory
2316019,3,171.0,6.11,6.69,Satisfactory
2316020,3,233.0,8.32,8.58,Satisfactory
2316021,3,203.0,7.25,7.24,Satisfactory
2316023,3,204.0,7.29,6.95,Satisfactory
2316024,3,201.0,7.18,7.14,Satisfactory
2316025,3,116.0,4.14,4.47,Satisfactory
2316026,3,217.0,7.75,7.37,Satisfactory
2316027,3,227.0,8.11,7.3,Satisfactory
2316028,3,199.0,7.11,7.61,Satisfactory
2316029,3,159.0,5.68,6.39,Satisfactory
2316030,3,253.0,9.04,8.3,Satisfactory
2316031,3,232.0,8.29,7.99,Satisfactory
2316032,3,182.0,6.5,6.4,Satisfactory
2316033,3,173.0,6.18,6.42,Satisfactory
2316034,3,194.0,6.93,6.88,Satisfactory
2316035,3,216.0,7.71,7.39,Satisfactory
2316036,3,231.0,8.25,8.08,Satisfactory
2316037,3,145.0,5.18,5.16,Satisfactory
2316038,3,209.0,7.46,7.2,Satisfactory
2316039,3,212.0,7.57,7.29,Satisfactory
2316040,3,116.0,4.14,4.6,Satisfactory
2316041,3,146.0,5.21,5.73,Satisfactory
2316043,3,175.0,6.25,6.3,Satisfactory
2316044,3,219.0,7.82,7.08,Satisfactory
2316047,3,218.0,7.79,8.06,Satisfactory
2316048,3,220.0,7.86,7.87,Satisfactory
2316049,3,216.0,7.71,7.42,Satisfactory
2316050,3,171.0,6.11,6.39,Satisfactory
2316051,3,225.0,8.04,7.82,Satisfactory
2316052,3,232.0,8.29,7.8,Satisfactory
2316053,3,220.0,7.86,7.93,Satisfactory
2316054,3,220.0,7.86,7.99,Satisfactory
2316055,3,210.0,7.5,7.29,Satisfactory
2316056,3,204.0,7.29,7.88,Satisfactory
2316057,3,192.0,6.86,6.73,Satisfactory
2316058,3,206.0,7.36,7.48,Satisfactory
2316059,3,12.0,0.43,0.23,Satisfactory
2316061,3,150.0,5.36,4.95,Satisfactory
2316062,3,52.0,1.86,5.52,Satisfactory
2316063,3,252.0,9.0,8.58,Satisfactory
2316064,3,200.0,7.14,7.58,Satisfactory
2316065,3,222.0,7.93,7.98,Satisfactory
2316066,3,250.0,8.93,8.64,Satisfactory
2316067,3,197.0,7.04,6.95,Satisfactory
2316068,3,194.0,6.93,7.13,Satisfactory
2316069,3,162.0,6.48,6.33,Satisfactory
2316070,3,144.0,5.14,5.71,Satisfactory
2316071,3,204.0,7.29,7.12,Satisfactory
2316072,3,202.0,7.21,7.25,Satisfactory
2316073,3,212.0,7.57,7.55,Satisfactory
2316074,3,214.0,7.64,7.64,Satisfactory
2316075,3,202.0,7.21,7.18,Satisfactory
2316076,3,193.0,6.89,7.39,Satisfactory
2316077,3,249.0,8.89,8.59,Satisfactory
2316078,3,193.0,6.89,7.02,Satisfactory
2316079,3,201.0,7.18,7.34,Satisfactory
2316080,3,235.0,8.39,8.52,Satisfactory
2316082,3,188.0,6.71,7.59,Satisfactory
2316083,3,218.0,7.79,7.71,Satisfactory
2316084,3,197.0,7.04,7.64,Satisfactory
2316085,3,208.0,7.43,7.77,Satisfactory
2316087,3,181.0,6.46,6.58,Satisfactory
2316088,3,148.0,5.29,5.48,Satisfactory
2316089,3,177.0,6.32,6.12,Satisfactory
2316090,3,136.0,4.86,6.01,Satisfactory
2316091,3,185.0,6.61,7.12,Satisfactory
2316093,3,174.0,6.21,6.46,Satisfactory
2316094,3,181.0,6.46,6.28,Satisfactory
2316095,3,242.0,8.64,8.29,Satisfactory
2316096,3,197.0,7.04,6.12,Satisfactory
2316097,3,232.0,8.29,7.87,Satisfactory
2316098,3,216.0,7.71,7.53,Satisfactory
2316099,3,216.0,7.71,7.86,Satisfactory
2316100,3,204.0,7.29,7.81,Satisfactory
2316101,3,203.0,7.25,7.51,Satisfactory
2316102,3,186.0,6.64,6.57,Satisfactory
2316103,3,211.0,7.54,7.51,Satisfactory
2316105,3,0.0,0.0,0.0,Satisfactory
2316106,3,189.0,6.75,7.37,Satisfactory
2316107,3,232.0,8.29,8.37,Satisfactory
2316108,3,176.0,6.29,6.76,Satisfactory
2316109,3,183.0,6.54,6.81,Satisfactory
2316110,3,54.0,1.93,3.61,Satisfactory
2316111,3,177.0,6.32,6.78,Satisfactory
2316112,3,195.0,6.96,7.1,Satisfactory
2316114,3,226.0,8.07,7.76,Satisfactory
2316115,3,197.0,7.04,6.41,Satisfactory
2316116,3,209.0,7.46,7.46,Satisfactory
2316117,3,257.0,9.18,8.93,Satisfactory
2316118,3,258.0,9.21,9.08,Satisfactory
2316119,3,159.0,5.68,5.7,Satisfactory
2316120,3,169.0,6.04,5.6,Satisfactory
2316121,3,148.0,5.29,5.34,Satisfactory
2316122,3,208.0,7.43,7.35,Satisfactory
2316123,3,236.0,8.43,7.89,Satisfactory
2316125,3,177.0,6.32,6.42,Satisfactory
2316126,3,184.0,6.57,6.61,Satisfactory
2316127,3,205.0,7.32,7.43,Satisfactory
2316128,3,145.0,5.18,6.31,Satisfactory
2316129,3,52.0,1.86,2.55,Satisfactory
2316130,3,195.0,6.96,7.18,Satisfactory
2316132,3,208.0,7.43,7.69,Satisfactory
2316133,3,210.0,7.5,7.57,Satisfactory
2316134,3,221.0,7.89,8.04,Satisfactory
2316135,3,190.0,6.79,7.16,Satisfactory
2316136,3,169.0,6.04,5.64,Satisfactory
2316137,3,232.0,8.29,8.34,Satisfactory
2316138,3,164.0,5.86,5.96,Satisfactory
2316139,3,156.0,5.57,5.81,Satisfactory
2316140,3,110.0,3.93,4.22,Satisfactory
2316141,3,227.0,8.11,7.99,Satisfactory
2316142,3,210.0,7.5,7.8,Satisfactory
2316143,3,153.0,5.46,5.55,Satisfactory
2316145,3,186.0,6.64,6.84,Satisfactory
2316146,3,68.0,2.43,3.59,Satisfactory
2316147,3,206.0,7.36,7.06,Satisfactory
2316148,3,236.0,8.43,8.14,Satisfactory
2316150,3,207.0,7.39,6.96,Satisfactory
2316151,3,208.0,7.43,7.66,Satisfactory
2316152,3,169.0,6.04,5.81,Satisfactory
2316153,3,225.0,8.04,8.22,Satisfactory
2316154,3,216.0,7.71,8.11,Satisfactory
2316155,3,239.0,8.54,8.02,Satisfactory
2316156,3,198.0,7.07,7.3,Satisfactory
2316157,3,212.0,7.57,7.22,Satisfactory
2316158,3,186.0,6.64,6.4,Satisfactory
2316159,3,208.0,7.43,7.16,Satisfactory
2316160,3,134.0,5.58,5.03,Satisfactory
2316161,3,201.0,7.18,7.89,Satisfactory
2316162,3,68.0,2.43,3.76,Satisfactory
2316163,3,84.0,3.0,4.08,Satisfactory
2316164,3,203.0,7.25,8.02,Satisfactory
