regn_no,semester,GP,SGPA,CGPA,EAA
2312181,4,266.0,9.17,9.35,Satisfactory
2312182,4,262.0,9.03,9.15,Satisfactory
2312183,4,260.0,8.97,9.25,Satisfactory
2312184,4,270.0,9.31,9.4,Satisfactory
2312185,4,278.0,9.59,9.41,Satisfactory
2312186,4,266.0,9.17,9.45,Satisfactory
2312187,4,260.0,8.97,9.16,Satisfactory
2312188,4,248.0,8.55,9.1,Satisfactory
2312189,4,252.0,8.69,9.12,Satisfactory
2312190,4,270.0,9.31,9.23,Satisfactory
2312191,4,274.0,9.45,9.41,Satisfactory
2312192,4,256.0,8.83,9.07,Satisfactory
2312193,4,253.0,8.72,9.21,Satisfactory
2313001,4,32.0,1.14,3.42,Satisfactory
2313002,4,222.0,7.93,7.79,Satisfactory
2313003,4,219.0,7.82,7.98,Satisfactory
2313004,4,62.0,2.21,3.64,Satisfactory
2313007,4,219.0,7.82,7.57,Satisfactory
2313008,4,210.0,7.5,6.99,Satisfactory
2313009,4,201.0,7.18,6.58,Satisfactory
2313010,4,56.0,2.0,6.68,Satisfactory
2313012,4,237.0,8.46,8.54,Satisfactory
2313013,4,228.0,8.14,7.81,Satisfactory
2313014,4,224.0,8.0,7.83,Satisfactory
2313015,4,209.0,7.46,7.56,Satisfactory
2313016,4,128.0,4.57,5.13,Satisfactory
2313018,4,206.0,7.36,6.97,Satisfactory
2313019,4,255.0,9.11,8.55,Satisfactory
2313020,4,260.0,9.29,8.76,Satisfactory
2313021,4,244.0,8.71,8.69,Satisfactory
2313022,4,257.0,9.18,8.67,Satisfactory
2313023,4,248.0,8.86,8.65,Satisfactory
2313024,4,197.0,7.04,6.74,Satisfactory
2313025,4,252.0,9.0,8.4,Satisfactory
2313026,4,212.0,7.57,6.98,Satisfactory
2313027,4,236.0,8.43,8.17,Satisfactory
2313029,4,143.0,5.11,5.83,Satisfactory
2313030,4,163.0,5.82,6.39,Satisfactory
2313031,4,225.0,8.04,7.99,Satisfactory
2313032,4,225.0,8.04,8.07,Satisfactory
2313033,4,208.0,7.43,6.93,Satisfactory
2313034,4,221.0,7.89,7.88,Satisfactory
2313035,4,207.0,7.39,7.96,Satisfactory
2313036,4,265.0,9.46,8.7,Satisfactory
2313037,4,246.0,8.79,8.21,Satisfactory
2313038,4,214.0,7.64,7.99,Satisfactory
2313039,4,235.0,8.39,8.13,Satisfactory
2313040,4,221.0,7.89,8.0,Satisfactory
2313041,4,253.0,9.04,8.79,Satisfactory
2313042,4,277.0,9.89,9.42,Satisfactory
2313043,4,174.0,6.21,6.18,Satisfactory
2313044,4,273.0,9.75,9.17,Satisfactory
2313045,4,215.0,7.68,7.67,Satisfactory
2313046,4,196.0,7.0,7.28,Satisfactory
2313047,4,218.0,7.79,7.38,Satisfactory
2313048,4,236.0,8.43,7.89,Satisfactory
2313049,4,203.0,7.25,6.96,Satisfactory
2313050,4,197.0,7.04,6.77,Satisfactory
2313051,4,231.0,8.25,7.48,Satisfactory
2313052,4,216.0,7.71,7.2,Satisfactory
2313053,4,215.0,7.68,7.23,Satisfactory
2313054,4,174.0,6.21,6.72,Satisfactory
2313055,4,257.0,9.18,8.3,Satisfactory
2313057,4,243.0,8.68,8.21,Satisfactory
2313059,4,208.0,7.43,7.52,Satisfactory
2313060,4,210.0,7.5,7.29,Satisfactory
2313061,4,207.0,7.39,7.36,Satisfactory
2313062,4,249.0,8.89,8.01,Satisfactory
2313063,4,243.0,8.68,7.71,Satisfactory
2313064,4,231.0,8.25,8.45,Satisfactory
2313065,4,252.0,9.0,8.74,Satisfactory
2313066,4,246.0,8.79,8.61,Satisfactory
2313067,4,268.0,9.57,8.95,Satisfactory
2313068,4,174.0,6.21,6.41,Satisfactory
2313069,4,254.0,9.07,8.54,Satisfactory
2313071,4,196.0,7.0,6.87,Satisfactory
2313072,4,226.0,8.07,7.58,Satisfactory
2313073,4,245.0,8.75,8.69,Satisfactory
2313074,4,235.0,8.39,8.32,Satisfactory
2313075,4,238.0,8.5,8.22,Satisfactory
2313076,4,222.0,7.93,7.68,Satisfactory
2313077,4,100.0,3.57,4.98,Satisfactory
2313078,4,257.0,9.18,8.64,Satisfactory
2313079,4,247.0,8.82,8.72,Satisfactory
2313080,4,232.0,8.29,8.12,Satisfactory
2313081,4,94.0,3.36,4.38,Satisfactory
2313082,4,217.0,7.75,7.06,Satisfactory
2313083,4,250.0,8.93,8.7,Satisfactory
2313084,4,112.0,4.67,5.09,Satisfactory
2313085,4,160.0,5.71,6.28,Satisfactory
2313086,4,216.0,7.71,8.12,Satisfactory
2313087,4,244.0,8.71,8.58,Satisfactory
2313089,4,226.0,8.07,7.83,Satisfactory
2313090,4,246.0,8.79,8.65,Satisfactory
2313091,4,206.0,7.36,7.37,Satisfactory
2313092,4,217.0,7.75,7.32,Satisfactory
2313093,4,146.0,5.21,6.11,Satisfactory
2313094,4,206.0,7.36,6.52,Satisfactory
2313095,4,178.0,6.36,7.52,Satisfactory
2313096,4,219.0,7.82,7.21,Satisfactory
2313097,4,187.0,6.68,7.04,Satisfactory
2313098,4,237.0,8.46,8.58,Satisfactory
2313099,4,259.0,9.25,8.71,Satisfactory
2313100,4,234.0,8.36,8.04,Satisfactory
2313101,4,114.0,4.07,5.56,Satisfactory
2313102,4,188.0,6.71,7.25,Satisfactory
2313103,4,209.0,7.46,7.43,Satisfactory
2313104,4,154.0,5.5,6.2,Satisfactory
2313105,4,131.0,4.68,6.04,Satisfactory
2313106,4,199.0,7.11,7.38,Satisfactory
2313107,4,182.0,6.5,6.77,Satisfactory
2313109,4,212.0,7.57,8.13,Satisfactory
2313110,4,167.0,5.96,6.7,Satisfactory
2313111,4,201.0,7.18,7.3,Satisfactory
2313112,4,193.0,6.89,7.2,Satisfactory
2313114,4,149.0,5.32,5.71,Satisfactory
2313115,4,244.0,8.71,8.24,Satisfactory
2313116,4,211.0,7.54,8.01,Satisfactory
2313118,4,251.0,8.96,8.79,Satisfactory
2313120,4,237.0,8.46,8.04,Satisfactory
2313121,4,225.0,8.04,8.26,Satisfactory
2313122,4,84.0,3.0,4.33,Satisfactory
2313123,4,186.0,6.64,6.43,Satisfactory
2313124,4,224.0,8.0,7.88,Satisfactory
2313125,4,185.0,6.61,6.29,Satisfactory
2313126,4,197.0,7.04,7.35,Satisfactory
2313127,4,131.0,4.68,5.04,Satisfactory
2313128,4,211.0,7.54,7.13,Satisfactory
2313129,4,156.0,5.57,6.47,Satisfactory
2313130,4,167.0,5.96,6.85,Satisfactory
2313132,4,140.0,5.0,5.48,Satisfactory
2313133,4,176.0,6.29,6.4,Satisfactory
2313134,4,127.0,4.54,4.95,Satisfactory
2313135,4,163.0,5.82,5.25,Satisfactory
2313136,4,214.0,7.64,6.9,Satisfactory
2313137,4,122.0,4.36,5.21,Satisfactory
2313138,4,258.0,9.21,9.0,Satisfactory
2313139,4,167.0,5.96,6.55,Satisfactory
2313140,4,189.0,7.56,7.26,Satisfactory
2313141,4,269.0,9.61,8.71,Satisfactory
2313142,4,252.0,9.0,8.57,Satisfactory
2313143,4,244.0,8.71,8.71,Satisfactory
2313144,4,191.0,6.82,7.13,Satisfactory
2313145,4,219.0,7.82,8.01,Satisfactory
2313146,4,207.0,7.39,7.33,Satisfactory
2313149,4,257.0,9.18,8.64,Satisfactory
2313150,4,181.0,6.46,6.74,Satisfactory
2313151,4,199.0,7.11,7.33,Satisfactory
2313152,4,172.0,6.14,6.32,Satisfactory
2313153,4,232.0,8.29,8.39,Satisfactory
2313154,4,250.0,8.93,8.54,Satisfactory
2313155,4,174.0,6.21,7.15,Satisfactory
2313156,4,191.0,6.82,7.34,Satisfactory
2313157,4,66.0,2.36,3.71,Satisfactory
2313159,4,218.0,7.79,7.9,Satisfactory
2313160,4,196.0,7.0,7.43,Satisfactory
2313161,4,130.0,4.64,5.85,Satisfactory
2313162,4,66.0,2.36,2.97,Satisfactory
2313163,4,68.0,2.43,3.25,Satisfactory
2313164,4,83.0,2.96,3.8,Satisfactory
2313165,4,204.0,7.29,8.01,Satisfactory
2313166,4,242.0,8.64,8.46,Satisfactory
2313167,4,225.0,8.04,8.37,Satisfactory
2313168,4,192.0,6.86,7.79,Satisfactory
2313169,4,219.0,7.82,8.34,Satisfactory
2313170,4,211.0,7.54,8.14,Satisfactory
2313171,4,227.0,8.11,8.35,Satisfactory
2314001,4,219.0,7.82,7.85,Satisfactory
2314002,4,175.0,6.25,6.45,Satisfactory
2314003,4,190.0,6.79,7.01,Satisfactory
2314004,4,253.0,9.04,8.2,Satisfactory
2314005,4,230.0,8.21,7.67,Satisfactory
2314006,4,215.0,7.68,7.58,Satisfactory
2314007,4,212.0,7.57,7.04,Satisfactory
2314008,4,206.0,7.36,6.49,Satisfactory
2314009,4,219.0,7.82,6.91,Satisfactory
2314010,4,225.0,8.04,7.97,Satisfactory
2314011,4,146.0,5.21,4.34,Satisfactory
2314012,4,248.0,8.86,8.62,Satisfactory
2314013,4,240.0,8.57,8.27,Satisfactory
2314014,4,235.0,8.39,8.54,Satisfactory
2314015,4,223.0,7.96,8.13,Satisfactory
2314016,4,226.0,8.07,8.42,Satisfactory
2314017,4,248.0,8.86,8.61,Satisfactory
2314018,4,220.0,7.86,7.44,Satisfactory
2314019,4,201.0,7.18,6.95,Satisfactory
2314020,4,241.0,8.61,8.5,Satisfactory
2314021,4,114.0,4.07,4.64,Satisfactory
2314022,4,204.0,7.29,6.5,Satisfactory
2314023,4,239.0,8.54,7.86,Satisfactory
2314024,4,269.0,9.61,8.97,Satisfactory
2314025,4,213.0,7.61,7.92,Satisfactory
2314026,4,231.0,8.25,8.49,Satisfactory
2314027,4,179.0,6.39,6.81,Satisfactory
2314028,4,189.0,6.75,6.96,Satisfactory
2314029,4,182.0,6.5,6.68,Satisfactory
2314030,4,265.0,9.46,9.0,Satisfactory
2314031,4,224.0,8.0,7.81,Satisfactory
2314032,4,227.0,8.11,8.21,Satisfactory
2314033,4,161.0,5.75,5.87,Satisfactory
2314034,4,210.0,7.5,7.71,Satisfactory
2314035,4,251.0,8.96,8.31,Satisfactory
2314036,4,274.0,9.79,9.02,Satisfactory
2314037,4,222.0,7.93,8.32,Satisfactory
2314038,4,211.0,7.54,7.87,Satisfactory
2314040,4,207.0,7.39,7.26,Satisfactory
2314041,4,224.0,8.0,7.79,Satisfactory
2314042,4,176.0,6.29,5.97,Satisfactory
2314043,4,204.0,7.29,6.73,Satisfactory
2314044,4,236.0,8.43,8.61,Satisfactory
2314045,4,234.0,8.36,8.23,Satisfactory
2314046,4,238.0,8.5,8.21,Satisfactory
2314047,4,223.0,7.96,7.78,Satisfactory
2314048,4,222.0,7.93,8.01,Satisfactory
2314049,4,228.0,8.14,7.96,Satisfactory
2314051,4,242.0,8.64,8.25,Satisfactory
2314052,4,230.0,8.21,7.54,Satisfactory
2314054,4,259.0,9.25,8.72,Satisfactory
2314055,4,247.0,8.82,8.35,Satisfactory
2314056,4,229.0,8.18,7.77,Satisfactory
2314057,4,183.0,6.54,7.0,Satisfactory
2314058,4,247.0,8.82,8.48,Satisfactory
2314059,4,268.0,9.57,8.96,Satisfactory
2314060,4,235.0,8.39,8.1,Satisfactory
2314061,4,213.0,7.61,7.24,Satisfactory
2314063,4,241.0,8.61,8.48,Satisfactory
2314065,4,164.0,5.86,6.01,Satisfactory
2314066,4,240.0,8.57,8.3,Satisfactory
2314067,4,265.0,9.46,8.91,Satisfactory
2314068,4,189.0,7.56,8.01,Satisfactory
2314069,4,226.0,8.07,8.13,Satisfactory
2314070,4,185.0,6.61,7.17,Satisfactory
2314071,4,238.0,8.5,8.29,Satisfactory
2314072,4,168.0,6.0,5.36,Satisfactory
2314073,4,213.0,7.61,7.64,Satisfactory
2314074,4,212.0,7.57,6.79,Satisfactory
2314075,4,172.0,6.14,6.56,Satisfactory
2314076,4,235.0,8.39,8.29,Satisfactory
2314077,4,242.0,8.64,8.54,Satisfactory
2314078,4,208.0,7.43,7.39,Satisfactory
2314079,4,268.0,9.57,9.14,Satisfactory
2314080,4,221.0,7.89,7.76,Satisfactory
2314081,4,160.0,5.71,5.26,Satisfactory
2314082,4,237.0,8.46,7.81,Satisfactory
2314083,4,252.0,9.0,8.79,Satisfactory
2314084,4,223.0,7.96,7.77,Satisfactory
2314085,4,272.0,9.71,8.93,Satisfactory
2314086,4,217.0,7.75,7.6,Satisfactory
2314087,4,221.0,7.89,7.69,Satisfactory
2314088,4,208.0,7.43,7.62,Satisfactory
2314089,4,247.0,8.82,7.91,Satisfactory
2314090,4,212.0,7.57,7.18,Satisfactory
2314091,4,244.0,8.71,8.29,Satisfactory
2314092,4,248.0,8.86,8.76,Satisfactory
2314093,4,232.0,8.29,8.29,Satisfactory
2314094,4,234.0,8.36,8.43,Satisfactory
2314095,4,223.0,7.96,8.14,Satisfactory
2314096,4,254.0,9.07,8.95,Satisfactory
2314097,4,254.0,9.07,8.82,Satisfactory
2314099,4,216.0,7.71,6.91,Satisfactory
2314100,4,248.0,8.86,8.13,Satisfactory
2314102,4,199.0,7.11,6.05,Satisfactory
2314103,4,195.0,6.96,6.28,Satisfactory
2314104,4,258.0,9.21,8.65,Satisfactory
2314105,4,248.0,8.86,7.89,Satisfactory
2314106,4,242.0,8.64,8.69,Satisfactory
2314107,4,241.0,8.61,8.29,Satisfactory
2314108,4,255.0,9.11,8.52,Satisfactory
2314109,4,188.0,6.71,6.25,Satisfactory
2314110,4,247.0,8.82,8.6,Satisfactory
2314111,4,247.0,8.82,8.5,Satisfactory
2314112,4,214.0,7.64,7.88,Satisfactory
2314113,4,234.0,8.36,7.96,Satisfactory
2314114,4,237.0,8.46,7.79,Satisfactory
2314115,4,217.0,7.75,7.8,Satisfactory
2314116,4,213.0,7.61,6.95,Satisfactory
2314117,4,162.0,5.79,5.7,Satisfactory
2314118,4,232.0,8.29,8.33,Satisfactory
2314119,4,154.0,5.5,5.17,Satisfactory
2314120,4,233.0,8.32,7.54,Satisfactory
2314121,4,232.0,8.29,7.48,Satisfactory
2314122,4,243.0,8.68,8.42,Satisfactory
2314123,4,202.0,7.21,7.09,Satisfactory
2314124,4,246.0,8.79,8.56,Satisfactory
2314125,4,210.0,7.5,7.62,Satisfactory
2314126,4,218.0,7.79,7.63,Satisfactory
2314127,4,229.0,8.18,8.15,Satisfactory
2314128,4,207.0,7.39,7.11,Satisfactory
2314129,4,207.0,7.39,7.25,Satisfactory
2314130,4,224.0,8.0,7.65,Satisfactory
2314131,4,194.0,6.93,7.16,Satisfactory
2314132,4,146.0,5.21,5.26,Satisfactory
2314133,4,234.0,8.36,8.43,Satisfactory
2314134,4,171.0,6.11,6.64,Satisfactory
2314136,4,201.0,7.18,7.27,Satisfactory
2314137,4,177.0,6.32,6.31,Satisfactory
2314138,4,199.0,7.11,6.82,Satisfactory
2314139,4,240.0,8.57,8.21,Satisfactory
2314140,4,210.0,7.5,6.88,Satisfactory
2314141,4,253.0,9.04,8.88,Satisfactory
2314142,4,230.0,8.21,8.58,Satisfactory
2314143,4,211.0,7.54,7.51,Satisfactory
2314144,4,258.0,9.21,9.03,Satisfactory
2314145,4,175.0,6.25,6.46,Satisfactory
2314146,4,241.0,8.61,8.78,Satisfactory
2314147,4,248.0,8.86,8.45,Satisfactory
2314148,4,248.0,8.86,8.35,Satisfactory
2314149,4,243.0,8.68,7.87,Satisfactory
2314151,4,238.0,8.5,8.21,Satisfactory
2314152,4,248.0,8.86,8.42,Satisfactory
2314153,4,221.0,7.89,7.18,Satisfactory
2314154,4,256.0,9.14,8.81,Satisfactory
2314155,4,212.0,7.57,7.41,Satisfactory
2314156,4,219.0,7.82,7.1,Satisfactory
2314157,4,235.0,8.39,8.15,Satisfactory
2314158,4,175.0,7.29,6.98,Satisfactory
2314159,4,228.0,8.14,6.72,Satisfactory
2314160,4,229.0,8.18,6.53,Satisfactory
2314161,4,181.0,6.46,5.38,Satisfactory
2314162,4,97.0,3.46,3.74,Satisfactory
2314163,4,126.0,4.5,4.04,Satisfactory
2314164,4,197.0,7.04,6.26,Satisfactory
2314165,4,276.0,9.86,9.49,Satisfactory
2314166,4,268.0,9.57,9.0,Satisfactory
2314167,4,261.0,9.32,8.86,Satisfactory
2314168,4,276.0,9.86,9.17,Satisfactory
2314169,4,243.0,8.68,8.86,Satisfactory
2314170,4,272.0,9.71,9.3,Satisfactory
2314171,4,260.0,9.29,9.13,Satisfactory
2314172,4,242.0,8.64,8.74,Satisfactory
2314173,4,253.0,9.04,8.94,Satisfactory
2314174,4,228.0,8.14,8.61,Satisfactory
2314175,4,226.0,8.07,8.29,Satisfactory
2314176,4,256.0,9.14,9.03,Satisfactory
2314177,4,249.0,8.89,8.78,Satisfactory
2314178,4,241.0,8.61,8.97,Satisfactory
2314179,4,268.0,9.57,9.21,Satisfactory
2314180,4,236.0,8.43,8.82,Satisfactory
2314181,4,221.0,7.89,8.36,Satisfactory
2314182,4,237.0,8.46,8.79,Satisfactory
2315003,4,230.0,8.52,7.54,Satisfactory
2315004,4,159.0,5.89,5.71,Satisfactory
2315005,4,262.0,9.7,8.96,Satisfactory
2315006,4,210.0,7.78,6.56,Satisfactory
2315007,4,260.0,9.63,8.66,Satisfactory
2315008,4,248.0,9.19,8.88,Satisfactory
2315009,4,243.0,9.0,8.88,Satisfactory
2315010,4,262.0,9.7,8.94,Satisfactory
2315011,4,252.0,9.33,8.48,Satisfactory
2315012,4,249.0,9.22,8.17,Satisfactory
2315014,4,216.0,8.0,7.93,Satisfactory
2315015,4,217.0,8.04,7.9,Satisfactory
2315016,4,233.0,8.63,8.02,Satisfactory
2315017,4,225.0,8.33,8.05,Satisfactory
2315018,4,221.0,8.19,7.18,Satisfactory
2315019,4,224.0,8.3,8.08,Satisfactory
2315020,4,219.0,8.11,8.04,Satisfactory
2315021,4,231.0,8.56,8.35,Satisfactory
2315022,4,234.0,8.67,7.99,Satisfactory
2315023,4,235.0,8.7,7.9,Satisfactory
2315024,4,223.0,8.26,7.23,Satisfactory
2315025,4,241.0,8.93,8.48,Satisfactory
2315026,4,191.0,7.07,6.7,Satisfactory
2315027,4,209.0,7.74,7.18,Satisfactory
2315028,4,254.0,9.41,8.74,Satisfactory
2315029,4,165.0,6.11,6.85,Satisfactory
2315030,4,207.0,7.67,6.82,Satisfactory
2315032,4,229.0,8.48,8.37,Satisfactory
2315033,4,176.0,6.52,6.45,Satisfactory
2315034,4,237.0,8.78,8.65,Satisfactory
2315035,4,215.0,7.96,7.3,Satisfactory
2315036,4,232.0,8.59,7.75,Satisfactory
2315037,4,240.0,8.89,8.3,Satisfactory
2315038,4,246.0,9.11,8.26,Satisfactory
2315039,4,245.0,9.07,9.15,Satisfactory
2315040,4,246.0,9.11,8.78,Satisfactory
2315041,4,253.0,9.37,8.73,Satisfactory
2315042,4,245.0,9.07,8.09,Satisfactory
