regn_no,semester,GP,SGPA,CGPA,EAA
2314040,6,232.0,8.29,7.51,Satisfactory
2314041,6,230.0,8.21,7.78,Satisfactory
2314042,6,178.0,6.36,6.04,Satisfactory
2314043,6,183.0,7.32,6.96,Satisfactory
2314044,6,239.0,8.54,8.53,Satisfactory
2314045,6,257.0,9.18,8.4,Satisfactory
2314046,6,248.0,8.86,8.31,Satisfactory
2314047,6,230.0,8.21,7.77,Satisfactory
2314048,6,230.0,8.21,7.93,Satisfactory
2314049,6,239.0,8.54,8.01,Satisfactory
2314051,6,250.0,8.93,8.35,Satisfactory
2314052,6,241.0,8.61,7.77,Satisfactory
2314054,6,260.0,9.29,8.84,Satisfactory
2314055,6,270.0,9.64,8.66,Satisfactory
2314056,6,247.0,8.82,7.98,Satisfactory
2314057,6,184.0,6.57,6.77,Satisfactory
2314058,6,245.0,8.75,8.56,Satisfactory
2314059,6,262.0,9.36,8.99,Satisfactory
2314060,6,262.0,9.36,8.38,Satisfactory
2314061,6,229.0,8.18,7.43,Satisfactory
2314063,6,272.0,9.71,8.73,Satisfactory
2314065,6,152.0,5.43,5.93,Satisfactory
2314066,6,247.0,8.82,8.36,Satisfactory
2314067,6,278.0,9.93,9.12,Satisfactory
2314068,6,217.0,7.75,7.89,Satisfactory
2314069,6,218.0,7.79,7.99,Satisfactory
2314070,6,201.0,7.18,7.23,Satisfactory
2314071,6,264.0,9.43,8.5,Satisfactory
2314072,6,183.0,6.54,6.17,Satisfactory
2314073,6,207.0,7.39,7.52,Satisfactory
2314074,6,225.0,8.04,7.01,Satisfactory
2314075,6,218.0,7.79,7.06,Satisfactory
2314076,6,206.0,7.36,8.11,Satisfactory
2314077,6,266.0,9.5,8.83,Satisfactory
2314078,6,204.0,7.29,7.4,Satisfactory
2314079,6,237.0,8.46,9.02,Satisfactory
2314080,6,213.0,7.61,7.83,Satisfactory
2314081,6,133.0,4.75,5.37,Satisfactory
2314082,6,258.0,9.21,8.16,Satisfactory
2314083,6,276.0,9.86,8.96,Satisfactory
2314084,6,230.0,8.21,7.84,Satisfactory
2314085,6,280.0,10.0,9.25,Satisfactory
2314086,6,224.0,8.0,7.69,Satisfactory
2314087,6,223.0,7.96,7.7,Satisfactory
2314088,6,229.0,8.18,7.72,Satisfactory
2314089,6,260.0,9.29,8.4,Satisfactory
2314090,6,206.0,7.36,7.23,Satisfactory
2314091,6,224.0,8.0,8.29,Satisfactory
2314092,6,258.0,9.21,8.86,Satisfactory
2314093,6,257.0,9.18,8.46,Satisfactory
2314094,6,236.0,8.43,8.48,Satisfactory
2314095,6,249.0,8.89,8.23,Satisfactory
2314096,6,247.0,8.82,8.86,Satisfactory
2314097,6,268.0,9.57,8.99,Satisfactory
2314099,6,244.0,8.71,7.34,Satisfactory
2314100,6,268.0,9.57,8.54,Satisfactory
2314102,6,189.0,6.75,6.39,Satisfactory
2314103,6,164.0,5.86,6.3,Satisfactory
2314104,6,272.0,9.71,8.96,Satisfactory
2314105,6,257.0,9.18,8.17,Satisfactory
2314106,6,236.0,8.43,8.57,Satisfactory
2314107,6,255.0,9.11,8.5,Satisfactory
2314108,6,273.0,9.75,8.82,Satisfactory
2314109,6,207.0,7.39,6.49,Satisfactory
2314110,6,263.0,9.39,8.8,Satisfactory
2314111,6,232.0,8.29,8.55,Satisfactory
2314112,6,253.0,9.04,8.08,Satisfactory
2314171,6,252.0,9.0,9.06,Satisfactory
2314172,6,223.0,7.96,8.46,Satisfactory
2314173,6,264.0,9.43,9.09,Satisfactory
2314174,6,252.0,9.0,8.66,Satisfactory
2314175,6,232.0,8.29,8.17,Satisfactory
2314176,6,280.0,10.0,9.26,Satisfactory
2314177,6,272.0,9.71,8.92,Satisfactory
2314178,6,265.0,9.46,9.17,Satisfactory
2314179,6,273.0,9.75,9.38,Satisfactory
2314180,6,259.0,9.25,9.03,Satisfactory
2314181,6,254.0,9.07,8.53,Satisfactory
2314182,6,266.0,9.5,9.02,Satisfactory
2315003,6,243.0,9.0,7.98,Satisfactory
2315004,6,205.0,7.59,6.47,Satisfactory
2315005,6,260.0,10.0,9.29,Satisfactory
2315006,6,217.0,8.04,7.17,Satisfactory
2315007,6,257.0,9.52,9.01,Satisfactory
2315008,6,244.0,9.38,8.96,Satisfactory
2315009,6,254.0,9.77,9.19,Satisfactory
2315010,6,264.0,9.78,9.1,Satisfactory
2315011,6,244.0,9.38,8.72,Satisfactory
2315012,6,239.0,9.19,8.46,Satisfactory
2315014,6,244.0,9.38,8.28,Satisfactory
2315015,6,222.0,8.54,7.93,Satisfactory
2315016,6,238.0,9.15,8.38,Satisfactory
2315017,6,242.0,9.31,8.38,Satisfactory
2315018,6,219.0,8.11,7.59,Satisfactory
2315019,6,223.0,8.58,8.26,Satisfactory
2315020,6,246.0,9.46,8.32,Satisfactory
2315021,6,239.0,9.19,8.54,Satisfactory
2315022,6,225.0,8.65,8.23,Satisfactory
2315023,6,241.0,9.27,8.38,Satisfactory
2315024,6,240.0,8.89,7.73,Satisfactory
2315025,6,246.0,9.46,8.76,Satisfactory
2315026,6,225.0,8.33,7.0,Satisfactory
2315027,6,253.0,9.37,7.87,Satisfactory
2315028,6,268.0,9.93,9.1,Satisfactory
2315029,6,178.0,6.59,6.9,Satisfactory
2315030,6,229.0,8.48,7.44,Satisfactory
2315032,6,237.0,9.12,8.53,Satisfactory
2315033,6,207.0,7.67,6.81,Satisfactory
2315034,6,250.0,9.62,8.91,Satisfactory
2315035,6,241.0,8.93,7.84,Satisfactory
2315036,6,223.0,8.58,8.12,Satisfactory
2315037,6,240.0,9.23,8.61,Satisfactory
2315038,6,246.0,9.46,8.56,Satisfactory
2315039,6,246.0,9.46,9.2,Satisfactory
2315040,6,255.0,9.81,9.07,Satisfactory
2315041,6,256.0,9.85,9.1,Satisfactory
2315042,6,241.0,9.27,8.48,Satisfactory
2315044,6,181.0,6.7,6.25,Satisfactory
2315045,6,194.0,7.46,7.7,Satisfactory
2315046,6,255.0,9.44,8.6,Satisfactory
2315047,6,205.0,7.59,6.96,Satisfactory
2315048,6,240.0,8.89,8.1,Satisfactory
2315049,6,229.0,8.48,7.56,Satisfactory
2315050,6,238.0,9.15,8.68,Satisfactory
2315051,6,242.0,8.96,8.7,Satisfactory
2315053,6,240.0,8.89,7.9,Satisfactory
2315054,6,230.0,8.52,7.36,Satisfactory
2315055,6,239.0,9.19,8.96,Satisfactory
2315056,6,240.0,9.23,8.59,Satisfactory
2315057,6,256.0,9.48,9.03,Satisfactory
2315058,6,253.0,9.73,8.59,Satisfactory
2315059,6,242.0,9.31,8.13,Satisfactory
2315060,6,234.0,9.0,8.3,Satisfactory
2315061,6,218.0,8.38,8.38,Satisfactory
2315062,6,179.0,6.63,6.52,Satisfactory
2315063,6,237.0,9.12,8.57,Satisfactory
2315064,6,256.0,9.85,9.29,Satisfactory
2315065,6,241.0,9.27,8.4,Satisfactory
2315066,6,236.0,9.08,8.86,Satisfactory
2315067,6,192.0,7.11,7.29,Satisfactory
2315068,6,227.0,8.41,7.01,Satisfactory
2315069,6,237.0,9.12,8.07,Satisfactory
2315070,6,254.0,9.77,9.28,Satisfactory
2315072,6,219.0,8.11,7.38,Satisfactory
2315073,6,229.0,8.81,8.02,Satisfactory
2315074,6,226.0,8.69,8.12,Satisfactory
2315075,6,230.0,8.85,8.01,Satisfactory
2315076,6,249.0,9.22,8.28,Satisfactory
2315077,6,242.0,9.31,8.68,Satisfactory
2315078,6,237.0,9.12,8.63,Satisfactory
2315079,6,198.0,7.33,6.85,Satisfactory
2315080,6,209.0,7.74,7.45,Satisfactory
2315081,6,238.0,9.15,8.47,Satisfactory
2315082,6,231.0,8.56,7.57,Satisfactory
2315084,6,257.0,9.52,8.52,Satisfactory
2315085,6,242.0,9.31,8.48,Satisfactory
2315086,6,244.0,9.38,8.3,Satisfactory
2315087,6,237.0,9.12,7.99,Satisfactory
2315088,6,241.0,9.27,8.23,Satisfactory
2315089,6,207.0,7.67,7.32,Satisfactory
2315090,6,255.0,9.81,8.91,Satisfactory
2315091,6,222.0,8.54,8.36,Satisfactory
2315092,6,228.0,8.77,7.92,Satisfactory
2315093,6,224.0,8.62,8.23,Satisfactory
2315094,6,229.0,8.48,7.21,Satisfactory
2315095,6,189.0,7.27,7.68,Satisfactory
2315097,6,258.0,9.92,9.26,Satisfactory
2315098,6,249.0,9.58,8.69,Satisfactory
2315099,6,252.0,9.33,7.96,Satisfactory
2315100,6,203.0,7.52,6.28,Satisfactory
2315101,6,254.0,9.77,9.25,Satisfactory
2315102,6,244.0,9.04,8.78,Satisfactory
2315103,6,235.0,9.04,8.98,Satisfactory
2315104,6,260.0,10.0,9.18,Satisfactory
2315105,6,234.0,9.0,9.18,Satisfactory
2315106,6,236.0,9.08,9.03,Satisfactory
2315107,6,243.0,9.0,8.81,Satisfactory
2315108,6,236.0,9.08,8.88,Satisfactory
2316057,6,245.0,8.75,7.46,Satisfactory
2316058,6,254.0,9.07,7.89,Satisfactory
2316061,6,187.0,6.68,5.62,Satisfactory
2316062,6,200.0,7.14,6.96,Satisfactory
2316063,6,267.0,9.54,9.03,Satisfactory
2316064,6,253.0,9.04,7.88,Satisfactory
2316065,6,259.0,9.25,8.46,Satisfactory
2316066,6,274.0,9.79,9.14,Satisfactory
2316067,6,245.0,8.75,7.58,Satisfactory
2316068,6,261.0,9.32,8.04,Satisfactory
2316069,6,199.0,7.11,6.27,Satisfactory
2316070,6,241.0,8.61,7.02,Satisfactory
2316071,6,264.0,9.43,8.16,Satisfactory
2316072,6,250.0,8.93,8.01,Satisfactory
2316073,6,230.0,8.21,7.79,Satisfactory
2316074,6,248.0,8.86,8.13,Satisfactory
2316075,6,239.0,8.54,7.57,Satisfactory
2316076,6,233.0,8.32,7.57,Satisfactory
2316077,6,257.0,9.18,8.92,Satisfactory
2316078,6,217.0,7.75,7.33,Satisfactory
2316079,6,239.0,8.54,7.83,Satisfactory
2316080,6,250.0,8.93,8.49,Satisfactory
2316082,6,208.0,7.43,7.46,Satisfactory
2316083,6,241.0,8.61,8.11,Satisfactory
2316084,6,236.0,8.43,7.79,Satisfactory
2316085,6,244.0,8.71,8.07,Satisfactory
2316087,6,239.0,8.54,7.16,Satisfactory
2316088,6,203.0,7.25,6.04,Satisfactory
2316089,6,222.0,7.93,6.71,Satisfactory
2316090,6,188.0,6.71,5.77,Satisfactory
2316091,6,234.0,8.36,7.24,Satisfactory
2316093,6,227.0,8.11,7.1,Satisfactory
2316094,6,231.0,8.25,6.8,Satisfactory
2316095,6,278.0,9.93,8.93,Satisfactory
2316096,6,225.0,8.04,6.83,Satisfactory
2316097,6,260.0,9.29,8.43,Satisfactory
2316098,6,243.0,8.68,7.93,Satisfactory
2316099,6,271.0,9.68,8.63,Satisfactory
2316100,6,252.0,9.0,7.9,Satisfactory
2316101,6,195.0,6.96,7.14,Satisfactory
2316102,6,226.0,8.07,6.86,Satisfactory
2316103,6,253.0,9.04,8.05,Satisfactory
2316106,6,197.0,7.04,7.22,Satisfactory
2316107,6,263.0,9.39,8.65,Satisfactory
2316108,6,247.0,8.82,7.36,Satisfactory
2316109,6,222.0,7.93,7.11,Satisfactory
2316110,6,168.0,6.0,4.83,Satisfactory
2316111,6,245.0,8.75,7.12,Satisfactory
2316112,6,232.0,8.29,7.4,Satisfactory
2316114,6,271.0,9.68,8.48,Satisfactory
2316115,6,251.0,8.96,7.18,Satisfactory
2316116,6,249.0,8.89,7.68,Satisfactory
2316117,6,256.0,9.14,9.11,Satisfactory
2316118,6,268.0,9.57,9.22,Satisfactory
2316119,6,159.0,6.63,5.75,Satisfactory
2316120,6,213.0,7.61,6.22,Satisfactory
