regn_no,semester,subject_code,credits,grade_point,grade
2312021,4,CS 206,4,10.0,AA
2312021,4,CS 207,4,9.0,AB
2312021,4,CS 212,3,9.0,AB
2312021,4,CS 213,2,10.0,AA
2312021,4,CS 214,2,10.0,AA
2312021,4,CS 215,2,10.0,AA
2312021,4,MA 221,4,9.0,AB
2312022,4,CS 204,4,6.0,CC
2312022,4,CS 205,4,4.0,DD
2312022,4,CS 206,4,4.0,DD
2312022,4,CS 207,4,5.0,CD
2312022,4,CS 212,3,8.0,BB
2312022,4,CS 213,2,8.0,BB
2312022,4,CS 214,2,9.0,AB
2312022,4,CS 215,2,9.0,AB
2312022,4,MA 221,4,5.0,CD
2312023,4,CS 204,4,6.0,CC
2312023,4,CS 205,4,4.0,DD
2312023,4,CS 206,4,6.0,CC
2312023,4,CS 207,4,7.0,BC
2312023,4,CS 212,3,8.0,BB
2312023,4,CS 213,2,9.0,AB
2312023,4,CS 214,2,10.0,AA
2312023,4,CS 215,2,10.0,AA
2312023,4,MA 221,4,6.0,CC
2312024,4,CS 204,4,7.0,BC
2312024,4,CS 205,4,6.0,CC
2312024,4,CS 206,4,7.0,BC
2312024,4,CS 207,4,8.0,BB
2312024,4,CS 212,3,8.0,BB
2312024,4,CS 213,2,9.0,AB
2312024,4,CS 214,2,10.0,AA
2312024,4,CS 215,2,10.0,AA
2312024,4,MA 221,4,7.0,BC
2312025,4,CS 204,4,8.0,BB
2312025,4,CS 205,4,7.0,BC
2312025,4,CS 206,4,7.0,BC
2312025,4,CS 207,4,10.0,AA
2312025,4,CS 212,3,10.0,AA
2312025,4,CS 213,2,10.0,AA
2312025,4,CS 214,2,10.0,AA
2312025,4,CS 215,2,10.0,AA
2312025,4,MA 221,4,10.0,AA
2312026,4,CS 204,4,8.0,BB
2312026,4,CS 205,4,7.0,BC
2312026,4,CS 206,4,7.0,BC
2312026,4,CS 207,4,7.0,BC
2312026,4,CS 212,3,10.0,AA
2312026,4,CS 213,2,10.0,AA
2312026,4,CS 214,2,10.0,AA
2312026,4,CS 215,2,10.0,AA
2312026,4,MA 221,4,9.0,AB
2312027,4,CS 204,4,5.0,CD
2312027,4,CS 205,4,7.0,BC
2312027,4,CS 206,4,0.0,F
2312027,4,CS 207,4,4.0,DD
2312027,4,CS 212,3,9.0,AB
2312027,4,CS 213,2,10.0,AA
2312027,4,CS 214,2,9.0,AB
2312027,4,CS 215,2,9.0,AB
2312027,4,MA 221,4,4.0,DD
2312028,4,CS 204,4,9.0,AB
2312028,4,CS 205,4,8.0,BB
2312028,4,CS 206,4,10.0,AA
2312028,4,CS 207,4,8.0,BB
2312028,4,CS 212,3,8.0,BB
2312028,4,CS 213,2,10.0,AA
2312028,4,CS 214,2,10.0,AA
2312028,4,CS 215,2,10.0,AA
2312028,4,MA 221,4,8.0,BB
2312029,4,CS 204,4,6.0,CC
2312029,4,CS 205,4,8.0,BB
2312029,4,CS 206,4,7.0,BC
2312029,4,CS 207,4,9.0,AB
2312029,4,CS 212,3,10.0,AA
2312029,4,CS 213,2,10.0,AA
2312029,4,CS 214,2,9.0,AB
2312029,4,CS 215,2,10.0,AA
2312029,4,MA 221,4,8.0,BB
2312030,4,CS 204,4,9.0,AB
2312030,4,CS 205,4,7.0,BC
2312030,4,CS 206,4,8.0,BB
2312030,4,CS 207,4,8.0,BB
2312030,4,CS 212,3,10.0,AA
2312030,4,CS 213,2,10.0,AA
2312030,4,CS 214,2,10.0,AA
2312030,4,CS 215,2,10.0,AA
2312030,4,MA 221,4,8.0,BB
2312031,4,CS 204,4,7.0,BC
2312031,4,CS 205,4,6.0,CC
2312031,4,CS 206,4,6.0,CC
2312031,4,CS 207,4,7.0,BC
2312031,4,CS 212,3,8.0,BB
2312031,4,CS 213,2,9.0,AB
2312031,4,CS 214,2,10.0,AA
2312031,4,CS 215,2,10.0,AA
2312031,4,MA 221,4,8.0,BB
2312032,4,CS 204,4,8.0,BB
2312032,4,CS 205,4,7.0,BC
2312032,4,CS 206,4,8.0,BB
2312032,4,CS 207,4,8.0,BB
2312032,4,CS 212,3,8.0,BB
2312032,4,CS 213,2,10.0,AA
2312032,4,CS 214,2,9.0,AB
2312032,4,CS 215,2,9.0,AB
2312032,4,MA 221,4,8.0,BB
2312033,4,CS 204,4,8.0,BB
2312033,4,CS 205,4,10.0,AA
2312033,4,CS 206,4,8.0,BB
2312033,4,CS 207,4,9.0,AB
2312033,4,CS 212,3,9.0,AB
2312033,4,CS 213,2,10.0,AA
2312033,4,CS 214,2,10.0,AA
2312033,4,CS 215,2,10.0,AA
2312033,4,MA 221,4,10.0,AA
2312034,4,CS 204,4,7.0,BC
2312034,4,CS 205,4,6.0,CC
2312034,4,CS 206,4,5.0,CD
2312034,4,CS 207,4,8.0,BB
2312034,4,CS 212,3,7.0,BC
2312034,4,CS 213,2,10.0,AA
2312034,4,CS 214,2,10.0,AA
2312034,4,CS 215,2,10.0,AA
2312034,4,MA 221,4,9.0,AB
2312035,4,CS 204,4,7.0,BC
2312035,4,CS 205,4,6.0,CC
2312035,4,CS 206,4,6.0,CC
2312035,4,CS 207,4,8.0,BB
2312035,4,CS 212,3,7.0,BC
2312035,4,CS 213,2,10.0,AA
2312035,4,CS 214,2,10.0,AA
2312035,4,CS 215,2,10.0,AA
2312035,4,MA 221,4,9.0,AB
2312036,4,CS 204,4,8.0,BB
2312036,4,CS 205,4,7.0,BC
2312036,4,CS 206,4,7.0,BC
2312036,4,CS 207,4,7.0,BC
2312036,4,CS 212,3,10.0,AA
2312036,4,CS 213,2,9.0,AB
2312036,4,CS 214,2,10.0,AA
2312036,4,CS 215,2,10.0,AA
2312036,4,MA 221,4,6.0,CC
2312037,4,CS 204,4,8.0,BB
2312037,4,CS 205,4,9.0,AB
2312037,4,CS 206,4,8.0,BB
2312037,4,CS 207,4,10.0,AA
2312037,4,CS 212,3,9.0,AB
2312037,4,CS 213,2,10.0,AA
2312037,4,CS 214,2,10.0,AA
2312037,4,CS 215,2,10.0,AA
2312037,4,MA 221,4,9.0,AB
2312038,4,CS 204,4,7.0,BC
2312038,4,CS 205,4,7.0,BC
2312038,4,CS 206,4,8.0,BB
2312038,4,CS 207,4,7.0,BC
2312038,4,CS 212,3,9.0,AB
2312038,4,CS 213,2,10.0,AA
2312038,4,CS 214,2,10.0,AA
2312038,4,CS 215,2,10.0,AA
2312038,4,MA 221,4,8.0,BB
2312039,4,CS 204,4,7.0,BC
2312039,4,CS 205,4,6.0,CC
2312039,4,CS 206,4,6.0,CC
2312039,4,CS 207,4,8.0,BB
2312039,4,CS 212,3,9.0,AB
2312039,4,CS 213,2,10.0,AA
2312039,4,CS 214,2,10.0,AA
2312039,4,CS 215,2,10.0,AA
2312039,4,MA 221,4,8.0,BB
2312040,4,CS 204,4,7.0,BC
2312040,4,CS 205,4,6.0,CC
2312040,4,CS 206,4,9.0,AB
2312040,4,CS 207,4,7.0,BC
2312040,4,CS 212,3,10.0,AA
2312040,4,CS 213,2,10.0,AA
2312040,4,CS 214,2,9.0,AB
2312040,4,CS 215,2,10.0,AA
2312040,4,MA 221,4,8.0,BB
2312041,4,CS 204,4,9.0,AB
2312041,4,CS 205,4,8.0,BB
2312041,4,CS 206,4,7.0,BC
2312041,4,CS 207,4,9.0,AB
2312041,4,CS 212,3,10.0,AA
2312041,4,CS 213,2,10.0,AA
2312041,4,CS 214,2,10.0,AA
2312041,4,CS 215,2,10.0,AA
2312041,4,MA 221,4,8.0,BB
2312042,4,CS 204,4,7.0,BC
2312042,4,CS 205,4,8.0,BB
2312042,4,CS 206,4,10.0,AA
2312042,4,CS 207,4,9.0,AB
2312042,4,CS 212,3,7.0,BC
2312042,4,CS 213,2,10.0,AA
2312042,4,CS 214,2,10.0,AA
2312042,4,CS 215,2,10.0,AA
2312042,4,MA 221,4,9.0,AB
2312043,4,CS 204,4,6.0,CC
2312043,4,CS 205,4,8.0,BB
2312043,4,CS 206,4,7.0,BC
2312043,4,CS 207,4,9.0,AB
2312043,4,CS 212,3,8.0,BB
2312043,4,CS 213,2,9.0,AB
2312043,4,CS 214,2,10.0,AA
2312043,4,CS 215,2,10.0,AA
2312043,4,MA 221,4,6.0,CC
2312044,4,CS 204,4,8.0,BB
2312044,4,CS 205,4,8.0,BB
2312044,4,CS 206,4,7.0,BC
2312044,4,CS 207,4,9.0,AB
2312044,4,CS 212,3,9.0,AB
2312044,4,CS 213,2,10.0,AA
2312044,4,CS 214,2,10.0,AA
2312044,4,CS 215,2,9.0,AB
2312044,4,MA 221,4,7.0,BC
2312045,4,CS 204,4,7.0,BC
2312045,4,CS 205,4,7.0,BC
2312045,4,CS 206,4,8.0,BB
2312045,4,CS 207,4,9.0,AB
2312045,4,CS 212,3,8.0,BB
2312045,4,CS 213,2,10.0,AA
2312045,4,CS 214,2,10.0,AA
2312045,4,CS 215,2,10.0,AA
2312045,4,MA 221,4,9.0,AB
2312046,4,CS 204,4,6.0,CC
2312046,4,CS 205,4,7.0,BC
2312046,4,CS 206,4,5.0,CD
2312046,4,CS 207,4,6.0,CC
2312046,4,CS 212,3,7.0,BC
2312046,4,CS 213,2,10.0,AA
2312046,4,CS 214,2,9.0,AB
2312046,4,CS 215,2,10.0,AA
2312046,4,MA 221,4,4.0,DD
2312047,4,CS 204,4,8.0,BB
2312047,4,CS 205,4,8.0,BB
2312047,4,CS 206,4,7.0,BC
2312047,4,CS 207,4,8.0,BB
2312047,4,CS 212,3,9.0,AB
2312047,4,CS 213,2,10.0,AA
2312047,4,CS 214,2,10.0,AA
2312047,4,CS 215,2,10.0,AA
2312047,4,MA 221,4,9.0,AB
2312048,4,CS 204,4,7.0,BC
2312048,4,CS 205,4,6.0,CC
2312048,4,CS 206,4,6.0,CC
2312048,4,CS 207,4,7.0,BC
2312048,4,CS 212,3,9.0,AB
2312048,4,CS 213,2,10.0,AA
2312048,4,CS 214,2,10.0,AA
2312048,4,CS 215,2,10.0,AA
2312048,4,MA 221,4,6.0,CC
2312049,4,CS 204,4,5.0,CD
2312049,4,CS 205,4,5.0,CD
2312049,4,CS 206,4,4.0,DD
2312049,4,CS 207,4,5.0,CD
2312049,4,CS 212,3,7.0,BC
2312049,4,CS 213,2,9.0,AB
2312049,4,CS 214,2,9.0,AB
2312049,4,CS 215,2,9.0,AB
2312049,4,MA 221,4,4.0,DD
2312050,4,CS 204,4,0.0,F
2312050,4,CS 205,4,4.0,DD
2312050,4,CS 206,4,4.0,DD
2312050,4,CS 207,4,4.0,DD
2312050,4,CS 212,3,8.0,BB
2312050,4,CS 213,2,9.0,AB
2312050,4,CS 214,2,9.0,AB
2312050,4,CS 215,2,9.0,AB
2312050,4,MA 221,4,0.0,F
2312051,4,CS 204,4,7.0,BC
2312051,4,CS 205,4,8.0,BB
2312051,4,CS 206,4,7.0,BC
2312051,4,CS 207,4,7.0,BC
2312051,4,CS 212,3,9.0,AB
2312051,4,CS 213,2,10.0,AA
2312051,4,CS 214,2,10.0,AA
2312051,4,CS 215,2,10.0,AA
2312051,4,MA 221,4,8.0,BB
2312052,4,CS 204,4,9.0,AB
2312052,4,CS 205,4,8.0,BB
2312052,4,CS 206,4,8.0,BB
2312052,4,CS 207,4,9.0,AB
2312052,4,CS 212,3,9.0,AB
2312052,4,CS 213,2,10.0,AA
2312052,4,CS 214,2,9.0,AB
2312052,4,CS 215,2,10.0,AA
2312052,4,MA 221,4,10.0,AA
2312053,4,CS 204,4,9.0,AB
2312053,4,CS 205,4,9.0,AB
2312053,4,CS 206,4,8.0,BB
2312053,4,CS 207,4,9.0,AB
2312053,4,CS 212,3,10.0,AA
2312053,4,CS 213,2,10.0,AA
2312053,4,CS 214,2,10.0,AA
2312053,4,CS 215,2,10.0,AA
2312053,4,MA 221,4,9.0,AB
2312054,4,CS 204,4,8.0,BB
2312054,4,CS 205,4,7.0,BC
2312054,4,CS 206,4,8.0,BB
2312054,4,CS 207,4,9.0,AB
2312054,4,CS 212,3,9.0,AB
2312054,4,CS 213,2,9.0,AB
2312054,4,CS 214,2,10.0,AA
2312054,4,CS 215,2,9.0,AB
2312054,4,MA 221,4,8.0,BB
2312055,4,CS 204,4,8.0,BB
2312055,4,CS 205,4,7.0,BC
2312055,4,CS 206,4,7.0,BC
2312055,4,CS 207,4,6.0,CC
2312055,4,CS 212,3,10.0,AA
2312055,4,CS 213,2,10.0,AA
2312055,4,CS 214,2,10.0,AA
2312055,4,CS 215,2,10.0,AA
2312055,4,MA 221,4,7.0,BC
2312056,4,CS 204,4,9.0,AB
2312056,4,CS 205,4,8.0,BB
2312056,4,CS 206,4,9.0,AB
2312056,4,CS 207,4,9.0,AB
2312056,4,CS 212,3,10.0,AA
2312056,4,CS 213,2,9.0,AB
2312056,4,CS 214,2,10.0,AA
2312056,4,CS 215,2,10.0,AA
2312056,4,MA 221,4,8.0,BB
2312057,4,CS 204,4,8.0,BB
2312057,4,CS 205,4,8.0,BB
2312057,4,CS 206,4,6.0,CC
2312057,4,CS 207,4,9.0,AB
2312057,4,CS 212,3,9.0,AB
2312057,4,CS 213,2,8.0,BB
2312057,4,CS 214,2,10.0,AA
2312057,4,CS 215,2,10.0,AA
2312057,4,MA 221,4,9.0,AB
2312058,4,CS 204,4,8.0,BB
2312058,4,CS 205,4,4.0,DD
2312058,4,CS 206,4,5.0,CD
2312058,4,CS 207,4,8.0,BB
2312058,4,CS 212,3,9.0,AB
2312058,4,CS 213,2,9.0,AB
2312058,4,CS 214,2,10.0,AA
2312058,4,CS 215,2,9.0,AB
2312058,4,MA 221,4,7.0,BC
2312059,4,CS 204,4,8.0,BB
2312059,4,CS 205,4,8.0,BB
2312059,4,CS 206,4,7.0,BC
2312059,4,CS 207,4,8.0,BB
2312059,4,CS 212,3,8.0,BB
2312059,4,CS 213,2,10.0,AA
2312059,4,CS 214,2,10.0,AA
2312059,4,CS 215,2,10.0,AA
2312059,4,MA 221,4,7.0,BC
2312060,4,CS 204,4,8.0,BB
2312060,4,CS 205,4,8.0,BB
2312060,4,CS 206,4,7.0,BC
2312060,4,CS 207,4,9.0,AB
2312060,4,CS 212,3,9.0,AB
2312060,4,CS 213,2,10.0,AA
2312060,4,CS 214,2,10.0,AA
2312060,4,CS 215,2,10.0,AA
2312060,4,MA 221,4,9.0,AB
2312061,4,CS 204,4,8.0,BB
2312061,4,CS 205,4,7.0,BC
2312061,4,CS 206,4,9.0,AB
2312061,4,CS 207,4,9.0,AB
2312061,4,CS 212,3,8.0,BB
2312061,4,CS 213,2,10.0,AA
2312061,4,CS 214,2,10.0,AA
2312061,4,CS 215,2,10.0,AA
2312061,4,MA 221,4,8.0,BB
2312062,4,CS 204,4,7.0,BC
2312062,4,CS 205,4,5.0,CD
2312062,4,CS 206,4,5.0,CD
2312062,4,CS 207,4,6.0,CC
2312062,4,CS 212,3,8.0,BB
2312062,4,CS 213,2,10.0,AA
2312062,4,CS 214,2,10.0,AA
2312062,4,CS 215,2,9.0,AB
2312062,4,MA 221,4,7.0,BC
2312063,4,CS 204,4,8.0,BB
2312063,4,CS 205,4,7.0,BC
2312063,4,CS 206,4,7.0,BC
2312063,4,CS 207,4,8.0,BB
2312063,4,CS 212,3,9.0,AB
2312063,4,CS 213,2,9.0,AB
2312063,4,CS 214,2,10.0,AA
2312063,4,CS 215,2,10.0,AA
2312063,4,MA 221,4,7.0,BC
2312064,4,CS 204,4,8.0,BB
2312064,4,CS 205,4,9.0,AB
2312064,4,CS 206,4,7.0,BC
2312064,4,CS 207,4,8.0,BB
2312064,4,CS 212,3,8.0,BB
2312064,4,CS 213,2,9.0,AB
2312064,4,CS 214,2,10.0,AA
2312064,4,CS 215,2,10.0,AA
2312064,4,MA 221,4,8.0,BB
2312065,4,CS 204,4,5.0,CD
2312065,4,CS 205,4,7.0,BC
2312065,4,CS 206,4,7.0,BC
2312065,4,CS 207,4,8.0,BB
2312065,4,CS 212,3,9.0,AB
2312065,4,CS 213,2,9.0,AB
2312065,4,CS 214,2,10.0,AA
2312065,4,CS 215,2,10.0,AA
2312065,4,MA 221,4,7.0,BC
2312066,4,CS 204,4,8.0,BB
2312066,4,CS 205,4,6.0,CC
2312066,4,CS 206,4,6.0,CC
2312066,4,CS 207,4,9.0,AB
2312066,4,CS 212,3,9.0,AB
2312066,4,CS 213,2,9.0,AB
2312066,4,CS 214,2,9.0,AB
2312066,4,CS 215,2,10.0,AA
2312066,4,MA 221,4,8.0,BB
2312067,4,CS 204,4,7.0,BC
2312067,4,CS 205,4,7.0,BC
2312067,4,CS 206,4,7.0,BC
2312067,4,CS 207,4,8.0,BB
2312067,4,CS 212,3,9.0,AB
2312067,4,CS 213,2,10.0,AA
2312067,4,CS 214,2,10.0,AA
2312067,4,CS 215,2,10.0,AA
2312067,4,MA 221,4,8.0,BB
2312068,4,CS 204,4,7.0,BC
2312068,4,CS 205,4,7.0,BC
2312068,4,CS 206,4,5.0,CD
2312068,4,CS 207,4,6.0,CC
2312068,4,CS 212,3,9.0,AB
2312068,4,CS 213,2,9.0,AB
2312068,4,CS 214,2,10.0,AA
2312068,4,CS 215,2,10.0,AA
2312068,4,MA 221,4,7.0,BC
2312069,4,CS 204,4,9.0,AB
2312069,4,CS 205,4,10.0,AA
2312069,4,CS 206,4,10.0,AA
2312069,4,CS 207,4,10.0,AA
2312069,4,CS 212,3,10.0,AA
2312069,4,CS 213,2,9.0,AB
2312069,4,CS 214,2,10.0,AA
2312069,4,CS 215,2,10.0,AA
2312069,4,MA 221,4,9.0,AB
2312070,4,CS 204,4,6.0,CC
2312070,4,CS 205,4,7.0,BC
2312070,4,CS 206,4,6.0,CC
2312070,4,CS 207,4,6.0,CC
2312070,4,CS 212,3,9.0,AB
2312070,4,CS 213,2,9.0,AB
2312070,4,CS 214,2,10.0,AA
2312070,4,CS 215,2,10.0,AA
2312070,4,MA 221,4,7.0,BC
2312071,4,CS 204,4,6.0,CC
2312071,4,CS 205,4,6.0,CC
2312071,4,CS 206,4,7.0,BC
2312071,4,CS 207,4,8.0,BB
2312071,4,CS 212,3,10.0,AA
2312071,4,CS 213,2,9.0,AB
2312071,4,CS 214,2,10.0,AA
2312071,4,CS 215,2,10.0,AA
2312071,4,MA 221,4,9.0,AB
2312072,4,CS 204,4,9.0,AB
2312072,4,CS 205,4,10.0,AA
2312072,4,CS 206,4,7.0,BC
2312072,4,CS 207,4,8.0,BB
2312072,4,CS 212,3,8.0,BB
2312072,4,CS 213,2,10.0,AA
2312072,4,CS 214,2,10.0,AA
2312072,4,CS 215,2,10.0,AA
2312072,4,MA 221,4,9.0,AB
2312073,4,CS 204,4,9.0,AB
2312073,4,CS 205,4,9.0,AB
2312073,4,CS 206,4,9.0,AB
2312073,4,CS 207,4,9.0,AB
2312073,4,CS 212,3,8.0,BB
2312073,4,CS 213,2,9.0,AB
2312073,4,CS 214,2,10.0,AA
2312073,4,CS 215,2,10.0,AA
2312073,4,MA 221,4,10.0,AA
2312074,4,CS 204,4,6.0,CC
2312074,4,CS 205,4,8.0,BB
2312074,4,CS 206,4,7.0,BC
2312074,4,CS 207,4,8.0,BB
2312074,4,CS 212,3,8.0,BB
2312074,4,CS 213,2,9.0,AB
2312074,4,CS 214,2,10.0,AA
2312074,4,CS 215,2,10.0,AA
2312074,4,MA 221,4,7.0,BC
2312075,4,CS 204,4,8.0,BB
2312075,4,CS 205,4,8.0,BB
2312075,4,CS 206,4,10.0,AA
2312075,4,CS 207,4,9.0,AB
2312075,4,CS 212,3,10.0,AA
2312075,4,CS 213,2,10.0,AA
2312075,4,CS 214,2,9.0,AB
2312075,4,CS 215,2,10.0,AA
2312075,4,MA 221,4,10.0,AA
2312076,4,CS 204,4,9.0,AB
2312076,4,CS 205,4,10.0,AA
2312076,4,CS 206,4,9.0,AB
2312076,4,CS 207,4,9.0,AB
2312076,4,CS 212,3,9.0,AB
2312076,4,CS 213,2,10.0,AA
2312076,4,CS 214,2,10.0,AA
2312076,4,CS 215,2,10.0,AA
2312076,4,MA 221,4,10.0,AA
2312077,4,CS 204,4,6.0,CC
2312077,4,CS 205,4,6.0,CC
2312077,4,CS 206,4,5.0,CD
2312077,4,CS 207,4,8.0,BB
2312077,4,CS 212,3,9.0,AB
2312077,4,CS 213,2,10.0,AA
2312077,4,CS 214,2,9.0,AB
2312077,4,CS 215,2,10.0,AA
2312077,4,MA 221,4,7.0,BC
2312078,4,CS 204,4,8.0,BB
2312078,4,CS 205,4,9.0,AB
2312078,4,CS 206,4,8.0,BB
2312078,4,CS 207,4,8.0,BB
2312078,4,CS 212,3,8.0,BB
