regn_no,semester,GP,SGPA,CGPA,EAA
2316087,5,209.0,7.46,6.88,Satisfactory
2316088,5,165.0,5.89,5.68,Satisfactory
2316089,5,204.0,7.29,6.46,Satisfactory
2316090,5,73.0,2.61,5.57,Satisfactory
2316091,5,199.0,7.11,7.01,Satisfactory
2316093,5,218.0,7.79,6.9,Satisfactory
2316094,5,198.0,7.07,6.5,Satisfactory
2316095,5,272.0,9.71,8.72,Satisfactory
2316096,5,202.0,7.21,6.38,Satisfactory
2316097,5,250.0,8.93,8.25,Satisfactory
2316098,5,223.0,7.96,7.78,Satisfactory
2316099,5,270.0,9.64,8.41,Satisfactory
2316100,5,221.0,7.89,7.68,Satisfactory
2316101,5,185.0,6.61,7.18,Satisfactory
2316102,5,180.0,6.43,6.61,Satisfactory
2316103,5,247.0,8.82,7.85,Satisfactory
2316106,5,204.0,7.29,7.25,Satisfactory
2316107,5,258.0,9.21,8.5,Satisfactory
2316108,5,234.0,8.36,7.07,Satisfactory
2316109,5,213.0,7.61,6.94,Satisfactory
2316110,5,126.0,4.5,4.59,Satisfactory
2316111,5,216.0,7.71,6.79,Satisfactory
2316112,5,222.0,7.93,7.22,Satisfactory
2316114,5,266.0,9.5,8.23,Satisfactory
2316115,5,215.0,7.68,6.82,Satisfactory
2316116,5,193.0,6.89,7.3,Satisfactory
2316117,5,260.0,9.29,9.1,Satisfactory
2316118,5,265.0,9.46,9.14,Satisfactory
2316119,5,116.0,4.14,5.6,Satisfactory
2316120,5,187.0,6.68,5.94,Satisfactory
2316121,5,123.0,4.39,5.07,Satisfactory
2316122,5,243.0,8.68,7.56,Satisfactory
2316123,5,226.0,8.07,8.01,Satisfactory
2316125,5,187.0,6.68,6.42,Satisfactory
2316126,5,206.0,7.36,6.77,Satisfactory
2316127,5,229.0,8.18,7.64,Satisfactory
2316128,5,203.0,7.25,6.68,Satisfactory
2316129,5,124.0,4.43,4.43,Satisfactory
2316130,5,179.0,6.39,6.86,Satisfactory
2316132,5,237.0,8.46,7.8,Satisfactory
2316133,5,184.0,6.57,7.4,Satisfactory
2316134,5,270.0,9.64,8.45,Satisfactory
2316135,5,223.0,7.96,7.41,Satisfactory
2316136,5,145.0,5.18,5.64,Satisfactory
2316137,5,234.0,8.36,8.34,Satisfactory
2316138,5,205.0,7.32,6.87,Satisfactory
2316139,5,170.0,6.07,6.12,Satisfactory
2316140,5,98.0,3.5,5.1,Satisfactory
2316141,5,265.0,9.46,8.34,Satisfactory
2316142,5,219.0,7.82,7.75,Satisfactory
2316143,5,204.0,7.29,6.37,Satisfactory
2316145,5,230.0,8.21,7.19,Satisfactory
2316146,5,164.0,5.86,5.35,Satisfactory
2316147,5,223.0,7.96,7.49,Satisfactory
2316148,5,272.0,9.71,8.74,Satisfactory
2316150,5,219.0,7.82,7.26,Satisfactory
2316151,5,247.0,8.82,7.95,Satisfactory
2316153,5,245.0,8.75,8.37,Satisfactory
2316154,5,258.0,9.21,8.33,Satisfactory
2316155,5,266.0,9.5,8.51,Satisfactory
2316156,5,193.0,6.89,7.01,Satisfactory
2316157,5,214.0,7.64,7.23,Satisfactory
2316158,5,213.0,7.61,6.86,Satisfactory
2316159,5,227.0,8.11,7.5,Satisfactory
2316160,5,163.0,5.82,5.43,Satisfactory
2316161,5,242.0,8.64,8.2,Satisfactory
2316163,5,134.0,4.79,4.4,Satisfactory
2316164,5,239.0,8.54,8.22,Satisfactory
