regn_no,semester,subject_code,credits,grade_point,grade
2311007,5,CE 311,2,10.0,AA
2311007,5,CE 312,2,9.0,AB
2311007,5,CE 313,2,8.0,BB
2311007,5,CE 314,2,9.0,AB
2311008,5,CE 301,4,10.0,AA
2311008,5,CE 302,4,9.0,AB
2311008,5,CE 303,4,8.0,BB
2311008,5,CE 304,4,9.0,AB
2311008,5,CE 305,4,8.0,BB
2311008,5,CE 311,2,10.0,AA
2311008,5,CE 312,2,10.0,AA
2311008,5,CE 313,2,9.0,AB
2311008,5,CE 314,2,9.0,AB
2311009,5,CE 301,4,8.0,BB
2311009,5,CE 302,4,5.0,CD
2311009,5,CE 303,4,7.0,BC
2311009,5,CE 304,4,6.0,CC
2311009,5,CE 305,4,4.0,DD
2311009,5,CE 311,2,10.0,AA
2311009,5,CE 312,2,10.0,AA
2311009,5,CE 313,2,9.0,AB
2311009,5,CE 314,2,8.0,BB
2311010,5,CE 301,4,9.0,AB
2311010,5,CE 302,4,7.0,BC
2311010,5,CE 303,4,8.0,BB
2311010,5,CE 304,4,8.0,BB
2311010,5,CE 305,4,9.0,AB
2311010,5,CE 311,2,10.0,AA
2311010,5,CE 312,2,10.0,AA
2311010,5,CE 313,2,10.0,AA
2311010,5,CE 314,2,9.0,AB
2311011,5,CE 301,4,10.0,AA
2311011,5,CE 302,4,8.0,BB
2311011,5,CE 303,4,10.0,AA
2311011,5,CE 304,4,8.0,BB
2311011,5,CE 305,4,8.0,BB
2311011,5,CE 311,2,10.0,AA
2311011,5,CE 312,2,10.0,AA
2311011,5,CE 313,2,10.0,AA
2311011,5,CE 314,2,9.0,AB
2311012,5,CE 301,4,10.0,AA
2311012,5,CE 302,4,9.0,AB
2311012,5,CE 303,4,10.0,AA
2311012,5,CE 304,4,8.0,BB
2311012,5,CE 305,4,9.0,AB
2311012,5,CE 311,2,10.0,AA
2311012,5,CE 312,2,9.0,AB
2311012,5,CE 313,2,10.0,AA
2311012,5,CE 314,2,10.0,AA
2311013,5,CE 301,4,9.0,AB
2311013,5,CE 302,4,8.0,BB
2311013,5,CE 303,4,9.0,AB
2311013,5,CE 304,4,9.0,AB
2311013,5,CE 305,4,8.0,BB
2311013,5,CE 311,2,10.0,AA
2311013,5,CE 312,2,10.0,AA
2311013,5,CE 313,2,10.0,AA
2311013,5,CE 314,2,9.0,AB
2311014,5,CE 301,4,9.0,AB
2311014,5,CE 302,4,8.0,BB
2311014,5,CE 303,4,9.0,AB
2311014,5,CE 304,4,7.0,BC
2311014,5,CE 305,4,8.0,BB
2311014,5,CE 311,2,10.0,AA
2311014,5,CE 312,2,10.0,AA
2311014,5,CE 313,2,10.0,AA
2311014,5,CE 314,2,8.0,BB
2311015,5,CE 301,4,8.0,BB
2311015,5,CE 302,4,7.0,BC
2311015,5,CE 303,4,9.0,AB
2311015,5,CE 304,4,6.0,CC
2311015,5,CE 305,4,5.0,CD
2311015,5,CE 311,2,10.0,AA
2311015,5,CE 312,2,10.0,AA
2311015,5,CE 313,2,10.0,AA
2311015,5,CE 314,2,9.0,AB
2311017,5,CE 301,4,9.0,AB
2311017,5,CE 302,4,8.0,BB
2311017,5,CE 303,4,9.0,AB
2311017,5,CE 304,4,7.0,BC
2311017,5,CE 305,4,6.0,CC
2311017,5,CE 311,2,10.0,AA
2311017,5,CE 312,2,9.0,AB
2311017,5,CE 313,2,10.0,AA
2311017,5,CE 314,2,9.0,AB
2311018,5,CE 301,4,10.0,AA
2311018,5,CE 302,4,10.0,AA
2311018,5,CE 303,4,9.0,AB
2311018,5,CE 304,4,9.0,AB
2311018,5,CE 305,4,8.0,BB
2311018,5,CE 311,2,10.0,AA
2311018,5,CE 312,2,10.0,AA
2311018,5,CE 313,2,10.0,AA
2311018,5,CE 314,2,9.0,AB
2311019,5,CE 301,4,10.0,AA
2311019,5,CE 302,4,7.0,BC
2311019,5,CE 303,4,9.0,AB
2311019,5,CE 304,4,8.0,BB
2311019,5,CE 305,4,7.0,BC
2311019,5,CE 311,2,10.0,AA
2311019,5,CE 312,2,10.0,AA
2311019,5,CE 313,2,10.0,AA
2311019,5,CE 314,2,9.0,AB
2311020,5,CE 301,4,10.0,AA
2311020,5,CE 302,4,9.0,AB
2311020,5,CE 303,4,9.0,AB
2311020,5,CE 304,4,9.0,AB
2311020,5,CE 305,4,9.0,AB
2311020,5,CE 311,2,10.0,AA
2311020,5,CE 312,2,10.0,AA
2311020,5,CE 313,2,10.0,AA
2311020,5,CE 314,2,9.0,AB
2311021,5,CE 301,4,7.0,BC
2311021,5,CE 302,4,5.0,CD
2311021,5,CE 303,4,6.0,CC
2311021,5,CE 304,4,0.0,F
2311021,5,CE 305,4,0.0,F
2311021,5,CE 311,2,10.0,AA
2311021,5,CE 312,2,9.0,AB
2311021,5,CE 313,2,8.0,BB
2311021,5,CE 314,2,8.0,BB
2311022,5,CE 301,4,10.0,AA
2311022,5,CE 302,4,8.0,BB
2311022,5,CE 303,4,9.0,AB
2311022,5,CE 304,4,8.0,BB
2311022,5,CE 305,4,10.0,AA
2311022,5,CE 311,2,10.0,AA
2311022,5,CE 312,2,10.0,AA
2311022,5,CE 313,2,10.0,AA
2311022,5,CE 314,2,9.0,AB
2311023,5,CE 301,4,10.0,AA
2311023,5,CE 302,4,8.0,BB
2311023,5,CE 303,4,9.0,AB
2311023,5,CE 304,4,8.0,BB
2311023,5,CE 305,4,8.0,BB
2311023,5,CE 311,2,10.0,AA
2311023,5,CE 312,2,10.0,AA
2311023,5,CE 313,2,9.0,AB
2311023,5,CE 314,2,9.0,AB
2311024,5,CE 301,4,9.0,AB
2311024,5,CE 302,4,8.0,BB
2311024,5,CE 303,4,9.0,AB
2311024,5,CE 304,4,7.0,BC
2311024,5,CE 305,4,6.0,CC
2311024,5,CE 311,2,10.0,AA
2311024,5,CE 312,2,9.0,AB
2311024,5,CE 313,2,10.0,AA
2311024,5,CE 314,2,7.0,BC
2311025,5,CE 301,4,5.0,CD
2311025,5,CE 302,4,5.0,CD
2311025,5,CE 303,4,5.0,CD
2311025,5,CE 304,4,0.0,F
2311025,5,CE 305,4,0.0,F
2311025,5,CE 311,2,10.0,AA
2311025,5,CE 312,2,9.0,AB
2311025,5,CE 313,2,9.0,AB
2311025,5,CE 314,2,8.0,BB
2311026,5,CE 301,4,9.0,AB
2311026,5,CE 302,4,9.0,AB
2311026,5,CE 303,4,9.0,AB
2311026,5,CE 304,4,9.0,AB
2311026,5,CE 305,4,7.0,BC
2311026,5,CE 311,2,10.0,AA
2311026,5,CE 312,2,10.0,AA
2311026,5,CE 313,2,10.0,AA
2311026,5,CE 314,2,9.0,AB
2311027,5,CE 301,4,9.0,AB
2311027,5,CE 302,4,10.0,AA
2311027,5,CE 303,4,10.0,AA
2311027,5,CE 304,4,10.0,AA
2311027,5,CE 305,4,10.0,AA
2311027,5,CE 311,2,10.0,AA
2311027,5,CE 312,2,10.0,AA
2311027,5,CE 313,2,10.0,AA
2311027,5,CE 314,2,9.0,AB
2311028,5,CE 301,4,10.0,AA
2311028,5,CE 302,4,9.0,AB
2311028,5,CE 303,4,9.0,AB
2311028,5,CE 304,4,9.0,AB
2311028,5,CE 305,4,8.0,BB
2311028,5,CE 311,2,10.0,AA
2311028,5,CE 312,2,10.0,AA
2311028,5,CE 313,2,10.0,AA
2311028,5,CE 314,2,9.0,AB
2311029,5,CE 301,4,9.0,AB
2311029,5,CE 302,4,8.0,BB
2311029,5,CE 303,4,8.0,BB
2311029,5,CE 304,4,10.0,AA
2311029,5,CE 305,4,9.0,AB
2311029,5,CE 311,2,9.0,AB
2311029,5,CE 312,2,10.0,AA
2311029,5,CE 313,2,10.0,AA
2311029,5,CE 314,2,8.0,BB
2311030,5,CE 301,4,7.0,BC
2311030,5,CE 302,4,5.0,CD
2311030,5,CE 303,4,6.0,CC
2311030,5,CE 304,4,5.0,CD
2311030,5,CE 305,4,5.0,CD
2311030,5,CE 311,2,10.0,AA
2311030,5,CE 312,2,9.0,AB
2311030,5,CE 313,2,10.0,AA
2311030,5,CE 314,2,9.0,AB
2311032,5,CE 301,4,8.0,BB
2311032,5,CE 302,4,8.0,BB
2311032,5,CE 303,4,9.0,AB
2311032,5,CE 304,4,7.0,BC
2311032,5,CE 305,4,7.0,BC
2311032,5,CE 311,2,10.0,AA
2311032,5,CE 312,2,10.0,AA
2311032,5,CE 313,2,10.0,AA
2311032,5,CE 314,2,8.0,BB
2311034,5,CE 301,4,9.0,AB
2311034,5,CE 302,4,9.0,AB
2311034,5,CE 303,4,10.0,AA
2311034,5,CE 304,4,9.0,AB
2311034,5,CE 305,4,8.0,BB
2311034,5,CE 311,2,10.0,AA
2311034,5,CE 312,2,10.0,AA
2311034,5,CE 313,2,10.0,AA
2311034,5,CE 314,2,10.0,AA
2311035,5,CE 301,4,9.0,AB
2311035,5,CE 302,4,9.0,AB
2311035,5,CE 303,4,8.0,BB
2311035,5,CE 304,4,9.0,AB
2311035,5,CE 305,4,8.0,BB
2311035,5,CE 311,2,10.0,AA
2311035,5,CE 312,2,10.0,AA
2311035,5,CE 313,2,10.0,AA
2311035,5,CE 314,2,8.0,BB
2311036,5,CE 301,4,8.0,BB
2311036,5,CE 302,4,7.0,BC
2311036,5,CE 303,4,8.0,BB
2311036,5,CE 304,4,6.0,CC
2311036,5,CE 305,4,5.0,CD
2311036,5,CE 311,2,10.0,AA
2311036,5,CE 312,2,9.0,AB
2311036,5,CE 313,2,10.0,AA
2311036,5,CE 314,2,9.0,AB
2311037,5,CE 301,4,10.0,AA
2311037,5,CE 302,4,9.0,AB
2311037,5,CE 303,4,8.0,BB
2311037,5,CE 304,4,8.0,BB
2311037,5,CE 305,4,8.0,BB
2311037,5,CE 311,2,10.0,AA
2311037,5,CE 312,2,10.0,AA
2311037,5,CE 313,2,10.0,AA
2311037,5,CE 314,2,8.0,BB
2311038,5,CE 301,4,10.0,AA
2311038,5,CE 302,4,10.0,AA
2311038,5,CE 303,4,10.0,AA
2311038,5,CE 304,4,10.0,AA
2311038,5,CE 305,4,9.0,AB
2311038,5,CE 311,2,10.0,AA
2311038,5,CE 312,2,10.0,AA
2311038,5,CE 313,2,10.0,AA
2311038,5,CE 314,2,10.0,AA
2311039,5,CE 301,4,8.0,BB
2311039,5,CE 302,4,7.0,BC
2311039,5,CE 303,4,7.0,BC
2311039,5,CE 304,4,7.0,BC
2311039,5,CE 305,4,5.0,CD
2311039,5,CE 311,2,9.0,AB
2311039,5,CE 312,2,9.0,AB
2311039,5,CE 313,2,9.0,AB
2311039,5,CE 314,2,9.0,AB
2311040,5,CE 301,4,5.0,CD
2311040,5,CE 302,4,4.0,DD
2311040,5,CE 303,4,6.0,CC
2311040,5,CE 304,4,4.0,DD
2311040,5,CE 305,4,0.0,F
2311040,5,CE 311,2,10.0,AA
2311040,5,CE 312,2,9.0,AB
2311040,5,CE 313,2,8.0,BB
2311040,5,CE 314,2,9.0,AB
2311042,5,CE 301,4,9.0,AB
2311042,5,CE 302,4,6.0,CC
2311042,5,CE 303,4,8.0,BB
2311042,5,CE 304,4,8.0,BB
2311042,5,CE 305,4,0.0,F
2311042,5,CE 311,2,9.0,AB
2311042,5,CE 312,2,9.0,AB
2311042,5,CE 313,2,10.0,AA
2311042,5,CE 314,2,9.0,AB
2311043,5,CE 301,4,8.0,BB
2311043,5,CE 302,4,7.0,BC
2311043,5,CE 303,4,8.0,BB
2311043,5,CE 304,4,8.0,BB
2311043,5,CE 305,4,7.0,BC
2311043,5,CE 311,2,10.0,AA
2311043,5,CE 312,2,10.0,AA
2311043,5,CE 313,2,9.0,AB
2311043,5,CE 314,2,10.0,AA
2311044,5,CE 301,4,9.0,AB
2311044,5,CE 302,4,5.0,CD
2311044,5,CE 303,4,7.0,BC
2311044,5,CE 304,4,7.0,BC
2311044,5,CE 305,4,7.0,BC
2311044,5,CE 311,2,10.0,AA
2311044,5,CE 312,2,10.0,AA
2311044,5,CE 313,2,10.0,AA
2311044,5,CE 314,2,10.0,AA
2311045,5,CE 301,4,4.0,DD
2311045,5,CE 302,4,6.0,CC
2311045,5,CE 303,4,6.0,CC
2311045,5,CE 304,4,0.0,F
2311045,5,CE 305,4,0.0,F
2311045,5,CE 311,2,9.0,AB
2311045,5,CE 312,2,10.0,AA
2311045,5,CE 313,2,8.0,BB
2311045,5,CE 314,2,9.0,AB
2311047,5,CE 301,4,9.0,AB
2311047,5,CE 302,4,7.0,BC
2311047,5,CE 303,4,8.0,BB
2311047,5,CE 304,4,8.0,BB
2311047,5,CE 305,4,6.0,CC
2311047,5,CE 311,2,9.0,AB
2311047,5,CE 312,2,9.0,AB
2311047,5,CE 313,2,8.0,BB
2311047,5,CE 314,2,9.0,AB
2311048,5,CE 301,4,10.0,AA
2311048,5,CE 302,4,6.0,CC
2311048,5,CE 303,4,9.0,AB
2311048,5,CE 304,4,8.0,BB
2311048,5,CE 305,4,8.0,BB
2311048,5,CE 311,2,10.0,AA
2311048,5,CE 312,2,10.0,AA
2311048,5,CE 313,2,9.0,AB
2311048,5,CE 314,2,10.0,AA
2311049,5,CE 301,4,6.0,CC
2311049,5,CE 302,4,5.0,CD
2311049,5,CE 303,4,8.0,BB
2311049,5,CE 304,4,7.0,BC
2311049,5,CE 305,4,5.0,CD
2311049,5,CE 311,2,8.0,BB
2311049,5,CE 312,2,8.0,BB
2311049,5,CE 313,2,8.0,BB
2311049,5,CE 314,2,9.0,AB
2311050,5,CE 301,4,9.0,AB
2311050,5,CE 302,4,6.0,CC
2311050,5,CE 303,4,9.0,AB
2311050,5,CE 304,4,6.0,CC
2311050,5,CE 305,4,7.0,BC
2311050,5,CE 311,2,10.0,AA
2311050,5,CE 312,2,10.0,AA
2311050,5,CE 313,2,10.0,AA
2311050,5,CE 314,2,10.0,AA
2311051,5,CE 301,4,9.0,AB
2311051,5,CE 302,4,8.0,BB
2311051,5,CE 303,4,9.0,AB
2311051,5,CE 304,4,7.0,BC
2311051,5,CE 305,4,6.0,CC
2311051,5,CE 311,2,10.0,AA
2311051,5,CE 312,2,9.0,AB
2311051,5,CE 313,2,9.0,AB
2311051,5,CE 314,2,10.0,AA
2311052,5,CE 301,4,10.0,AA
2311052,5,CE 302,4,8.0,BB
2311052,5,CE 303,4,8.0,BB
2311052,5,CE 304,4,7.0,BC
2311052,5,CE 305,4,7.0,BC
2311052,5,CE 311,2,10.0,AA
2311052,5,CE 312,2,10.0,AA
2311052,5,CE 313,2,9.0,AB
2311052,5,CE 314,2,10.0,AA
2311053,5,CE 301,4,7.0,BC
2311053,5,CE 302,4,5.0,CD
2311053,5,CE 303,4,8.0,BB
2311053,5,CE 304,4,7.0,BC
2311053,5,CE 305,4,5.0,CD
2311053,5,CE 311,2,9.0,AB
2311053,5,CE 312,2,10.0,AA
2311053,5,CE 313,2,8.0,BB
2311053,5,CE 314,2,9.0,AB
2311054,5,CE 301,4,7.0,BC
2311054,5,CE 302,4,6.0,CC
2311054,5,CE 303,4,9.0,AB
2311054,5,CE 304,4,9.0,AB
2311054,5,CE 305,4,7.0,BC
2311054,5,CE 311,2,9.0,AB
2311054,5,CE 312,2,10.0,AA
2311054,5,CE 313,2,9.0,AB
2311054,5,CE 314,2,10.0,AA
2311055,5,CE 301,4,10.0,AA
2311055,5,CE 302,4,9.0,AB
2311055,5,CE 303,4,9.0,AB
2311055,5,CE 304,4,7.0,BC
2311055,5,CE 305,4,9.0,AB
2311055,5,CE 311,2,10.0,AA
2311055,5,CE 312,2,10.0,AA
2311055,5,CE 313,2,8.0,BB
2311055,5,CE 314,2,10.0,AA
2311056,5,CE 301,4,9.0,AB
2311056,5,CE 302,4,9.0,AB
2311056,5,CE 303,4,8.0,BB
2311056,5,CE 304,4,8.0,BB
2311056,5,CE 305,4,6.0,CC
2311056,5,CE 311,2,10.0,AA
2311056,5,CE 312,2,9.0,AB
2311056,5,CE 313,2,10.0,AA
2311056,5,CE 314,2,9.0,AB
2311057,5,CE 301,4,9.0,AB
2311057,5,CE 302,4,8.0,BB
2311057,5,CE 303,4,8.0,BB
2311057,5,CE 304,4,8.0,BB
2311057,5,CE 305,4,6.0,CC
2311057,5,CE 311,2,10.0,AA
2311057,5,CE 312,2,9.0,AB
2311057,5,CE 313,2,9.0,AB
2311057,5,CE 314,2,9.0,AB
2311059,5,CE 301,4,9.0,AB
2311059,5,CE 302,4,7.0,BC
2311059,5,CE 303,4,8.0,BB
2311059,5,CE 304,4,8.0,BB
2311059,5,CE 305,4,5.0,CD
2311059,5,CE 311,2,10.0,AA
2311059,5,CE 312,2,10.0,AA
2311059,5,CE 313,2,10.0,AA
2311059,5,CE 314,2,10.0,AA
2311060,5,CE 301,4,9.0,AB
2311060,5,CE 302,4,8.0,BB
2311060,5,CE 303,4,8.0,BB
2311060,5,CE 304,4,8.0,BB
2311060,5,CE 305,4,7.0,BC
2311060,5,CE 311,2,9.0,AB
2311060,5,CE 312,2,10.0,AA
2311060,5,CE 313,2,10.0,AA
2311060,5,CE 314,2,10.0,AA
2311061,5,CE 301,4,9.0,AB
2311061,5,CE 302,4,9.0,AB
2311061,5,CE 303,4,8.0,BB
2311061,5,CE 304,4,8.0,BB
2311061,5,CE 305,4,7.0,BC
2311061,5,CE 311,2,10.0,AA
2311061,5,CE 312,2,8.0,BB
2311061,5,CE 313,2,10.0,AA
2311061,5,CE 314,2,9.0,AB
2311062,5,CE 301,4,9.0,AB
2311062,5,CE 302,4,8.0,BB
2311062,5,CE 303,4,9.0,AB
2311062,5,CE 304,4,9.0,AB
2311062,5,CE 305,4,9.0,AB
2311062,5,CE 311,2,10.0,AA
2311062,5,CE 312,2,9.0,AB
2311062,5,CE 313,2,8.0,BB
2311062,5,CE 314,2,10.0,AA
2311063,5,CE 301,4,8.0,BB
2311063,5,CE 302,4,8.0,BB
2311063,5,CE 303,4,9.0,AB
2311063,5,CE 304,4,9.0,AB
2311063,5,CE 305,4,8.0,BB
2311063,5,CE 311,2,9.0,AB
2311063,5,CE 312,2,10.0,AA
2311063,5,CE 313,2,9.0,AB
2311063,5,CE 314,2,10.0,AA
2311064,5,CE 301,4,8.0,BB
2311064,5,CE 302,4,7.0,BC
2311064,5,CE 303,4,8.0,BB
2311064,5,CE 304,4,8.0,BB
2311064,5,CE 305,4,5.0,CD
2311064,5,CE 311,2,9.0,AB
2311064,5,CE 312,2,9.0,AB
2311064,5,CE 313,2,9.0,AB
2311064,5,CE 314,2,9.0,AB
2311065,5,CE 301,4,9.0,AB
2311065,5,CE 302,4,7.0,BC
2311065,5,CE 303,4,8.0,BB
2311065,5,CE 304,4,6.0,CC
2311065,5,CE 305,4,6.0,CC
2311065,5,CE 311,2,10.0,AA
2311065,5,CE 312,2,9.0,AB
2311065,5,CE 313,2,10.0,AA
2311065,5,CE 314,2,9.0,AB
2311066,5,CE 301,4,10.0,AA
2311066,5,CE 302,4,9.0,AB
2311066,5,CE 303,4,8.0,BB
2311066,5,CE 304,4,8.0,BB
2311066,5,CE 305,4,7.0,BC
2311066,5,CE 311,2,10.0,AA
2311066,5,CE 312,2,9.0,AB
2311066,5,CE 313,2,10.0,AA
2311066,5,CE 314,2,9.0,AB
2311067,5,CE 301,4,8.0,BB
2311067,5,CE 302,4,6.0,CC
2311067,5,CE 303,4,8.0,BB
2311067,5,CE 304,4,7.0,BC
2311067,5,CE 305,4,5.0,CD
2311067,5,CE 311,2,9.0,AB
2311067,5,CE 312,2,9.0,AB
2311067,5,CE 313,2,9.0,AB
2311067,5,CE 314,2,9.0,AB
2311069,5,CE 301,4,7.0,BC
2311069,5,CE 302,4,6.0,CC
2311069,5,CE 303,4,8.0,BB
2311069,5,CE 304,4,7.0,BC
2311069,5,CE 305,4,7.0,BC
2311069,5,CE 311,2,9.0,AB
2311069,5,CE 312,2,10.0,AA
2311069,5,CE 313,2,10.0,AA
2311069,5,CE 314,2,9.0,AB
2311070,5,CE 301,4,10.0,AA
2311070,5,CE 302,4,8.0,BB
2311070,5,CE 303,4,9.0,AB
2311070,5,CE 304,4,9.0,AB
2311070,5,CE 305,4,9.0,AB
2311070,5,CE 311,2,10.0,AA
2311070,5,CE 312,2,10.0,AA
2311070,5,CE 313,2,10.0,AA
2311070,5,CE 314,2,10.0,AA
2311071,5,CE 301,4,8.0,BB
2311071,5,CE 302,4,8.0,BB
2311071,5,CE 303,4,8.0,BB
2311071,5,CE 304,4,8.0,BB
2311071,5,CE 305,4,5.0,CD
2311071,5,CE 311,2,9.0,AB
2311071,5,CE 312,2,9.0,AB
2311071,5,CE 313,2,9.0,AB
2311071,5,CE 314,2,9.0,AB
2311072,5,CE 301,4,9.0,AB
2311072,5,CE 302,4,9.0,AB
2311072,5,CE 303,4,9.0,AB
2311072,5,CE 304,4,10.0,AA
2311072,5,CE 305,4,10.0,AA
2311072,5,CE 311,2,10.0,AA
2311072,5,CE 312,2,10.0,AA
2311072,5,CE 313,2,10.0,AA
2311072,5,CE 314,2,10.0,AA
2311073,5,CE 301,4,9.0,AB
2311073,5,CE 302,4,6.0,CC
2311073,5,CE 303,4,9.0,AB
2311073,5,CE 304,4,8.0,BB
2311073,5,CE 305,4,8.0,BB
2311073,5,CE 311,2,10.0,AA
2311073,5,CE 312,2,10.0,AA
2311073,5,CE 313,2,10.0,AA
2311073,5,CE 314,2,10.0,AA
2311074,5,CE 301,4,8.0,BB
2311074,5,CE 302,4,7.0,BC
2311074,5,CE 303,4,8.0,BB
2311074,5,CE 304,4,8.0,BB
2311074,5,CE 305,4,6.0,CC
2311074,5,CE 311,2,9.0,AB
2311074,5,CE 312,2,9.0,AB
2311074,5,CE 313,2,10.0,AA
2311074,5,CE 314,2,9.0,AB
2311075,5,CE 301,4,9.0,AB
2311075,5,CE 302,4,7.0,BC
2311075,5,CE 303,4,9.0,AB
2311075,5,CE 304,4,8.0,BB
2311075,5,CE 305,4,8.0,BB
2311075,5,CE 311,2,9.0,AB
2311075,5,CE 312,2,10.0,AA
2311075,5,CE 313,2,10.0,AA
2311075,5,CE 314,2,10.0,AA
2311076,5,CE 301,4,6.0,CC
2311076,5,CE 302,4,6.0,CC
2311076,5,CE 303,4,7.0,BC
2311076,5,CE 304,4,5.0,CD
2311076,5,CE 305,4,7.0,BC
2311076,5,CE 311,2,9.0,AB
2311076,5,CE 312,2,8.0,BB
2311076,5,CE 313,2,10.0,AA
2311076,5,CE 314,2,9.0,AB
2311077,5,CE 301,4,10.0,AA
2311077,5,CE 302,4,8.0,BB
2311077,5,CE 303,4,9.0,AB
2311077,5,CE 304,4,8.0,BB
2311077,5,CE 305,4,7.0,BC
2311077,5,CE 311,2,10.0,AA
2311077,5,CE 312,2,10.0,AA
2311077,5,CE 313,2,9.0,AB
2311077,5,CE 314,2,10.0,AA
2311078,5,CE 301,4,10.0,AA
2311078,5,CE 302,4,8.0,BB
2311078,5,CE 303,4,9.0,AB
2311078,5,CE 304,4,8.0,BB
2311078,5,CE 305,4,7.0,BC
2311078,5,CE 311,2,10.0,AA
2311078,5,CE 312,2,10.0,AA
2311078,5,CE 313,2,10.0,AA
2311078,5,CE 314,2,10.0,AA
2311079,5,CE 301,4,10.0,AA
2311079,5,CE 302,4,9.0,AB
2311079,5,CE 303,4,9.0,AB
2311079,5,CE 304,4,9.0,AB
2311079,5,CE 305,4,8.0,BB
2311079,5,CE 311,2,10.0,AA
2311079,5,CE 312,2,10.0,AA
2311079,5,CE 313,2,10.0,AA
2311079,5,CE 314,2,9.0,AB
2311080,5,CE 301,4,6.0,CC
2311080,5,CE 302,4,6.0,CC
2311080,5,CE 303,4,7.0,BC
2311080,5,CE 304,4,7.0,BC
2311080,5,CE 305,4,6.0,CC
2311080,5,CE 311,2,9.0,AB
2311080,5,CE 312,2,9.0,AB
2311080,5,CE 313,2,8.0,BB
2311080,5,CE 314,2,9.0,AB
2311081,5,CE 301,4,6.0,CC
2311081,5,CE 302,4,6.0,CC
2311081,5,CE 303,4,6.0,CC
2311081,5,CE 304,4,6.0,CC
2311081,5,CE 305,4,7.0,BC
2311081,5,CE 311,2,9.0,AB
2311081,5,CE 312,2,9.0,AB
2311081,5,CE 313,2,9.0,AB
2311081,5,CE 314,2,9.0,AB
2311082,5,CE 301,4,8.0,BB
2311082,5,CE 302,4,8.0,BB
2311082,5,CE 303,4,8.0,BB
2311082,5,CE 304,4,8.0,BB
2311082,5,CE 305,4,7.0,BC
2311082,5,CE 311,2,9.0,AB
2311082,5,CE 312,2,9.0,AB
2311082,5,CE 313,2,9.0,AB
2311082,5,CE 314,2,8.0,BB
2311083,5,CE 301,4,7.0,BC
2311083,5,CE 302,4,8.0,BB
2311083,5,CE 303,4,8.0,BB
2311083,5,CE 304,4,8.0,BB
2311083,5,CE 305,4,8.0,BB
2311083,5,CE 311,2,9.0,AB
2311083,5,CE 312,2,9.0,AB
2311083,5,CE 313,2,10.0,AA
2311083,5,CE 314,2,8.0,BB
2311084,5,CE 301,4,7.0,BC
2311084,5,CE 302,4,7.0,BC
2311084,5,CE 303,4,8.0,BB
2311084,5,CE 304,4,7.0,BC
2311084,5,CE 305,4,7.0,BC
2311084,5,CE 311,2,10.0,AA
2311084,5,CE 312,2,9.0,AB
2311084,5,CE 313,2,9.0,AB
2311084,5,CE 314,2,8.0,BB
2311085,5,CE 301,4,7.0,BC
2311085,5,CE 302,4,7.0,BC
2311085,5,CE 303,4,7.0,BC
2311085,5,CE 304,4,8.0,BB
2311085,5,CE 305,4,8.0,BB
