regn_no,semester,GP,SGPA,CGPA,EAA
2314070,2,206.0,7.36,7.33,Satisfactory
2314071,2,227.0,8.11,8.13,Satisfactory
2314072,2,123.0,4.39,4.87,Satisfactory
2314073,2,194.0,6.93,7.53,Satisfactory
2314074,2,181.0,6.46,6.51,Satisfactory
2314075,2,186.0,6.64,6.82,Satisfactory
2314076,2,229.0,8.18,8.25,Satisfactory
2314077,2,232.0,8.29,8.33,Satisfactory
2314078,2,215.0,7.68,7.38,Satisfactory
2314079,2,231.0,8.25,8.69,Satisfactory
2314080,2,218.0,7.79,7.53,Satisfactory
2314081,2,132.0,4.71,4.85,Satisfactory
2314082,2,201.0,7.18,7.35,Satisfactory
2314083,2,235.0,8.39,8.53,Satisfactory
2314084,2,208.0,7.43,7.47,Satisfactory
2314085,2,229.0,8.18,8.24,Satisfactory
2314086,2,208.0,7.43,7.44,Satisfactory
2314087,2,229.0,8.18,7.65,Satisfactory
2314088,2,220.0,7.86,7.82,Satisfactory
2314089,2,216.0,7.71,7.56,Satisfactory
2314090,2,211.0,7.54,6.96,Satisfactory
2314091,2,228.0,8.14,7.31,Satisfactory
2314092,2,243.0,8.68,8.49,Satisfactory
2314093,2,239.0,8.54,8.33,Satisfactory
2314094,2,235.0,8.39,8.4,Satisfactory
2314095,2,233.0,8.32,8.15,Satisfactory
2314096,2,257.0,9.18,8.8,Satisfactory
2314097,2,240.0,8.57,8.49,Satisfactory
2314098,2,264.0,9.43,9.09,Satisfactory
2314099,2,200.0,7.14,6.35,Satisfactory
2314100,2,236.0,8.43,7.91,Satisfactory
2314101,2,256.0,9.14,9.25,Satisfactory
2314102,2,149.0,5.32,5.29,Satisfactory
2314103,2,182.0,6.5,6.22,Satisfactory
2314104,2,240.0,8.57,8.31,Satisfactory
2314105,2,207.0,7.39,7.2,Satisfactory
2314106,2,244.0,8.71,8.76,Satisfactory
2314107,2,228.0,8.14,7.96,Satisfactory
2314108,2,223.0,7.96,7.98,Satisfactory
2314109,2,165.0,5.89,5.89,Satisfactory
2314110,2,243.0,8.68,8.62,Satisfactory
2314111,2,226.0,8.07,8.27,Satisfactory
2314112,2,207.0,7.39,7.82,Satisfactory
2314113,2,228.0,8.14,7.8,Satisfactory
2314114,2,228.0,8.14,7.73,Satisfactory
2314115,2,218.0,7.79,7.8,Satisfactory
2314116,2,178.0,6.36,6.4,Satisfactory
2314117,2,144.0,5.14,5.71,Satisfactory
2314118,2,235.0,8.39,8.2,Satisfactory
2314119,2,142.0,5.07,5.18,Satisfactory
2314120,2,202.0,7.21,7.15,Satisfactory
2314121,2,200.0,7.14,6.95,Satisfactory
2314122,2,225.0,8.04,8.36,Satisfactory
2314123,2,206.0,7.36,6.87,Satisfactory
2314124,2,223.0,7.96,8.49,Satisfactory
2314125,2,206.0,7.36,7.42,Satisfactory
2314126,2,217.0,7.75,7.76,Satisfactory
2314127,2,234.0,8.36,8.13,Satisfactory
2314128,2,197.0,7.04,7.07,Satisfactory
2314129,2,211.0,7.54,7.36,Satisfactory
2314130,2,215.0,7.68,7.56,Satisfactory
2314131,2,201.0,7.18,7.53,Satisfactory
2314132,2,121.0,4.32,4.51,Satisfactory
2314133,2,243.0,8.68,8.31,Satisfactory
2314134,2,183.0,6.54,6.93,Satisfactory
2314135,2,259.0,9.25,9.35,Satisfactory
2314136,2,204.0,7.29,7.09,Satisfactory
2314137,2,153.0,5.46,5.51,Satisfactory
2314138,2,192.0,6.86,6.6,Satisfactory
2314139,2,225.0,8.04,7.85,Satisfactory
2314140,2,176.0,6.29,6.25,Satisfactory
2314141,2,241.0,8.61,8.73,Satisfactory
2314142,2,240.0,8.57,8.56,Satisfactory
2314143,2,199.0,7.11,7.36,Satisfactory
2314144,2,253.0,9.04,8.91,Satisfactory
2314145,2,181.0,6.46,6.56,Satisfactory
2314146,2,255.0,9.11,8.8,Satisfactory
2314147,2,230.0,8.21,8.38,Satisfactory
2314148,2,224.0,8.0,7.91,Satisfactory
2314149,2,212.0,7.57,7.53,Satisfactory
2314151,2,221.0,7.89,8.15,Satisfactory
2314152,2,230.0,8.21,7.85,Satisfactory
2314153,2,192.0,6.86,6.98,Satisfactory
2314154,2,249.0,8.89,8.75,Satisfactory
2314155,2,210.0,7.5,7.29,Satisfactory
2314156,2,197.0,7.04,6.35,Satisfactory
2314157,2,231.0,8.25,7.75,Satisfactory
2314158,2,185.0,6.61,6.36,Satisfactory
2314159,2,187.0,6.68,6.53,Satisfactory
2314160,2,257.0,9.18,9.13,Satisfactory
2314161,2,113.0,4.04,4.56,Satisfactory
2314162,2,103.0,3.68,4.15,Satisfactory
2314163,2,118.0,4.21,4.45,Satisfactory
2314164,2,144.0,5.14,5.05,Satisfactory
2315001,2,252.0,9.33,9.13,Satisfactory
2315002,2,256.0,9.48,9.07,Satisfactory
2315003,2,192.0,7.11,7.0,Satisfactory
2315004,2,147.0,5.44,4.96,Satisfactory
2315005,2,231.0,8.56,8.33,Satisfactory
2315006,2,169.0,6.26,5.89,Satisfactory
2315007,2,229.0,8.48,8.35,Satisfactory
2315008,2,239.0,8.85,8.75,Satisfactory
2315009,2,252.0,9.33,8.51,Satisfactory
2315010,2,230.0,8.52,8.49,Satisfactory
2315011,2,231.0,8.56,8.2,Satisfactory
2315012,2,214.0,7.93,7.56,Satisfactory
2315013,2,253.0,9.37,9.16,Satisfactory
2315014,2,212.0,7.85,7.56,Satisfactory
2315015,2,212.0,7.85,7.75,Satisfactory
2315016,2,224.0,8.3,7.95,Satisfactory
2315017,2,234.0,8.67,7.76,Satisfactory
2315018,2,191.0,7.07,6.67,Satisfactory
2315019,2,219.0,8.11,8.02,Satisfactory
2315020,2,218.0,8.07,7.8,Satisfactory
2315021,2,220.0,8.15,8.04,Satisfactory
2315022,2,230.0,8.52,7.76,Satisfactory
2315023,2,218.0,8.07,7.53,Satisfactory
2315024,2,197.0,7.3,6.91,Satisfactory
2315025,2,226.0,8.37,8.18,Satisfactory
2315026,2,192.0,7.11,6.0,Satisfactory
2315027,2,193.0,7.15,6.85,Satisfactory
2315028,2,239.0,8.85,8.31,Satisfactory
2315029,2,197.0,7.3,7.2,Satisfactory
2315030,2,183.0,6.78,6.42,Satisfactory
2315031,2,243.0,9.0,8.78,Satisfactory
2315032,2,231.0,8.56,8.36,Satisfactory
2315033,2,182.0,6.74,6.38,Satisfactory
2315034,2,238.0,8.81,8.69,Satisfactory
2315035,2,184.0,6.81,6.95,Satisfactory
2315036,2,200.0,7.41,7.4,Satisfactory
2315037,2,221.0,8.19,7.84,Satisfactory
2315038,2,214.0,7.93,7.76,Satisfactory
2315039,2,254.0,9.41,9.25,Satisfactory
2315040,2,228.0,8.44,8.47,Satisfactory
2315041,2,232.0,8.59,7.91,Satisfactory
2315042,2,212.0,7.85,7.4,Satisfactory
2315043,2,250.0,9.26,8.84,Satisfactory
2315044,2,155.0,5.74,5.53,Satisfactory
2315045,2,220.0,8.15,7.75,Satisfactory
2315046,2,223.0,8.26,7.82,Satisfactory
2315047,2,178.0,6.59,6.42,Satisfactory
2315048,2,177.0,6.56,6.91,Satisfactory
2315049,2,206.0,7.63,6.55,Satisfactory
2315050,2,225.0,8.33,8.13,Satisfactory
2315051,2,232.0,8.59,8.65,Satisfactory
2315052,2,255.0,9.44,9.29,Satisfactory
2315053,2,188.0,6.96,6.75,Satisfactory
2315054,2,180.0,6.67,6.6,Satisfactory
2315055,2,234.0,8.67,8.62,Satisfactory
2315056,2,230.0,8.52,8.15,Satisfactory
2315057,2,249.0,9.22,8.55,Satisfactory
2315058,2,220.0,8.15,7.93,Satisfactory
2315059,2,200.0,7.41,7.38,Satisfactory
2315060,2,224.0,8.3,7.8,Satisfactory
2315061,2,256.0,9.48,8.51,Satisfactory
2315062,2,185.0,6.85,6.04,Satisfactory
2315063,2,217.0,8.04,7.84,Satisfactory
2315064,2,250.0,9.26,8.84,Satisfactory
2315065,2,236.0,8.74,8.0,Satisfactory
2315066,2,248.0,9.19,8.47,Satisfactory
2315067,2,202.0,7.48,7.29,Satisfactory
2315068,2,159.0,5.89,5.89,Satisfactory
2315069,2,190.0,7.04,7.02,Satisfactory
2315070,2,254.0,9.41,8.98,Satisfactory
2315072,2,193.0,7.15,6.53,Satisfactory
2315073,2,212.0,7.85,6.69,Satisfactory
2315074,2,220.0,8.15,7.78,Satisfactory
2315075,2,206.0,7.63,7.33,Satisfactory
2315076,2,207.0,7.67,7.2,Satisfactory
2315077,2,218.0,8.07,7.85,Satisfactory
2315078,2,222.0,8.22,8.11,Satisfactory
2315079,2,191.0,7.07,6.8,Satisfactory
2315080,2,195.0,7.22,6.69,Satisfactory
2315081,2,233.0,8.63,8.13,Satisfactory
2315082,2,204.0,7.56,6.42,Satisfactory
2315083,2,248.0,9.19,8.91,Satisfactory
2315084,2,221.0,8.19,7.4,Satisfactory
2315085,2,214.0,7.93,7.89,Satisfactory
2315086,2,212.0,7.85,7.33,Satisfactory
2315087,2,186.0,6.89,6.62,Satisfactory
2315088,2,200.0,7.41,7.4,Satisfactory
2315089,2,169.0,6.26,6.15,Satisfactory
2315090,2,226.0,8.37,8.04,Satisfactory
2315091,2,218.0,8.07,7.69,Satisfactory
2315092,2,212.0,7.85,7.55,Satisfactory
2315093,2,219.0,8.11,7.53,Satisfactory
2315094,2,171.0,6.33,6.78,Satisfactory
2315095,2,210.0,7.78,7.87,Satisfactory
2315096,2,260.0,9.63,9.25,Satisfactory
2315097,2,235.0,8.7,8.45,Satisfactory
2315098,2,216.0,8.0,7.73,Satisfactory
2315099,2,209.0,7.74,7.04,Satisfactory
2315100,2,164.0,6.07,4.51,Satisfactory
2316001,2,198.0,7.33,6.98,Satisfactory
2316002,2,155.0,5.74,6.22,Satisfactory
2316003,2,212.0,7.85,7.55,Satisfactory
2316004,2,210.0,7.78,7.51,Satisfactory
2316005,2,150.0,5.56,5.8,Satisfactory
2316006,2,96.0,3.56,2.95,Satisfactory
2316007,2,201.0,7.44,7.65,Satisfactory
2316008,2,237.0,8.78,8.51,Satisfactory
2316009,2,214.0,7.93,7.55,Satisfactory
2316010,2,245.0,9.07,8.78,Satisfactory
2316011,2,212.0,7.85,7.65,Satisfactory
2316012,2,176.0,6.52,6.4,Satisfactory
2316013,2,245.0,9.07,8.64,Satisfactory
2316014,2,163.0,6.04,5.64,Satisfactory
2316015,2,180.0,6.67,6.75,Satisfactory
2316017,2,242.0,8.96,8.67,Satisfactory
2316018,2,221.0,8.19,7.78,Satisfactory
2316019,2,184.0,6.81,6.98,Satisfactory
2316020,2,238.0,8.81,8.71,Satisfactory
2316021,2,201.0,7.44,7.24,Satisfactory
2316022,2,237.0,8.78,8.84,Satisfactory
2316023,2,184.0,6.81,6.78,Satisfactory
2316024,2,194.0,7.19,7.13,Satisfactory
2316025,2,138.0,5.11,4.27,Satisfactory
2316026,2,192.0,7.11,7.18,Satisfactory
2316027,2,194.0,7.19,6.89,Satisfactory
2316028,2,222.0,8.22,7.87,Satisfactory
2316029,2,195.0,7.22,6.75,Satisfactory
2316030,2,226.0,8.37,7.93,Satisfactory
2316031,2,218.0,8.07,7.84,Satisfactory
2316032,2,180.0,6.67,6.35,Satisfactory
2316033,2,165.0,6.11,6.55,Satisfactory
2316034,2,191.0,7.07,6.85,Satisfactory
2316035,2,210.0,7.78,7.22,Satisfactory
2316036,2,226.0,8.37,8.0,Satisfactory
2316037,2,156.0,5.78,5.15,Satisfactory
2316038,2,184.0,6.81,7.07,Satisfactory
2316039,2,203.0,7.52,7.15,Satisfactory
2316040,2,157.0,5.81,4.55,Satisfactory
2316041,2,167.0,6.19,6.0,Satisfactory
2316042,2,232.0,8.59,8.25,Satisfactory
2316043,2,167.0,6.19,6.33,Satisfactory
2316044,2,182.0,6.74,6.71,Satisfactory
2316045,2,253.0,9.37,9.16,Satisfactory
2316046,2,232.0,8.59,8.27,Satisfactory
2316047,2,222.0,8.22,8.2,Satisfactory
2316048,2,220.0,8.15,7.87,Satisfactory
2316049,2,200.0,7.41,7.27,Satisfactory
2316050,2,182.0,6.74,6.53,Satisfactory
2316051,2,209.0,7.74,7.71,Satisfactory
2316052,2,210.0,7.78,7.55,Satisfactory
2316053,2,222.0,8.22,7.96,Satisfactory
2316054,2,227.0,8.41,8.05,Satisfactory
2316055,2,191.0,7.07,7.18,Satisfactory
2316056,2,220.0,8.15,8.18,Satisfactory
2316057,2,189.0,7.0,6.67,Satisfactory
2316058,2,206.0,7.63,7.55,Satisfactory
2316059,2,0.0,0.0,0.0,Satisfactory
2316060,2,259.0,9.59,9.22,Satisfactory
2316061,2,140.0,5.19,4.75,Satisfactory
2316062,2,195.0,7.22,7.38,Satisfactory
2316063,2,242.0,8.96,8.36,Satisfactory
2316064,2,220.0,8.15,7.8,Satisfactory
2316065,2,226.0,8.37,8.0,Satisfactory
2316066,2,235.0,8.7,8.49,Satisfactory
2316067,2,205.0,7.59,6.91,Satisfactory
2316068,2,202.0,7.48,7.24,Satisfactory
2316069,2,176.0,6.52,6.25,Satisfactory
2316070,2,178.0,6.59,6.0,Satisfactory
2316071,2,205.0,7.59,7.04,Satisfactory
2316072,2,198.0,7.33,7.27,Satisfactory
2316073,2,204.0,7.56,7.55,Satisfactory
2316074,2,208.0,7.7,7.64,Satisfactory
2316075,2,190.0,7.04,7.16,Satisfactory
2316076,2,208.0,7.7,7.64,Satisfactory
2316077,2,228.0,8.44,8.44,Satisfactory
2316078,2,195.0,7.22,7.09,Satisfactory
2316079,2,209.0,7.74,7.42,Satisfactory
2316080,2,240.0,8.89,8.58,Satisfactory
2316081,2,231.0,8.56,8.58,Satisfactory
2316082,2,217.0,8.04,8.04,Satisfactory
2316083,2,207.0,7.67,7.67,Satisfactory
2316084,2,227.0,8.41,7.95,Satisfactory
2316085,2,211.0,7.81,7.95,Satisfactory
2316086,2,244.0,9.04,8.73,Satisfactory
2316087,2,171.0,6.33,6.64,Satisfactory
2316088,2,144.0,5.33,5.58,Satisfactory
2316089,2,154.0,5.7,6.02,Satisfactory
2316090,2,164.0,6.07,6.6,Satisfactory
2316091,2,192.0,7.11,7.38,Satisfactory
2316092,2,240.0,8.89,8.65,Satisfactory
2316093,2,197.0,7.3,6.58,Satisfactory
2316094,2,184.0,6.81,6.18,Satisfactory
2316095,2,233.0,8.63,8.11,Satisfactory
2316096,2,146.0,5.41,5.65,Satisfactory
2316097,2,222.0,8.22,7.65,Satisfactory
2316098,2,207.0,7.67,7.44,Satisfactory
2316099,2,224.0,8.3,7.93,Satisfactory
2316100,2,232.0,8.59,8.07,Satisfactory
2316101,2,210.0,7.78,7.64,Satisfactory
2316102,2,179.0,6.63,6.53,Satisfactory
2316103,2,198.0,7.33,7.49,Satisfactory
2316104,2,0.0,0.0,4.07,Satisfactory
2316106,2,200.0,7.41,7.69,Satisfactory
2316107,2,230.0,8.52,8.42,Satisfactory
2316108,2,189.0,7.0,7.0,Satisfactory
2316109,2,195.0,7.22,6.95,Satisfactory
2316110,2,144.0,5.33,4.47,Satisfactory
2316111,2,193.0,7.15,7.02,Satisfactory
2316112,2,205.0,7.59,7.16,Satisfactory
2316113,2,254.0,9.41,9.04,Satisfactory
2316114,2,212.0,7.85,7.6,Satisfactory
2316115,2,161.0,5.96,6.09,Satisfactory
2316116,2,178.0,6.59,7.45,Satisfactory
2316117,2,233.0,8.63,8.8,Satisfactory
2316118,2,248.0,9.19,9.02,Satisfactory
2316119,2,186.0,6.89,5.71,Satisfactory
2316120,2,161.0,5.96,5.38,Satisfactory
2316121,2,158.0,5.85,5.07,Satisfactory
2316122,2,191.0,7.07,7.31,Satisfactory
2316123,2,209.0,7.74,7.62,Satisfactory
2316124,2,245.0,9.07,8.84,Satisfactory
2316125,2,172.0,6.37,6.47,Satisfactory
2316126,2,184.0,6.81,6.64,Satisfactory
2316127,2,222.0,8.22,7.49,Satisfactory
2316128,2,179.0,6.63,6.89,Satisfactory
2316129,2,87.0,3.22,2.91,Satisfactory
2316130,2,181.0,6.7,7.29,Satisfactory
2316131,2,246.0,9.11,8.76,Satisfactory
2316132,2,218.0,8.07,7.82,Satisfactory
2316133,2,202.0,7.48,7.6,Satisfactory
2316134,2,225.0,8.33,8.11,Satisfactory
2316135,2,201.0,7.44,7.35,Satisfactory
2316136,2,149.0,5.52,5.15,Satisfactory
2316137,2,225.0,8.33,8.36,Satisfactory
2316138,2,135.0,5.0,6.02,Satisfactory
2316139,2,148.0,5.48,5.93,Satisfactory
2316140,2,133.0,4.93,4.07,Satisfactory
2316141,2,215.0,7.96,7.93,Satisfactory
2316142,2,212.0,7.85,7.95,Satisfactory
2316143,2,165.0,6.11,5.6,Satisfactory
2316144,2,233.0,8.63,8.44,Satisfactory
2316145,2,190.0,7.04,6.95,Satisfactory
2316146,2,109.0,4.04,4.18,Satisfactory
2316147,2,200.0,7.41,6.91,Satisfactory
2316148,2,223.0,8.26,8.0,Satisfactory
2316149,2,227.0,8.41,8.25,Satisfactory
2316150,2,187.0,6.93,6.75,Satisfactory
2316151,2,202.0,7.48,7.78,Satisfactory
2316152,2,172.0,6.37,5.4,Satisfactory
2316153,2,236.0,8.74,8.31,Satisfactory
2316154,2,229.0,8.48,8.31,Satisfactory
2316155,2,211.0,7.81,7.76,Satisfactory
2316156,2,200.0,7.41,7.42,Satisfactory
2316157,2,198.0,7.33,7.04,Satisfactory
2316158,2,167.0,6.19,6.27,Satisfactory
2316159,2,191.0,7.07,7.02,Satisfactory
2316160,2,142.0,5.26,4.78,Satisfactory
2316161,2,224.0,8.3,8.25,Satisfactory
2316162,2,128.0,4.74,4.44,Satisfactory
2316163,2,149.0,5.52,4.64,Satisfactory
