regn_no,semester,GP,SGPA,CGPA,EAA
2312081,2,195.0,6.96,6.58,Satisfactory
2312082,2,197.0,7.04,6.82,Satisfactory
2312083,2,212.0,7.57,7.71,Satisfactory
2312084,2,219.0,7.82,7.67,Satisfactory
2312085,2,188.0,6.71,6.47,Satisfactory
2312086,2,208.0,7.43,7.33,Satisfactory
2312087,2,207.0,7.39,7.82,Satisfactory
2312088,2,238.0,8.5,7.78,Satisfactory
2312089,2,209.0,7.46,7.02,Satisfactory
2312090,2,245.0,8.75,9.07,Satisfactory
2312091,2,154.0,5.5,6.16,Satisfactory
2312092,2,221.0,7.89,8.49,Satisfactory
2312093,2,166.0,5.93,5.38,Satisfactory
2312094,2,94.0,3.36,4.22,Satisfactory
2312095,2,209.0,7.46,7.64,Satisfactory
2312096,2,245.0,8.75,8.73,Satisfactory
2312097,2,195.0,6.96,7.4,Satisfactory
2312098,2,242.0,8.64,8.95,Satisfactory
2312099,2,240.0,8.57,8.95,Satisfactory
2312100,2,217.0,7.75,8.11,Satisfactory
2312101,2,133.0,4.75,5.13,Satisfactory
2312102,2,179.0,6.39,6.87,Satisfactory
2312103,2,231.0,8.25,8.11,Satisfactory
2312104,2,146.0,5.21,5.29,Satisfactory
2312105,2,221.0,7.89,7.71,Satisfactory
2312106,2,202.0,7.21,7.44,Satisfactory
2312107,2,242.0,8.64,8.91,Satisfactory
2312108,2,206.0,7.36,6.95,Satisfactory
2312109,2,232.0,8.29,8.09,Satisfactory
2312110,2,190.0,6.79,7.2,Satisfactory
2312111,2,232.0,8.29,8.2,Satisfactory
2312112,2,238.0,8.5,8.78,Satisfactory
2312113,2,189.0,6.75,6.73,Satisfactory
2312114,2,253.0,9.04,9.22,Satisfactory
2312115,2,230.0,8.21,8.31,Satisfactory
2312116,2,209.0,7.46,7.82,Satisfactory
2312117,2,246.0,8.79,8.85,Satisfactory
2312118,2,239.0,8.54,8.64,Satisfactory
2312119,2,245.0,8.75,8.64,Satisfactory
2312120,2,239.0,8.54,8.93,Satisfactory
2312121,2,220.0,7.86,7.85,Satisfactory
2312122,2,266.0,9.5,9.35,Satisfactory
2312123,2,240.0,8.57,8.62,Satisfactory
2312124,2,223.0,7.96,8.18,Satisfactory
2312125,2,237.0,8.46,8.38,Satisfactory
2312126,2,257.0,9.18,9.36,Satisfactory
2312127,2,173.0,6.18,6.25,Satisfactory
2312128,2,191.0,6.82,6.76,Satisfactory
2312129,2,257.0,9.18,9.31,Satisfactory
2312130,2,250.0,8.93,9.09,Satisfactory
2312131,2,266.0,9.5,9.44,Satisfactory
2312132,2,230.0,8.21,8.71,Satisfactory
2312133,2,231.0,8.25,8.64,Satisfactory
2312134,2,215.0,7.68,7.76,Satisfactory
2312135,2,212.0,7.57,7.65,Satisfactory
2312136,2,219.0,7.82,7.69,Satisfactory
2312137,2,193.0,6.89,7.07,Satisfactory
2312138,2,192.0,6.86,6.98,Satisfactory
2312139,2,144.0,5.14,4.89,Satisfactory
2312140,2,77.0,2.75,4.04,Satisfactory
2312141,2,225.0,8.04,8.38,Satisfactory
2312142,2,236.0,8.43,8.78,Satisfactory
2312143,2,221.0,7.89,8.4,Satisfactory
2312144,2,178.0,6.36,6.45,Satisfactory
2312145,2,201.0,7.18,7.71,Satisfactory
2312146,2,199.0,7.11,6.87,Satisfactory
2312147,2,236.0,8.43,8.31,Satisfactory
2312149,2,219.0,7.82,7.91,Satisfactory
2312150,2,231.0,8.25,8.4,Satisfactory
2312151,2,180.0,6.43,7.11,Satisfactory
2312152,2,226.0,8.07,8.36,Satisfactory
2312153,2,132.0,4.71,4.82,Satisfactory
2312154,2,208.0,7.43,7.84,Satisfactory
2312155,2,160.0,5.71,6.36,Satisfactory
2312156,2,198.0,7.07,7.65,Satisfactory
2312157,2,164.0,5.86,5.75,Satisfactory
2312158,2,91.0,3.25,4.18,Satisfactory
2312159,2,115.0,4.11,4.35,Satisfactory
2312160,2,196.0,7.0,7.47,Satisfactory
2312161,2,213.0,7.61,8.13,Satisfactory
2312162,2,132.0,4.71,5.35,Satisfactory
2312163,2,216.0,7.71,8.09,Satisfactory
2312164,2,222.0,7.93,8.31,Satisfactory
2312165,2,181.0,6.46,5.96,Satisfactory
2312166,2,242.0,8.64,8.76,Satisfactory
2312167,2,251.0,8.96,9.22,Satisfactory
2312168,2,207.0,7.39,8.09,Satisfactory
2312169,2,208.0,7.43,7.69,Satisfactory
2312170,2,113.0,4.04,4.64,Satisfactory
2312171,2,167.0,5.96,5.58,Satisfactory
2312172,2,189.0,6.75,6.2,Satisfactory
2312173,2,79.0,2.82,3.11,Satisfactory
2312174,2,116.0,4.14,4.78,Satisfactory
2312175,2,77.0,2.75,3.67,Satisfactory
2313001,2,63.0,2.25,3.0,Satisfactory
2313002,2,218.0,7.79,7.76,Satisfactory
2313003,2,213.0,7.61,7.76,Satisfactory
2313004,2,51.0,1.82,3.15,Satisfactory
2313005,2,245.0,8.75,9.04,Satisfactory
2313006,2,255.0,9.11,9.44,Satisfactory
2313007,2,201.0,7.18,7.58,Satisfactory
2313008,2,179.0,6.39,6.62,Satisfactory
2313009,2,163.0,5.82,5.98,Satisfactory
2313010,2,229.0,8.18,8.09,Satisfactory
2313011,2,226.0,8.07,8.55,Satisfactory
2313012,2,240.0,8.57,8.58,Satisfactory
2313013,2,214.0,7.64,7.62,Satisfactory
2313014,2,195.0,6.96,7.6,Satisfactory
2313015,2,205.0,7.32,7.51,Satisfactory
2313016,2,132.0,4.71,5.11,Satisfactory
2313017,2,250.0,8.93,9.18,Satisfactory
2313018,2,175.0,6.25,6.73,Satisfactory
2313019,2,232.0,8.29,8.4,Satisfactory
2313020,2,227.0,8.11,8.44,Satisfactory
2313021,2,232.0,8.29,8.45,Satisfactory
2313022,2,239.0,8.54,8.51,Satisfactory
2313023,2,226.0,8.07,8.53,Satisfactory
2313024,2,165.0,5.89,6.53,Satisfactory
2313025,2,213.0,7.61,7.8,Satisfactory
2313026,2,183.0,6.54,6.73,Satisfactory
2313027,2,210.0,7.5,7.75,Satisfactory
2313028,2,240.0,8.57,8.62,Satisfactory
2313029,2,174.0,6.21,6.44,Satisfactory
2313030,2,158.0,5.64,6.25,Satisfactory
2313031,2,212.0,7.57,7.78,Satisfactory
2313032,2,212.0,7.57,8.27,Satisfactory
2313033,2,163.0,5.82,6.2,Satisfactory
2313034,2,200.0,7.14,7.67,Satisfactory
2313035,2,209.0,7.46,8.07,Satisfactory
2313036,2,229.0,8.18,7.85,Satisfactory
2313037,2,218.0,7.79,7.67,Satisfactory
2313038,2,208.0,7.43,7.82,Satisfactory
2313039,2,201.0,7.18,7.75,Satisfactory
2313040,2,210.0,7.5,7.53,Satisfactory
2313041,2,235.0,8.39,8.29,Satisfactory
2313042,2,243.0,8.68,8.98,Satisfactory
2313043,2,151.0,5.39,6.11,Satisfactory
2313044,2,241.0,8.61,8.76,Satisfactory
2313045,2,197.0,7.04,7.38,Satisfactory
2313046,2,191.0,6.82,7.38,Satisfactory
2313047,2,197.0,7.04,7.35,Satisfactory
2313048,2,202.0,7.21,7.33,Satisfactory
2313049,2,178.0,6.36,6.69,Satisfactory
2313050,2,187.0,6.68,6.56,Satisfactory
2313051,2,179.0,6.39,7.25,Satisfactory
2313052,2,190.0,6.79,6.91,Satisfactory
2313053,2,206.0,7.36,7.07,Satisfactory
2313054,2,188.0,6.71,6.87,Satisfactory
2313055,2,197.0,7.04,7.69,Satisfactory
2313056,2,247.0,8.82,9.15,Satisfactory
2313057,2,203.0,7.25,7.6,Satisfactory
2313058,2,247.0,8.82,8.89,Satisfactory
2313059,2,205.0,7.32,7.33,Satisfactory
2313060,2,193.0,6.89,7.04,Satisfactory
2313061,2,166.0,5.93,6.64,Satisfactory
2313062,2,207.0,7.39,7.73,Satisfactory
2313063,2,209.0,7.46,6.84,Satisfactory
2313064,2,229.0,8.18,8.42,Satisfactory
2313065,2,232.0,8.29,8.44,Satisfactory
2313066,2,217.0,7.75,8.42,Satisfactory
2313067,2,230.0,8.21,8.44,Satisfactory
2313068,2,182.0,6.5,6.25,Satisfactory
2313069,2,209.0,7.46,7.95,Satisfactory
2313070,2,243.0,8.68,8.87,Satisfactory
2313071,2,191.0,6.82,6.82,Satisfactory
2313072,2,199.0,7.11,7.25,Satisfactory
2313073,2,229.0,8.18,8.42,Satisfactory
2313074,2,220.0,7.86,7.95,Satisfactory
2313075,2,220.0,7.86,8.11,Satisfactory
2313076,2,209.0,7.46,7.58,Satisfactory
2313077,2,131.0,4.68,5.24,Satisfactory
2313078,2,225.0,8.04,8.33,Satisfactory
2313079,2,228.0,8.14,8.53,Satisfactory
2313080,2,216.0,7.71,7.82,Satisfactory
2313081,2,131.0,4.68,4.62,Satisfactory
2313082,2,180.0,6.43,6.51,Satisfactory
2313083,2,226.0,8.07,8.45,Satisfactory
2313084,2,123.0,4.39,4.98,Satisfactory
2313085,2,179.0,6.39,6.44,Satisfactory
2313086,2,217.0,7.75,8.2,Satisfactory
2313087,2,243.0,8.68,8.55,Satisfactory
2313089,2,204.0,7.29,7.22,Satisfactory
2313090,2,244.0,8.71,8.45,Satisfactory
2313091,2,197.0,7.04,7.15,Satisfactory
2313092,2,184.0,6.57,6.93,Satisfactory
2313093,2,184.0,6.57,6.44,Satisfactory
2313094,2,167.0,5.96,6.04,Satisfactory
2313095,2,212.0,7.57,7.84,Satisfactory
2313096,2,196.0,7.0,6.78,Satisfactory
2313097,2,195.0,6.96,6.76,Satisfactory
2313098,2,234.0,8.36,8.45,Satisfactory
2313099,2,228.0,8.14,8.22,Satisfactory
2313100,2,222.0,7.93,7.64,Satisfactory
2313101,2,164.0,5.86,5.91,Satisfactory
2313102,2,202.0,7.21,7.56,Satisfactory
2313103,2,214.0,7.64,6.91,Satisfactory
2313104,2,155.0,5.54,5.82,Satisfactory
2313105,2,171.0,6.11,6.42,Satisfactory
2313106,2,211.0,7.54,7.51,Satisfactory
2313107,2,185.0,6.61,6.6,Satisfactory
2313108,2,242.0,8.64,8.93,Satisfactory
2313109,2,225.0,8.04,8.09,Satisfactory
2313110,2,204.0,7.29,7.05,Satisfactory
2313111,2,184.0,6.57,6.95,Satisfactory
2313112,2,48.0,1.71,4.04,Satisfactory
2313113,2,248.0,8.86,8.93,Satisfactory
2313114,2,161.0,5.75,5.96,Satisfactory
2313115,2,226.0,8.07,7.96,Satisfactory
2313116,2,217.0,7.75,7.96,Satisfactory
2313117,2,245.0,8.75,9.18,Satisfactory
2313118,2,231.0,8.25,8.53,Satisfactory
2313119,2,243.0,8.68,8.85,Satisfactory
2313120,2,215.0,7.68,7.55,Satisfactory
2313121,2,227.0,8.11,8.16,Satisfactory
2313122,2,137.0,4.89,4.82,Satisfactory
2313123,2,175.0,6.25,6.09,Satisfactory
2313124,2,215.0,7.68,7.56,Satisfactory
2313125,2,168.0,6.0,5.82,Satisfactory
2313126,2,210.0,7.5,7.47,Satisfactory
2313127,2,124.0,4.43,4.89,Satisfactory
2313128,2,186.0,6.64,6.76,Satisfactory
2313129,2,185.0,6.61,6.38,Satisfactory
2313130,2,190.0,6.79,6.76,Satisfactory
2313132,2,148.0,5.29,5.56,Satisfactory
2313133,2,180.0,6.43,6.47,Satisfactory
2313134,2,129.0,4.61,4.85,Satisfactory
2313135,2,139.0,4.96,5.11,Satisfactory
2313136,2,180.0,6.43,6.6,Satisfactory
2313137,2,165.0,5.89,5.55,Satisfactory
2313138,2,243.0,8.68,8.82,Satisfactory
2313139,2,210.0,7.5,6.95,Satisfactory
2313140,2,191.0,6.82,6.85,Satisfactory
2313141,2,223.0,7.96,8.11,Satisfactory
2313142,2,225.0,8.04,8.07,Satisfactory
2313143,2,229.0,8.18,8.47,Satisfactory
2313144,2,209.0,7.46,7.2,Satisfactory
2313145,2,230.0,8.21,7.96,Satisfactory
2313146,2,197.0,7.04,6.98,Satisfactory
2313147,2,243.0,8.68,8.62,Satisfactory
2313148,2,243.0,8.68,8.76,Satisfactory
2313149,2,224.0,8.0,8.09,Satisfactory
2313150,2,194.0,6.93,6.58,Satisfactory
2313151,2,208.0,7.43,7.31,Satisfactory
2313152,2,174.0,6.21,5.95,Satisfactory
2313153,2,232.0,8.29,8.07,Satisfactory
2313154,2,228.0,8.14,8.16,Satisfactory
2313155,2,212.0,7.57,7.33,Satisfactory
2313156,2,212.0,7.57,7.2,Satisfactory
2313157,2,133.0,4.75,5.02,Satisfactory
2313159,2,211.0,7.54,7.56,Satisfactory
2313160,2,207.0,7.39,7.35,Satisfactory
2313161,2,161.0,5.75,5.55,Satisfactory
2313162,2,64.0,2.29,2.42,Satisfactory
2313163,2,74.0,2.64,3.11,Satisfactory
2313164,2,111.0,3.96,3.47,Satisfactory
2214086,2,0.0,1.61,1.67,Satisfactory
2314001,2,206.0,7.36,7.73,Satisfactory
2314002,2,177.0,6.32,6.2,Satisfactory
2314003,2,206.0,7.36,7.0,Satisfactory
2314004,2,227.0,8.11,8.18,Satisfactory
2314005,2,206.0,7.36,7.09,Satisfactory
2314006,2,208.0,7.43,7.38,Satisfactory
2314007,2,187.0,6.68,6.93,Satisfactory
2314008,2,172.0,6.14,6.16,Satisfactory
2314009,2,174.0,6.21,6.45,Satisfactory
2314010,2,218.0,7.79,7.67,Satisfactory
2314011,2,95.0,3.39,3.85,Satisfactory
2314012,2,239.0,8.54,8.33,Satisfactory
2314013,2,226.0,8.07,7.95,Satisfactory
2314014,2,248.0,8.86,8.64,Satisfactory
2314015,2,222.0,7.93,8.07,Satisfactory
2314016,2,241.0,8.61,8.51,Satisfactory
2314017,2,241.0,8.61,8.42,Satisfactory
2314018,2,205.0,7.32,7.2,Satisfactory
2314019,2,199.0,7.11,7.04,Satisfactory
2314020,2,237.0,8.46,8.44,Satisfactory
2314021,2,79.0,2.82,3.56,Satisfactory
2314022,2,175.0,6.25,6.18,Satisfactory
2314023,2,206.0,7.36,7.47,Satisfactory
2314024,2,235.0,8.39,8.64,Satisfactory
2314025,2,207.0,7.39,7.93,Satisfactory
2314026,2,250.0,8.93,8.75,Satisfactory
2314027,2,207.0,7.39,7.16,Satisfactory
2314028,2,187.0,6.68,6.96,Satisfactory
2314029,2,179.0,6.39,6.91,Satisfactory
2314030,2,229.0,8.18,8.6,Satisfactory
2314031,2,183.0,6.54,7.09,Satisfactory
2314032,2,222.0,7.93,8.04,Satisfactory
2314033,2,169.0,6.04,6.58,Satisfactory
2314034,2,205.0,7.32,7.73,Satisfactory
2314035,2,223.0,7.96,7.93,Satisfactory
2314036,2,227.0,8.11,8.44,Satisfactory
2314037,2,227.0,8.11,8.44,Satisfactory
2314038,2,203.0,7.25,8.18,Satisfactory
2314040,2,208.0,7.43,7.36,Satisfactory
2314041,2,205.0,7.32,7.55,Satisfactory
2314042,2,162.0,5.79,5.4,Satisfactory
2314043,2,181.0,6.46,6.8,Satisfactory
2314044,2,236.0,8.43,8.75,Satisfactory
2314045,2,214.0,7.64,8.13,Satisfactory
2314046,2,198.0,7.07,7.85,Satisfactory
2314047,2,214.0,7.64,7.73,Satisfactory
2314048,2,223.0,7.96,8.0,Satisfactory
2314049,2,210.0,7.5,7.8,Satisfactory
2314050,2,199.0,7.11,7.64,Satisfactory
2314051,2,222.0,7.93,8.16,Satisfactory
2314052,2,204.0,7.29,7.22,Satisfactory
2314054,2,233.0,8.32,8.33,Satisfactory
2314055,2,220.0,7.86,7.87,Satisfactory
2314056,2,211.0,7.54,7.38,Satisfactory
2314057,2,196.0,7.0,6.98,Satisfactory
2314058,2,228.0,8.14,8.25,Satisfactory
2314059,2,230.0,8.21,8.53,Satisfactory
2314060,2,225.0,8.04,7.65,Satisfactory
2314061,2,191.0,6.82,6.82,Satisfactory
2314062,2,263.0,9.39,9.4,Satisfactory
2314063,2,228.0,8.14,8.47,Satisfactory
2314064,2,257.0,9.18,9.16,Satisfactory
2314065,2,172.0,6.14,5.87,Satisfactory
2314066,2,225.0,8.04,8.22,Satisfactory
2314067,2,238.0,8.5,8.53,Satisfactory
2314068,2,221.0,7.89,8.04,Satisfactory
2314069,2,236.0,8.43,8.42,Satisfactory
