regn_no,semester,subject_code,credits,grade_point,grade
2311009,1,PH 111,2,8.0,BB
2311010,1,CE 101,3,7.0,BC
2311010,1,EE 101,4,7.0,BC
2311010,1,EE 111,2,9.0,AB
2311010,1,HS 101,3,8.0,BB
2311010,1,HS 111,2,7.0,BC
2311010,1,MA 101,4,7.0,BC
2311010,1,ME 101,4,6.0,CC
2311010,1,PH 101,4,7.0,BC
2311010,1,PH 111,2,10.0,AA
2311011,1,CE 101,3,7.0,BC
2311011,1,EE 101,4,8.0,BB
2311011,1,EE 111,2,10.0,AA
2311011,1,HS 101,3,7.0,BC
2311011,1,HS 111,2,6.0,CC
2311011,1,MA 101,4,7.0,BC
2311011,1,ME 101,4,5.0,CD
2311011,1,PH 101,4,7.0,BC
2311011,1,PH 111,2,10.0,AA
2311012,1,CE 101,3,7.0,BC
2311012,1,EE 101,4,8.0,BB
2311012,1,EE 111,2,10.0,AA
2311012,1,HS 101,3,6.0,CC
2311012,1,HS 111,2,7.0,BC
2311012,1,MA 101,4,6.0,CC
2311012,1,ME 101,4,0.0,F
2311012,1,PH 101,4,6.0,CC
2311012,1,PH 111,2,10.0,AA
2311013,1,CE 101,3,7.0,BC
2311013,1,EE 101,4,8.0,BB
2311013,1,EE 111,2,9.0,AB
2311013,1,HS 101,3,8.0,BB
2311013,1,HS 111,2,7.0,BC
2311013,1,MA 101,4,5.0,CD
2311013,1,ME 101,4,7.0,BC
2311013,1,PH 101,4,7.0,BC
2311013,1,PH 111,2,9.0,AB
2311014,1,CE 101,3,7.0,BC
2311014,1,EE 101,4,9.0,AB
2311014,1,EE 111,2,8.0,BB
2311014,1,HS 101,3,8.0,BB
2311014,1,HS 111,2,7.0,BC
2311014,1,MA 101,4,7.0,BC
2311014,1,ME 101,4,5.0,CD
2311014,1,PH 101,4,6.0,CC
2311014,1,PH 111,2,9.0,AB
2311015,1,CE 101,3,6.0,CC
2311015,1,EE 101,4,5.0,CD
2311015,1,EE 111,2,8.0,BB
2311015,1,HS 101,3,6.0,CC
2311015,1,HS 111,2,4.0,DD
2311015,1,MA 101,4,4.0,DD
2311015,1,ME 101,4,0.0,F
2311015,1,PH 101,4,4.0,DD
2311015,1,PH 111,2,6.0,CC
2311017,1,CE 101,3,6.0,CC
2311017,1,EE 101,4,8.0,BB
2311017,1,EE 111,2,10.0,AA
2311017,1,HS 101,3,6.0,CC
2311017,1,HS 111,2,4.0,DD
2311017,1,MA 101,4,8.0,BB
2311017,1,ME 101,4,7.0,BC
2311017,1,PH 101,4,7.0,BC
2311017,1,PH 111,2,9.0,AB
2311018,1,CE 101,3,8.0,BB
2311018,1,EE 101,4,9.0,AB
2311018,1,EE 111,2,10.0,AA
2311018,1,HS 101,3,8.0,BB
2311018,1,HS 111,2,4.0,DD
2311018,1,MA 101,4,9.0,AB
2311018,1,ME 101,4,7.0,BC
2311018,1,PH 101,4,9.0,AB
2311018,1,PH 111,2,9.0,AB
2311019,1,CE 101,3,6.0,CC
2311019,1,EE 101,4,8.0,BB
2311019,1,EE 111,2,9.0,AB
2311019,1,HS 101,3,7.0,BC
2311019,1,HS 111,2,4.0,DD
2311019,1,MA 101,4,6.0,CC
2311019,1,ME 101,4,4.0,DD
2311019,1,PH 101,4,6.0,CC
2311019,1,PH 111,2,8.0,BB
2311020,1,CE 101,3,7.0,BC
2311020,1,EE 101,4,9.0,AB
2311020,1,EE 111,2,10.0,AA
2311020,1,HS 101,3,8.0,BB
2311020,1,HS 111,2,4.0,DD
2311020,1,MA 101,4,8.0,BB
2311020,1,ME 101,4,5.0,CD
2311020,1,PH 101,4,9.0,AB
2311020,1,PH 111,2,10.0,AA
2311021,1,CE 101,3,6.0,CC
2311021,1,EE 101,4,5.0,CD
2311021,1,EE 111,2,8.0,BB
2311021,1,HS 101,3,7.0,BC
2311021,1,HS 111,2,4.0,DD
2311021,1,MA 101,4,5.0,CD
2311021,1,ME 101,4,5.0,CD
2311021,1,PH 101,4,5.0,CD
2311021,1,PH 111,2,8.0,BB
2311022,1,CE 101,3,6.0,CC
2311022,1,EE 101,4,8.0,BB
2311022,1,EE 111,2,10.0,AA
2311022,1,HS 101,3,8.0,BB
2311022,1,HS 111,2,8.0,BB
2311022,1,MA 101,4,7.0,BC
2311022,1,ME 101,4,5.0,CD
2311022,1,PH 101,4,9.0,AB
2311022,1,PH 111,2,9.0,AB
2311023,1,CE 101,3,6.0,CC
2311023,1,EE 101,4,5.0,CD
2311023,1,EE 111,2,9.0,AB
2311023,1,HS 101,3,6.0,CC
2311023,1,HS 111,2,7.0,BC
2311023,1,MA 101,4,4.0,DD
2311023,1,ME 101,4,4.0,DD
2311023,1,PH 101,4,5.0,CD
2311023,1,PH 111,2,8.0,BB
2311024,1,CE 101,3,7.0,BC
2311024,1,EE 101,4,6.0,CC
2311024,1,EE 111,2,10.0,AA
2311024,1,HS 101,3,7.0,BC
2311024,1,HS 111,2,7.0,BC
2311024,1,MA 101,4,6.0,CC
2311024,1,ME 101,4,7.0,BC
2311024,1,PH 101,4,4.0,DD
2311024,1,PH 111,2,9.0,AB
2311025,1,CE 101,3,6.0,CC
2311025,1,EE 101,4,4.0,DD
2311025,1,EE 111,2,7.0,BC
2311025,1,HS 101,3,8.0,BB
2311025,1,HS 111,2,8.0,BB
2311025,1,MA 101,4,0.0,F
2311025,1,ME 101,4,0.0,F
2311025,1,PH 101,4,0.0,F
2311025,1,PH 111,2,7.0,BC
2311026,1,CE 101,3,6.0,CC
2311026,1,EE 101,4,9.0,AB
2311026,1,EE 111,2,9.0,AB
2311026,1,HS 101,3,9.0,AB
2311026,1,HS 111,2,8.0,BB
2311026,1,MA 101,4,7.0,BC
2311026,1,ME 101,4,7.0,BC
2311026,1,PH 101,4,8.0,BB
2311026,1,PH 111,2,10.0,AA
2311027,1,CE 101,3,8.0,BB
2311027,1,EE 101,4,10.0,AA
2311027,1,EE 111,2,10.0,AA
2311027,1,HS 101,3,10.0,AA
2311027,1,HS 111,2,8.0,BB
2311027,1,MA 101,4,7.0,BC
2311027,1,ME 101,4,7.0,BC
2311027,1,PH 101,4,8.0,BB
2311027,1,PH 111,2,10.0,AA
2311028,1,CE 101,3,7.0,BC
2311028,1,EE 101,4,8.0,BB
2311028,1,EE 111,2,10.0,AA
2311028,1,HS 101,3,9.0,AB
2311028,1,HS 111,2,8.0,BB
2311028,1,MA 101,4,8.0,BB
2311028,1,ME 101,4,8.0,BB
2311028,1,PH 101,4,8.0,BB
2311028,1,PH 111,2,10.0,AA
2311029,1,CE 101,3,7.0,BC
2311029,1,EE 101,4,8.0,BB
2311029,1,EE 111,2,10.0,AA
2311029,1,HS 101,3,6.0,CC
2311029,1,HS 111,2,9.0,AB
2311029,1,MA 101,4,8.0,BB
2311029,1,ME 101,4,8.0,BB
2311029,1,PH 101,4,6.0,CC
2311029,1,PH 111,2,10.0,AA
2311030,1,CE 101,3,6.0,CC
2311030,1,EE 101,4,6.0,CC
2311030,1,EE 111,2,9.0,AB
2311030,1,HS 101,3,7.0,BC
2311030,1,HS 111,2,8.0,BB
2311030,1,MA 101,4,0.0,F
2311030,1,ME 101,4,0.0,F
2311030,1,PH 101,4,5.0,CD
2311030,1,PH 111,2,8.0,BB
2311031,1,CE 101,3,9.0,AB
2311031,1,EE 101,4,9.0,AB
2311031,1,EE 111,2,10.0,AA
2311031,1,HS 101,3,10.0,AA
2311031,1,HS 111,2,9.0,AB
2311031,1,MA 101,4,8.0,BB
2311031,1,ME 101,4,7.0,BC
2311031,1,PH 101,4,10.0,AA
2311031,1,PH 111,2,10.0,AA
2311032,1,CE 101,3,7.0,BC
2311032,1,EE 101,4,8.0,BB
2311032,1,EE 111,2,10.0,AA
2311032,1,HS 101,3,10.0,AA
2311032,1,HS 111,2,9.0,AB
2311032,1,MA 101,4,6.0,CC
2311032,1,ME 101,4,5.0,CD
2311032,1,PH 101,4,8.0,BB
2311032,1,PH 111,2,10.0,AA
2311033,1,CE 101,3,7.0,BC
2311033,1,EE 101,4,9.0,AB
2311033,1,EE 111,2,10.0,AA
2311033,1,HS 101,3,10.0,AA
2311033,1,HS 111,2,9.0,AB
2311033,1,MA 101,4,7.0,BC
2311033,1,ME 101,4,8.0,BB
2311033,1,PH 101,4,10.0,AA
2311033,1,PH 111,2,10.0,AA
2311034,1,CE 101,3,5.0,CD
2311034,1,EE 101,4,7.0,BC
2311034,1,EE 111,2,9.0,AB
2311034,1,HS 101,3,9.0,AB
2311034,1,HS 111,2,9.0,AB
2311034,1,MA 101,4,6.0,CC
2311034,1,ME 101,4,6.0,CC
2311034,1,PH 101,4,8.0,BB
2311034,1,PH 111,2,9.0,AB
2311035,1,CE 101,3,6.0,CC
2311035,1,EE 101,4,7.0,BC
2311035,1,EE 111,2,10.0,AA
2311035,1,HS 101,3,10.0,AA
2311035,1,HS 111,2,9.0,AB
2311035,1,MA 101,4,5.0,CD
2311035,1,ME 101,4,5.0,CD
2311035,1,PH 101,4,6.0,CC
2311035,1,PH 111,2,10.0,AA
2311036,1,CE 101,3,6.0,CC
2311036,1,EE 101,4,8.0,BB
2311036,1,EE 111,2,10.0,AA
2311036,1,HS 101,3,9.0,AB
2311036,1,HS 111,2,5.0,CD
2311036,1,MA 101,4,7.0,BC
2311036,1,ME 101,4,6.0,CC
2311036,1,PH 101,4,9.0,AB
2311036,1,PH 111,2,9.0,AB
2311037,1,CE 101,3,6.0,CC
2311037,1,EE 101,4,8.0,BB
2311037,1,EE 111,2,9.0,AB
2311037,1,HS 101,3,9.0,AB
2311037,1,HS 111,2,5.0,CD
2311037,1,MA 101,4,8.0,BB
2311037,1,ME 101,4,6.0,CC
2311037,1,PH 101,4,10.0,AA
2311037,1,PH 111,2,10.0,AA
2311038,1,CE 101,3,7.0,BC
2311038,1,EE 101,4,8.0,BB
2311038,1,EE 111,2,9.0,AB
2311038,1,HS 101,3,10.0,AA
2311038,1,HS 111,2,5.0,CD
2311038,1,MA 101,4,9.0,AB
2311038,1,ME 101,4,8.0,BB
2311038,1,PH 101,4,10.0,AA
2311038,1,PH 111,2,10.0,AA
2311039,1,CE 101,3,5.0,CD
2311039,1,EE 101,4,6.0,CC
2311039,1,EE 111,2,8.0,BB
2311039,1,HS 101,3,7.0,BC
2311039,1,HS 111,2,5.0,CD
2311039,1,MA 101,4,6.0,CC
2311039,1,ME 101,4,4.0,DD
2311039,1,PH 101,4,5.0,CD
2311039,1,PH 111,2,9.0,AB
2311040,1,CE 101,3,6.0,CC
2311040,1,EE 101,4,5.0,CD
2311040,1,EE 111,2,8.0,BB
2311040,1,HS 101,3,4.0,DD
2311040,1,HS 111,2,5.0,CD
2311040,1,MA 101,4,4.0,DD
2311040,1,ME 101,4,0.0,F
2311040,1,PH 101,4,4.0,DD
2311040,1,PH 111,2,7.0,BC
2311041,1,CE 101,3,6.0,CC
2311041,1,EE 101,4,8.0,BB
2311041,1,EE 111,2,10.0,AA
2311041,1,HS 101,3,7.0,BC
2311041,1,HS 111,2,7.0,BC
2311041,1,MA 101,4,9.0,AB
2311041,1,ME 101,4,6.0,CC
2311041,1,PH 101,4,9.0,AB
2311041,1,PH 111,2,10.0,AA
2311042,1,CE 101,3,6.0,CC
2311042,1,EE 101,4,7.0,BC
2311042,1,EE 111,2,10.0,AA
2311042,1,HS 101,3,6.0,CC
2311042,1,HS 111,2,7.0,BC
2311042,1,MA 101,4,7.0,BC
2311042,1,ME 101,4,6.0,CC
2311042,1,PH 101,4,7.0,BC
2311042,1,PH 111,2,9.0,AB
2311043,1,CE 101,3,7.0,BC
2311043,1,EE 101,4,8.0,BB
2311043,1,EE 111,2,9.0,AB
2311043,1,HS 101,3,8.0,BB
2311043,1,HS 111,2,7.0,BC
2311043,1,MA 101,4,7.0,BC
2311043,1,ME 101,4,6.0,CC
2311043,1,PH 101,4,6.0,CC
2311043,1,PH 111,2,10.0,AA
2311044,1,CE 101,3,6.0,CC
2311044,1,EE 101,4,7.0,BC
2311044,1,EE 111,2,9.0,AB
2311044,1,HS 101,3,8.0,BB
2311044,1,HS 111,2,7.0,BC
2311044,1,MA 101,4,4.0,DD
2311044,1,ME 101,4,5.0,CD
2311044,1,PH 101,4,4.0,DD
2311044,1,PH 111,2,7.0,BC
2311045,1,CE 101,3,6.0,CC
2311045,1,EE 101,4,0.0,F
2311045,1,EE 111,2,9.0,AB
2311045,1,HS 101,3,7.0,BC
2311045,1,HS 111,2,7.0,BC
2311045,1,MA 101,4,0.0,F
2311045,1,ME 101,4,5.0,CD
2311045,1,PH 101,4,0.0,F
2311045,1,PH 111,2,7.0,BC
2311046,1,CE 101,3,6.0,CC
2311046,1,EE 101,4,9.0,AB
2311046,1,EE 111,2,10.0,AA
2311046,1,HS 101,3,9.0,AB
2311046,1,HS 111,2,7.0,BC
2311046,1,MA 101,4,8.0,BB
2311046,1,ME 101,4,8.0,BB
2311046,1,PH 101,4,9.0,AB
2311046,1,PH 111,2,10.0,AA
2311047,1,CE 101,3,5.0,CD
2311047,1,EE 101,4,7.0,BC
2311047,1,EE 111,2,9.0,AB
2311047,1,HS 101,3,7.0,BC
2311047,1,HS 111,2,7.0,BC
2311047,1,MA 101,4,4.0,DD
2311047,1,ME 101,4,5.0,CD
2311047,1,PH 101,4,4.0,DD
2311047,1,PH 111,2,7.0,BC
2311048,1,CE 101,3,7.0,BC
2311048,1,EE 101,4,9.0,AB
2311048,1,EE 111,2,9.0,AB
2311048,1,HS 101,3,8.0,BB
2311048,1,HS 111,2,4.0,DD
2311048,1,MA 101,4,7.0,BC
2311048,1,ME 101,4,5.0,CD
2311048,1,PH 101,4,7.0,BC
2311048,1,PH 111,2,9.0,AB
2311049,1,CE 101,3,5.0,CD
2311049,1,EE 101,4,6.0,CC
2311049,1,EE 111,2,7.0,BC
2311049,1,HS 101,3,9.0,AB
2311049,1,HS 111,2,4.0,DD
2311049,1,MA 101,4,4.0,DD
2311049,1,ME 101,4,4.0,DD
2311049,1,PH 101,4,0.0,F
2311049,1,PH 111,2,5.0,CD
2311050,1,CE 101,3,6.0,CC
2311050,1,EE 101,4,7.0,BC
2311050,1,EE 111,2,9.0,AB
2311050,1,HS 101,3,7.0,BC
2311050,1,HS 111,2,4.0,DD
2311050,1,MA 101,4,6.0,CC
2311050,1,ME 101,4,6.0,CC
2311050,1,PH 101,4,5.0,CD
2311050,1,PH 111,2,9.0,AB
2311051,1,CE 101,3,5.0,CD
2311051,1,EE 101,4,6.0,CC
2311051,1,EE 111,2,9.0,AB
2311051,1,HS 101,3,6.0,CC
2311051,1,HS 111,2,4.0,DD
2311051,1,MA 101,4,5.0,CD
2311051,1,ME 101,4,4.0,DD
2311051,1,PH 101,4,4.0,DD
2311051,1,PH 111,2,8.0,BB
2311052,1,CE 101,3,6.0,CC
2311052,1,EE 101,4,7.0,BC
2311052,1,EE 111,2,9.0,AB
2311052,1,HS 101,3,8.0,BB
2311052,1,HS 111,2,4.0,DD
2311052,1,MA 101,4,6.0,CC
2311052,1,ME 101,4,5.0,CD
2311052,1,PH 101,4,5.0,CD
2311052,1,PH 111,2,8.0,BB
2311053,1,CE 101,3,6.0,CC
2311053,1,EE 101,4,6.0,CC
2311053,1,EE 111,2,9.0,AB
2311053,1,HS 101,3,4.0,DD
2311053,1,HS 111,2,4.0,DD
2311053,1,MA 101,4,4.0,DD
2311053,1,ME 101,4,4.0,DD
2311053,1,PH 101,4,4.0,DD
2311053,1,PH 111,2,7.0,BC
2311054,1,CE 101,3,6.0,CC
2311054,1,EE 101,4,9.0,AB
2311054,1,EE 111,2,9.0,AB
2311054,1,HS 101,3,8.0,BB
2311054,1,HS 111,2,4.0,DD
2311054,1,MA 101,4,6.0,CC
2311054,1,ME 101,4,5.0,CD
2311054,1,PH 101,4,5.0,CD
2311054,1,PH 111,2,6.0,CC
2311055,1,CE 101,3,7.0,BC
2311055,1,EE 101,4,8.0,BB
2311055,1,EE 111,2,9.0,AB
2311055,1,HS 101,3,7.0,BC
2311055,1,HS 111,2,5.0,CD
2311055,1,MA 101,4,7.0,BC
2311055,1,ME 101,4,5.0,CD
2311055,1,PH 101,4,5.0,CD
2311055,1,PH 111,2,8.0,BB
2311056,1,CE 101,3,5.0,CD
2311056,1,EE 101,4,6.0,CC
2311056,1,EE 111,2,9.0,AB
2311056,1,HS 101,3,5.0,CD
2311056,1,HS 111,2,4.0,DD
2311056,1,MA 101,4,7.0,BC
2311056,1,ME 101,4,8.0,BB
2311056,1,PH 101,4,10.0,AA
2311056,1,PH 111,2,10.0,AA
2311057,1,CE 101,3,7.0,BC
2311057,1,EE 101,4,7.0,BC
2311057,1,EE 111,2,9.0,AB
2311057,1,HS 101,3,7.0,BC
2311057,1,HS 111,2,5.0,CD
2311057,1,MA 101,4,5.0,CD
2311057,1,ME 101,4,6.0,CC
2311057,1,PH 101,4,4.0,DD
2311057,1,PH 111,2,10.0,AA
2311058,1,CE 101,3,0.0,F
2311058,1,EE 101,4,0.0,F
2311058,1,EE 111,2,0.0,F
2311058,1,HS 101,3,0.0,F
2311058,1,HS 111,2,0.0,F
2311058,1,MA 101,4,0.0,F
2311058,1,ME 101,4,0.0,F
2311058,1,PH 101,4,0.0,F
2311058,1,PH 111,2,0.0,F
2311059,1,CE 101,3,6.0,CC
2311059,1,EE 101,4,6.0,CC
2311059,1,EE 111,2,9.0,AB
2311059,1,HS 101,3,8.0,BB
2311059,1,HS 111,2,5.0,CD
2311059,1,MA 101,4,5.0,CD
2311059,1,ME 101,4,4.0,DD
2311059,1,PH 101,4,6.0,CC
2311059,1,PH 111,2,9.0,AB
2311060,1,CE 101,3,7.0,BC
2311060,1,EE 101,4,7.0,BC
2311060,1,EE 111,2,10.0,AA
2311060,1,HS 101,3,8.0,BB
2311060,1,HS 111,2,5.0,CD
2311060,1,MA 101,4,5.0,CD
2311060,1,ME 101,4,5.0,CD
2311060,1,PH 101,4,6.0,CC
2311060,1,PH 111,2,10.0,AA
2311061,1,CE 101,3,6.0,CC
2311061,1,EE 101,4,9.0,AB
2311061,1,EE 111,2,10.0,AA
2311061,1,HS 101,3,7.0,BC
2311061,1,HS 111,2,5.0,CD
2311061,1,MA 101,4,8.0,BB
2311061,1,ME 101,4,6.0,CC
2311061,1,PH 101,4,9.0,AB
2311061,1,PH 111,2,8.0,BB
2311062,1,CE 101,3,8.0,BB
2311062,1,EE 101,4,9.0,AB
2311062,1,EE 111,2,10.0,AA
2311062,1,HS 101,3,8.0,BB
2311062,1,HS 111,2,8.0,BB
2311062,1,MA 101,4,8.0,BB
2311062,1,ME 101,4,6.0,CC
2311062,1,PH 101,4,8.0,BB
2311062,1,PH 111,2,8.0,BB
2311063,1,CE 101,3,6.0,CC
2311063,1,EE 101,4,8.0,BB
2311063,1,EE 111,2,10.0,AA
2311063,1,HS 101,3,7.0,BC
2311063,1,HS 111,2,8.0,BB
2311063,1,MA 101,4,8.0,BB
2311063,1,ME 101,4,6.0,CC
2311063,1,PH 101,4,7.0,BC
2311063,1,PH 111,2,8.0,BB
2311064,1,CE 101,3,5.0,CD
2311064,1,EE 101,4,7.0,BC
2311064,1,EE 111,2,9.0,AB
2311064,1,HS 101,3,7.0,BC
2311064,1,HS 111,2,7.0,BC
2311064,1,MA 101,4,5.0,CD
2311064,1,ME 101,4,5.0,CD
2311064,1,PH 101,4,5.0,CD
2311064,1,PH 111,2,7.0,BC
2311065,1,CE 101,3,6.0,CC
2311065,1,EE 101,4,5.0,CD
2311065,1,EE 111,2,8.0,BB
2311065,1,HS 101,3,7.0,BC
2311065,1,HS 111,2,7.0,BC
2311065,1,MA 101,4,5.0,CD
2311065,1,ME 101,4,4.0,DD
2311065,1,PH 101,4,5.0,CD
2311065,1,PH 111,2,8.0,BB
2311066,1,CE 101,3,6.0,CC
2311066,1,EE 101,4,7.0,BC
2311066,1,EE 111,2,8.0,BB
2311066,1,HS 101,3,9.0,AB
2311066,1,HS 111,2,8.0,BB
2311066,1,MA 101,4,6.0,CC
2311066,1,ME 101,4,6.0,CC
2311066,1,PH 101,4,6.0,CC
2311066,1,PH 111,2,10.0,AA
2311067,1,CE 101,3,6.0,CC
2311067,1,EE 101,4,6.0,CC
2311067,1,EE 111,2,8.0,BB
2311067,1,HS 101,3,8.0,BB
2311067,1,HS 111,2,8.0,BB
2311067,1,MA 101,4,6.0,CC
2311067,1,ME 101,4,4.0,DD
2311067,1,PH 101,4,7.0,BC
2311067,1,PH 111,2,8.0,BB
2311068,1,CE 101,3,5.0,CD
2311068,1,EE 101,4,8.0,BB
2311068,1,EE 111,2,9.0,AB
2311068,1,HS 101,3,8.0,BB
2311068,1,HS 111,2,8.0,BB
2311068,1,MA 101,4,8.0,BB
2311068,1,ME 101,4,8.0,BB
2311068,1,PH 101,4,10.0,AA
2311068,1,PH 111,2,7.0,BC
2311069,1,CE 101,3,6.0,CC
2311069,1,EE 101,4,5.0,CD
2311069,1,EE 111,2,9.0,AB
2311069,1,HS 101,3,9.0,AB
2311069,1,HS 111,2,7.0,BC
2311069,1,MA 101,4,6.0,CC
2311069,1,ME 101,4,4.0,DD
2311069,1,PH 101,4,5.0,CD
2311069,1,PH 111,2,8.0,BB
2311070,1,CE 101,3,6.0,CC
2311070,1,EE 101,4,9.0,AB
2311070,1,EE 111,2,9.0,AB
2311070,1,HS 101,3,10.0,AA
2311070,1,HS 111,2,7.0,BC
2311070,1,MA 101,4,9.0,AB
2311070,1,ME 101,4,6.0,CC
2311070,1,PH 101,4,8.0,BB
2311070,1,PH 111,2,9.0,AB
2311071,1,CE 101,3,6.0,CC
2311071,1,EE 101,4,7.0,BC
2311071,1,EE 111,2,9.0,AB
2311071,1,HS 101,3,8.0,BB
2311071,1,HS 111,2,7.0,BC
2311071,1,MA 101,4,5.0,CD
2311071,1,ME 101,4,0.0,F
2311071,1,PH 101,4,6.0,CC
2311071,1,PH 111,2,9.0,AB
2311072,1,CE 101,3,6.0,CC
2311072,1,EE 101,4,9.0,AB
2311072,1,EE 111,2,9.0,AB
2311072,1,HS 101,3,9.0,AB
2311072,1,HS 111,2,7.0,BC
2311072,1,MA 101,4,6.0,CC
2311072,1,ME 101,4,6.0,CC
2311072,1,PH 101,4,8.0,BB
2311072,1,PH 111,2,9.0,AB
2311073,1,CE 101,3,6.0,CC
2311073,1,EE 101,4,9.0,AB
2311073,1,EE 111,2,9.0,AB
2311073,1,HS 101,3,8.0,BB
2311073,1,HS 111,2,7.0,BC
2311073,1,MA 101,4,7.0,BC
2311073,1,ME 101,4,6.0,CC
2311073,1,PH 101,4,7.0,BC
2311073,1,PH 111,2,8.0,BB
2311074,1,CE 101,3,6.0,CC
2311074,1,EE 101,4,7.0,BC
2311074,1,EE 111,2,8.0,BB
2311074,1,HS 101,3,9.0,AB
2311074,1,HS 111,2,7.0,BC
2311074,1,MA 101,4,5.0,CD
2311074,1,ME 101,4,5.0,CD
2311074,1,PH 101,4,5.0,CD
2311074,1,PH 111,2,9.0,AB
2311075,1,CE 101,3,6.0,CC
2311075,1,EE 101,4,6.0,CC
2311075,1,EE 111,2,9.0,AB
2311075,1,HS 101,3,6.0,CC
2311075,1,HS 111,2,7.0,BC
2311075,1,MA 101,4,5.0,CD
2311075,1,ME 101,4,5.0,CD
2311075,1,PH 101,4,5.0,CD
2311075,1,PH 111,2,9.0,AB
2311076,1,CE 101,3,5.0,CD
2311076,1,EE 101,4,5.0,CD
2311076,1,EE 111,2,9.0,AB
2311076,1,HS 101,3,8.0,BB
2311076,1,HS 111,2,7.0,BC
2311076,1,MA 101,4,0.0,F
2311076,1,ME 101,4,4.0,DD
2311076,1,PH 101,4,4.0,DD
2311076,1,PH 111,2,8.0,BB
2311077,1,CE 101,3,7.0,BC
2311077,1,EE 101,4,8.0,BB
2311077,1,EE 111,2,9.0,AB
2311077,1,HS 101,3,8.0,BB
2311077,1,HS 111,2,7.0,BC
2311077,1,MA 101,4,5.0,CD
2311077,1,ME 101,4,6.0,CC
