regn_no,semester,subject_code,credits,grade_point,grade
2311009,2,CE 102,3,7.0,BC
2311009,2,CH 101,4,6.0,CC
2311009,2,CH 111,2,8.0,BB
2311009,2,CS 101,4,7.0,BC
2311009,2,CS 111,2,9.0,AB
2311009,2,EC 101,4,6.0,CC
2311009,2,EC 111,2,8.0,BB
2311009,2,MA 102,4,5.0,CD
2311009,2,ME 111,2,7.0,BC
2311010,2,CE 102,3,8.0,BB
2311010,2,CH 101,4,8.0,BB
2311010,2,CH 111,2,10.0,AA
2311010,2,CS 101,4,10.0,AA
2311010,2,CS 111,2,10.0,AA
2311010,2,EC 101,4,9.0,AB
2311010,2,EC 111,2,8.0,BB
2311010,2,MA 102,4,8.0,BB
2311010,2,ME 111,2,8.0,BB
2311011,2,CE 102,3,7.0,BC
2311011,2,CH 101,4,8.0,BB
2311011,2,CH 111,2,10.0,AA
2311011,2,CS 101,4,7.0,BC
2311011,2,CS 111,2,7.0,BC
2311011,2,EC 101,4,9.0,AB
2311011,2,EC 111,2,9.0,AB
2311011,2,MA 102,4,8.0,BB
2311011,2,ME 111,2,9.0,AB
2311012,2,CE 102,3,9.0,AB
2311012,2,CH 101,4,9.0,AB
2311012,2,CH 111,2,9.0,AB
2311012,2,CS 101,4,7.0,BC
2311012,2,CS 111,2,8.0,BB
2311012,2,EC 101,4,7.0,BC
2311012,2,EC 111,2,8.0,BB
2311012,2,MA 102,4,9.0,AB
2311012,2,ME 111,2,9.0,AB
2311013,2,CE 102,3,8.0,BB
2311013,2,CH 101,4,8.0,BB
2311013,2,CH 111,2,9.0,AB
2311013,2,CS 101,4,6.0,CC
2311013,2,CS 111,2,6.0,CC
2311013,2,EC 101,4,7.0,BC
2311013,2,EC 111,2,8.0,BB
2311013,2,MA 102,4,7.0,BC
2311013,2,ME 111,2,9.0,AB
2311014,2,CE 102,3,8.0,BB
2311014,2,CH 101,4,8.0,BB
2311014,2,CH 111,2,9.0,AB
2311014,2,CS 101,4,7.0,BC
2311014,2,CS 111,2,9.0,AB
2311014,2,EC 101,4,6.0,CC
2311014,2,EC 111,2,9.0,AB
2311014,2,MA 102,4,8.0,BB
2311014,2,ME 111,2,9.0,AB
2311015,2,CE 102,3,6.0,CC
2311015,2,CH 101,4,4.0,DD
2311015,2,CH 111,2,8.0,BB
2311015,2,CS 101,4,5.0,CD
2311015,2,CS 111,2,7.0,BC
2311015,2,EC 101,4,6.0,CC
2311015,2,EC 111,2,9.0,AB
2311015,2,MA 102,4,6.0,CC
2311015,2,ME 111,2,7.0,BC
2311016,2,CE 102,3,0.0,F
2311016,2,CH 101,4,0.0,F
2311016,2,CH 111,2,0.0,F
2311016,2,CS 101,4,0.0,F
2311016,2,CS 111,2,0.0,F
2311016,2,EC 101,4,0.0,F
2311016,2,EC 111,2,0.0,F
2311016,2,MA 102,4,0.0,F
2311016,2,ME 111,2,0.0,F
2311017,2,CE 102,3,7.0,BC
2311017,2,CH 101,4,6.0,CC
2311017,2,CH 111,2,8.0,BB
2311017,2,CS 101,4,6.0,CC
2311017,2,CS 111,2,10.0,AA
2311017,2,EC 101,4,8.0,BB
2311017,2,EC 111,2,8.0,BB
2311017,2,MA 102,4,8.0,BB
2311017,2,ME 111,2,8.0,BB
2311018,2,CE 102,3,8.0,BB
2311018,2,CH 101,4,9.0,AB
2311018,2,CH 111,2,9.0,AB
2311018,2,CS 101,4,8.0,BB
2311018,2,CS 111,2,8.0,BB
2311018,2,EC 101,4,8.0,BB
2311018,2,EC 111,2,9.0,AB
2311018,2,MA 102,4,8.0,BB
2311018,2,ME 111,2,10.0,AA
2311019,2,CE 102,3,7.0,BC
2311019,2,CH 101,4,7.0,BC
2311019,2,CH 111,2,9.0,AB
2311019,2,CS 101,4,5.0,CD
2311019,2,CS 111,2,8.0,BB
2311019,2,EC 101,4,8.0,BB
2311019,2,EC 111,2,9.0,AB
2311019,2,MA 102,4,5.0,CD
2311019,2,ME 111,2,9.0,AB
2311020,2,CE 102,3,9.0,AB
2311020,2,CH 101,4,9.0,AB
2311020,2,CH 111,2,9.0,AB
2311020,2,CS 101,4,7.0,BC
2311020,2,CS 111,2,7.0,BC
2311020,2,EC 101,4,9.0,AB
2311020,2,EC 111,2,9.0,AB
2311020,2,MA 102,4,9.0,AB
2311020,2,ME 111,2,7.0,BC
2311021,2,CE 102,3,6.0,CC
2311021,2,CH 101,4,5.0,CD
2311021,2,CH 111,2,8.0,BB
2311021,2,CS 101,4,5.0,CD
2311021,2,CS 111,2,8.0,BB
2311021,2,EC 101,4,7.0,BC
2311021,2,EC 111,2,8.0,BB
2311021,2,MA 102,4,5.0,CD
2311021,2,ME 111,2,7.0,BC
2311022,2,CE 102,3,8.0,BB
2311022,2,CH 101,4,8.0,BB
2311022,2,CH 111,2,10.0,AA
2311022,2,CS 101,4,7.0,BC
2311022,2,CS 111,2,9.0,AB
2311022,2,EC 101,4,7.0,BC
2311022,2,EC 111,2,9.0,AB
2311022,2,MA 102,4,8.0,BB
2311022,2,ME 111,2,7.0,BC
2311023,2,CE 102,3,7.0,BC
2311023,2,CH 101,4,6.0,CC
2311023,2,CH 111,2,8.0,BB
2311023,2,CS 101,4,5.0,CD
2311023,2,CS 111,2,8.0,BB
2311023,2,EC 101,4,6.0,CC
2311023,2,EC 111,2,9.0,AB
2311023,2,MA 102,4,5.0,CD
2311023,2,ME 111,2,7.0,BC
2311024,2,CE 102,3,8.0,BB
2311024,2,CH 101,4,7.0,BC
2311024,2,CH 111,2,9.0,AB
2311024,2,CS 101,4,8.0,BB
2311024,2,CS 111,2,9.0,AB
2311024,2,EC 101,4,6.0,CC
2311024,2,EC 111,2,8.0,BB
2311024,2,MA 102,4,6.0,CC
2311024,2,ME 111,2,10.0,AA
2311025,2,CE 102,3,8.0,BB
2311025,2,CH 101,4,5.0,CD
2311025,2,CH 111,2,9.0,AB
2311025,2,CS 101,4,5.0,CD
2311025,2,CS 111,2,8.0,BB
2311025,2,EC 101,4,4.0,DD
2311025,2,EC 111,2,8.0,BB
2311025,2,MA 102,4,0.0,F
2311025,2,ME 111,2,7.0,BC
2311026,2,CE 102,3,9.0,AB
2311026,2,CH 101,4,9.0,AB
2311026,2,CH 111,2,9.0,AB
2311026,2,CS 101,4,7.0,BC
2311026,2,CS 111,2,8.0,BB
2311026,2,EC 101,4,8.0,BB
2311026,2,EC 111,2,8.0,BB
2311026,2,MA 102,4,9.0,AB
2311026,2,ME 111,2,8.0,BB
2311027,2,CE 102,3,10.0,AA
2311027,2,CH 101,4,9.0,AB
2311027,2,CH 111,2,10.0,AA
2311027,2,CS 101,4,8.0,BB
2311027,2,CS 111,2,7.0,BC
2311027,2,EC 101,4,9.0,AB
2311027,2,EC 111,2,9.0,AB
2311027,2,MA 102,4,8.0,BB
2311027,2,ME 111,2,9.0,AB
2311028,2,CE 102,3,9.0,AB
2311028,2,CH 101,4,8.0,BB
2311028,2,CH 111,2,9.0,AB
2311028,2,CS 101,4,9.0,AB
2311028,2,CS 111,2,9.0,AB
2311028,2,EC 101,4,9.0,AB
2311028,2,EC 111,2,9.0,AB
2311028,2,MA 102,4,8.0,BB
2311028,2,ME 111,2,9.0,AB
2311029,2,CE 102,3,7.0,BC
2311029,2,CH 101,4,7.0,BC
2311029,2,CH 111,2,10.0,AA
2311029,2,CS 101,4,7.0,BC
2311029,2,CS 111,2,9.0,AB
2311029,2,EC 101,4,8.0,BB
2311029,2,EC 111,2,8.0,BB
2311029,2,MA 102,4,7.0,BC
2311029,2,ME 111,2,8.0,BB
2311030,2,CE 102,3,7.0,BC
2311030,2,CH 101,4,5.0,CD
2311030,2,CH 111,2,9.0,AB
2311030,2,CS 101,4,5.0,CD
2311030,2,CS 111,2,8.0,BB
2311030,2,EC 101,4,5.0,CD
2311030,2,EC 111,2,8.0,BB
2311030,2,MA 102,4,5.0,CD
2311030,2,ME 111,2,9.0,AB
2311031,2,CE 102,3,10.0,AA
2311031,2,CH 101,4,10.0,AA
2311031,2,CH 111,2,9.0,AB
2311031,2,CS 101,4,9.0,AB
2311031,2,CS 111,2,10.0,AA
2311031,2,EC 101,4,10.0,AA
2311031,2,EC 111,2,9.0,AB
2311031,2,MA 102,4,10.0,AA
2311031,2,ME 111,2,7.0,BC
2311032,2,CE 102,3,7.0,BC
2311032,2,CH 101,4,8.0,BB
2311032,2,CH 111,2,9.0,AB
2311032,2,CS 101,4,10.0,AA
2311032,2,CS 111,2,10.0,AA
2311032,2,EC 101,4,7.0,BC
2311032,2,EC 111,2,9.0,AB
2311032,2,MA 102,4,7.0,BC
2311032,2,ME 111,2,7.0,BC
2311033,2,CE 102,3,9.0,AB
2311033,2,CH 101,4,9.0,AB
2311033,2,CH 111,2,9.0,AB
2311033,2,CS 101,4,9.0,AB
2311033,2,CS 111,2,9.0,AB
2311033,2,EC 101,4,9.0,AB
2311033,2,EC 111,2,10.0,AA
2311033,2,MA 102,4,10.0,AA
2311033,2,ME 111,2,10.0,AA
2311034,2,CE 102,3,7.0,BC
2311034,2,CH 101,4,9.0,AB
2311034,2,CH 111,2,9.0,AB
2311034,2,CS 101,4,7.0,BC
2311034,2,CS 111,2,8.0,BB
2311034,2,EC 101,4,9.0,AB
2311034,2,EC 111,2,9.0,AB
2311034,2,MA 102,4,8.0,BB
2311034,2,ME 111,2,7.0,BC
2311035,2,CE 102,3,8.0,BB
2311035,2,CH 101,4,8.0,BB
2311035,2,CH 111,2,9.0,AB
2311035,2,CS 101,4,6.0,CC
2311035,2,CS 111,2,7.0,BC
2311035,2,EC 101,4,8.0,BB
2311035,2,EC 111,2,9.0,AB
2311035,2,MA 102,4,6.0,CC
2311035,2,ME 111,2,7.0,BC
2311036,2,CE 102,3,8.0,BB
2311036,2,CH 101,4,9.0,AB
2311036,2,CH 111,2,9.0,AB
2311036,2,CS 101,4,7.0,BC
2311036,2,CS 111,2,7.0,BC
2311036,2,EC 101,4,7.0,BC
2311036,2,EC 111,2,8.0,BB
2311036,2,MA 102,4,7.0,BC
2311036,2,ME 111,2,7.0,BC
2311037,2,CE 102,3,9.0,AB
2311037,2,CH 101,4,9.0,AB
2311037,2,CH 111,2,9.0,AB
2311037,2,CS 101,4,8.0,BB
2311037,2,CS 111,2,7.0,BC
2311037,2,EC 101,4,7.0,BC
2311037,2,EC 111,2,9.0,AB
2311037,2,MA 102,4,7.0,BC
2311037,2,ME 111,2,7.0,BC
2311038,2,CE 102,3,8.0,BB
2311038,2,CH 101,4,9.0,AB
2311038,2,CH 111,2,9.0,AB
2311038,2,CS 101,4,9.0,AB
2311038,2,CS 111,2,7.0,BC
2311038,2,EC 101,4,9.0,AB
2311038,2,EC 111,2,9.0,AB
2311038,2,MA 102,4,9.0,AB
2311038,2,ME 111,2,9.0,AB
2311039,2,CE 102,3,7.0,BC
2311039,2,CH 101,4,6.0,CC
2311039,2,CH 111,2,10.0,AA
2311039,2,CS 101,4,6.0,CC
2311039,2,CS 111,2,9.0,AB
2311039,2,EC 101,4,7.0,BC
2311039,2,EC 111,2,8.0,BB
2311039,2,MA 102,4,6.0,CC
2311039,2,ME 111,2,7.0,BC
2311040,2,CE 102,3,4.0,DD
2311040,2,CH 101,4,4.0,DD
2311040,2,CH 111,2,8.0,BB
2311040,2,CS 101,4,5.0,CD
2311040,2,CS 111,2,6.0,CC
2311040,2,EC 101,4,4.0,DD
2311040,2,EC 111,2,8.0,BB
2311040,2,MA 102,4,4.0,DD
2311040,2,ME 111,2,8.0,BB
2311041,2,CE 102,3,7.0,BC
2311041,2,CH 101,4,9.0,AB
2311041,2,CH 111,2,10.0,AA
2311041,2,CS 101,4,8.0,BB
2311041,2,CS 111,2,9.0,AB
2311041,2,EC 101,4,7.0,BC
2311041,2,EC 111,2,9.0,AB
2311041,2,MA 102,4,9.0,AB
2311041,2,ME 111,2,9.0,AB
2311042,2,CE 102,3,6.0,CC
2311042,2,CH 101,4,6.0,CC
2311042,2,CH 111,2,9.0,AB
2311042,2,CS 101,4,5.0,CD
2311042,2,CS 111,2,8.0,BB
2311042,2,EC 101,4,5.0,CD
2311042,2,EC 111,2,10.0,AA
2311042,2,MA 102,4,8.0,BB
2311042,2,ME 111,2,7.0,BC
2311043,2,CE 102,3,8.0,BB
2311043,2,CH 101,4,6.0,CC
2311043,2,CH 111,2,10.0,AA
2311043,2,CS 101,4,7.0,BC
2311043,2,CS 111,2,10.0,AA
2311043,2,EC 101,4,5.0,CD
2311043,2,EC 111,2,8.0,BB
2311043,2,MA 102,4,6.0,CC
2311043,2,ME 111,2,6.0,CC
2311044,2,CE 102,3,8.0,BB
2311044,2,CH 101,4,5.0,CD
2311044,2,CH 111,2,9.0,AB
2311044,2,CS 101,4,6.0,CC
2311044,2,CS 111,2,9.0,AB
2311044,2,EC 101,4,6.0,CC
2311044,2,EC 111,2,9.0,AB
2311044,2,MA 102,4,5.0,CD
2311044,2,ME 111,2,9.0,AB
2311045,2,CE 102,3,8.0,BB
2311045,2,CH 101,4,4.0,DD
2311045,2,CH 111,2,9.0,AB
2311045,2,CS 101,4,7.0,BC
2311045,2,CS 111,2,9.0,AB
2311045,2,EC 101,4,4.0,DD
2311045,2,EC 111,2,6.0,CC
2311045,2,MA 102,4,0.0,F
2311045,2,ME 111,2,7.0,BC
2311046,2,CE 102,3,10.0,AA
2311046,2,CH 101,4,9.0,AB
2311046,2,CH 111,2,8.0,BB
2311046,2,CS 101,4,9.0,AB
2311046,2,CS 111,2,10.0,AA
2311046,2,EC 101,4,9.0,AB
2311046,2,EC 111,2,8.0,BB
2311046,2,MA 102,4,8.0,BB
2311046,2,ME 111,2,8.0,BB
2311047,2,CE 102,3,6.0,CC
2311047,2,CH 101,4,5.0,CD
2311047,2,CH 111,2,9.0,AB
2311047,2,CS 101,4,6.0,CC
2311047,2,CS 111,2,6.0,CC
2311047,2,EC 101,4,5.0,CD
2311047,2,EC 111,2,7.0,BC
2311047,2,MA 102,4,6.0,CC
2311047,2,ME 111,2,6.0,CC
2311048,2,CE 102,3,10.0,AA
2311048,2,CH 101,4,9.0,AB
2311048,2,CH 111,2,9.0,AB
2311048,2,CS 101,4,8.0,BB
2311048,2,CS 111,2,9.0,AB
2311048,2,EC 101,4,7.0,BC
2311048,2,EC 111,2,9.0,AB
2311048,2,MA 102,4,8.0,BB
2311048,2,ME 111,2,9.0,AB
2311049,2,CE 102,3,7.0,BC
2311049,2,CH 101,4,6.0,CC
2311049,2,CH 111,2,9.0,AB
2311049,2,CS 101,4,5.0,CD
2311049,2,CS 111,2,8.0,BB
2311049,2,EC 101,4,4.0,DD
2311049,2,EC 111,2,6.0,CC
2311049,2,MA 102,4,5.0,CD
2311049,2,ME 111,2,7.0,BC
2311050,2,CE 102,3,6.0,CC
2311050,2,CH 101,4,5.0,CD
2311050,2,CH 111,2,10.0,AA
2311050,2,CS 101,4,6.0,CC
2311050,2,CS 111,2,9.0,AB
2311050,2,EC 101,4,7.0,BC
2311050,2,EC 111,2,8.0,BB
2311050,2,MA 102,4,7.0,BC
2311050,2,ME 111,2,8.0,BB
2311051,2,CE 102,3,6.0,CC
2311051,2,CH 101,4,6.0,CC
2311051,2,CH 111,2,8.0,BB
2311051,2,CS 101,4,6.0,CC
2311051,2,CS 111,2,6.0,CC
2311051,2,EC 101,4,5.0,CD
2311051,2,EC 111,2,7.0,BC
2311051,2,MA 102,4,6.0,CC
2311051,2,ME 111,2,7.0,BC
2311052,2,CE 102,3,8.0,BB
2311052,2,CH 101,4,6.0,CC
2311052,2,CH 111,2,9.0,AB
2311052,2,CS 101,4,7.0,BC
2311052,2,CS 111,2,8.0,BB
2311052,2,EC 101,4,6.0,CC
2311052,2,EC 111,2,9.0,AB
2311052,2,MA 102,4,8.0,BB
2311052,2,ME 111,2,9.0,AB
2311053,2,CE 102,3,7.0,BC
2311053,2,CH 101,4,5.0,CD
2311053,2,CH 111,2,9.0,AB
2311053,2,CS 101,4,6.0,CC
2311053,2,CS 111,2,7.0,BC
2311053,2,EC 101,4,5.0,CD
2311053,2,EC 111,2,8.0,BB
2311053,2,MA 102,4,5.0,CD
2311053,2,ME 111,2,8.0,BB
2311054,2,CE 102,3,9.0,AB
2311054,2,CH 101,4,7.0,BC
2311054,2,CH 111,2,9.0,AB
2311054,2,CS 101,4,7.0,BC
2311054,2,CS 111,2,7.0,BC
2311054,2,EC 101,4,6.0,CC
2311054,2,EC 111,2,8.0,BB
2311054,2,MA 102,4,7.0,BC
2311054,2,ME 111,2,6.0,CC
2311055,2,CE 102,3,7.0,BC
2311055,2,CH 101,4,6.0,CC
2311055,2,CH 111,2,9.0,AB
2311055,2,CS 101,4,7.0,BC
2311055,2,CS 111,2,9.0,AB
2311055,2,EC 101,4,7.0,BC
2311055,2,EC 111,2,8.0,BB
2311055,2,MA 102,4,7.0,BC
2311055,2,ME 111,2,10.0,AA
2311056,2,CE 102,3,7.0,BC
2311056,2,CH 101,4,6.0,CC
2311056,2,CH 111,2,10.0,AA
2311056,2,CS 101,4,7.0,BC
2311056,2,CS 111,2,7.0,BC
2311056,2,EC 101,4,7.0,BC
2311056,2,EC 111,2,9.0,AB
2311056,2,MA 102,4,9.0,AB
2311056,2,ME 111,2,9.0,AB
2311057,2,CE 102,3,7.0,BC
2311057,2,CH 101,4,7.0,BC
2311057,2,CH 111,2,9.0,AB
2311057,2,CS 101,4,8.0,BB
2311057,2,CS 111,2,10.0,AA
2311057,2,EC 101,4,6.0,CC
2311057,2,EC 111,2,8.0,BB
2311057,2,MA 102,4,7.0,BC
2311057,2,ME 111,2,9.0,AB
2311059,2,CE 102,3,9.0,AB
2311059,2,CH 101,4,8.0,BB
2311059,2,CH 111,2,10.0,AA
2311059,2,CS 101,4,5.0,CD
2311059,2,CS 111,2,6.0,CC
2311059,2,EC 101,4,7.0,BC
2311059,2,EC 111,2,9.0,AB
2311059,2,MA 102,4,7.0,BC
2311059,2,ME 111,2,8.0,BB
2311060,2,CE 102,3,8.0,BB
2311060,2,CH 101,4,9.0,AB
2311060,2,CH 111,2,10.0,AA
2311060,2,CS 101,4,7.0,BC
2311060,2,CS 111,2,8.0,BB
2311060,2,EC 101,4,8.0,BB
2311060,2,EC 111,2,10.0,AA
2311060,2,MA 102,4,8.0,BB
2311060,2,ME 111,2,10.0,AA
2311061,2,CE 102,3,7.0,BC
2311061,2,CH 101,4,7.0,BC
2311061,2,CH 111,2,10.0,AA
2311061,2,CS 101,4,9.0,AB
2311061,2,CS 111,2,8.0,BB
2311061,2,EC 101,4,8.0,BB
2311061,2,EC 111,2,9.0,AB
2311061,2,MA 102,4,9.0,AB
2311061,2,ME 111,2,8.0,BB
2311062,2,CE 102,3,9.0,AB
2311062,2,CH 101,4,8.0,BB
2311062,2,CH 111,2,9.0,AB
2311062,2,CS 101,4,7.0,BC
2311062,2,CS 111,2,9.0,AB
2311062,2,EC 101,4,8.0,BB
2311062,2,EC 111,2,9.0,AB
2311062,2,MA 102,4,7.0,BC
2311062,2,ME 111,2,7.0,BC
2311063,2,CE 102,3,8.0,BB
2311063,2,CH 101,4,7.0,BC
2311063,2,CH 111,2,10.0,AA
2311063,2,CS 101,4,9.0,AB
2311063,2,CS 111,2,9.0,AB
2311063,2,EC 101,4,7.0,BC
2311063,2,EC 111,2,10.0,AA
2311063,2,MA 102,4,8.0,BB
2311063,2,ME 111,2,9.0,AB
2311064,2,CE 102,3,8.0,BB
2311064,2,CH 101,4,7.0,BC
2311064,2,CH 111,2,10.0,AA
2311064,2,CS 101,4,6.0,CC
2311064,2,CS 111,2,8.0,BB
2311064,2,EC 101,4,7.0,BC
2311064,2,EC 111,2,10.0,AA
2311064,2,MA 102,4,7.0,BC
2311064,2,ME 111,2,9.0,AB
2311065,2,CE 102,3,6.0,CC
2311065,2,CH 101,4,5.0,CD
2311065,2,CH 111,2,10.0,AA
2311065,2,CS 101,4,5.0,CD
2311065,2,CS 111,2,8.0,BB
2311065,2,EC 101,4,5.0,CD
2311065,2,EC 111,2,8.0,BB
2311065,2,MA 102,4,4.0,DD
2311065,2,ME 111,2,9.0,AB
2311066,2,CE 102,3,8.0,BB
2311066,2,CH 101,4,8.0,BB
2311066,2,CH 111,2,9.0,AB
2311066,2,CS 101,4,5.0,CD
2311066,2,CS 111,2,7.0,BC
2311066,2,EC 101,4,7.0,BC
2311066,2,EC 111,2,9.0,AB
2311066,2,MA 102,4,8.0,BB
2311066,2,ME 111,2,9.0,AB
2311067,2,CE 102,3,7.0,BC
2311067,2,CH 101,4,7.0,BC
2311067,2,CH 111,2,10.0,AA
2311067,2,CS 101,4,5.0,CD
2311067,2,CS 111,2,6.0,CC
2311067,2,EC 101,4,6.0,CC
2311067,2,EC 111,2,6.0,CC
2311067,2,MA 102,4,7.0,BC
2311067,2,ME 111,2,6.0,CC
2311068,2,CE 102,3,9.0,AB
2311068,2,CH 101,4,9.0,AB
2311068,2,CH 111,2,10.0,AA
2311068,2,CS 101,4,7.0,BC
2311068,2,CS 111,2,7.0,BC
2311068,2,EC 101,4,8.0,BB
2311068,2,EC 111,2,9.0,AB
2311068,2,MA 102,4,9.0,AB
2311068,2,ME 111,2,10.0,AA
2311069,2,CE 102,3,6.0,CC
2311069,2,CH 101,4,6.0,CC
2311069,2,CH 111,2,9.0,AB
2311069,2,CS 101,4,5.0,CD
2311069,2,CS 111,2,6.0,CC
2311069,2,EC 101,4,5.0,CD
2311069,2,EC 111,2,8.0,BB
2311069,2,MA 102,4,5.0,CD
2311069,2,ME 111,2,7.0,BC
2311070,2,CE 102,3,8.0,BB
2311070,2,CH 101,4,9.0,AB
2311070,2,CH 111,2,9.0,AB
2311070,2,CS 101,4,8.0,BB
2311070,2,CS 111,2,10.0,AA
2311070,2,EC 101,4,9.0,AB
2311070,2,EC 111,2,9.0,AB
2311070,2,MA 102,4,9.0,AB
2311070,2,ME 111,2,7.0,BC
2311071,2,CE 102,3,8.0,BB
2311071,2,CH 101,4,7.0,BC
2311071,2,CH 111,2,9.0,AB
2311071,2,CS 101,4,9.0,AB
2311071,2,CS 111,2,9.0,AB
2311071,2,EC 101,4,8.0,BB
2311071,2,EC 111,2,10.0,AA
2311071,2,MA 102,4,8.0,BB
2311071,2,ME 111,2,8.0,BB
2311072,2,CE 102,3,9.0,AB
2311072,2,CH 101,4,9.0,AB
2311072,2,CH 111,2,9.0,AB
2311072,2,CS 101,4,7.0,BC
2311072,2,CS 111,2,7.0,BC
2311072,2,EC 101,4,8.0,BB
2311072,2,EC 111,2,10.0,AA
2311072,2,MA 102,4,7.0,BC
2311072,2,ME 111,2,8.0,BB
2311073,2,CE 102,3,9.0,AB
2311073,2,CH 101,4,8.0,BB
2311073,2,CH 111,2,10.0,AA
2311073,2,CS 101,4,6.0,CC
2311073,2,CS 111,2,8.0,BB
2311073,2,EC 101,4,7.0,BC
2311073,2,EC 111,2,9.0,AB
2311073,2,MA 102,4,7.0,BC
2311073,2,ME 111,2,9.0,AB
2311074,2,CE 102,3,8.0,BB
2311074,2,CH 101,4,8.0,BB
2311074,2,CH 111,2,9.0,AB
2311074,2,CS 101,4,6.0,CC
2311074,2,CS 111,2,9.0,AB
2311074,2,EC 101,4,5.0,CD
2311074,2,EC 111,2,8.0,BB
2311074,2,MA 102,4,6.0,CC
2311074,2,ME 111,2,9.0,AB
2311075,2,CE 102,3,8.0,BB
2311075,2,CH 101,4,6.0,CC
2311075,2,CH 111,2,10.0,AA
2311075,2,CS 101,4,6.0,CC
2311075,2,CS 111,2,9.0,AB
2311075,2,EC 101,4,6.0,CC
2311075,2,EC 111,2,9.0,AB
2311075,2,MA 102,4,5.0,CD
2311075,2,ME 111,2,9.0,AB
2311076,2,CE 102,3,8.0,BB
2311076,2,CH 101,4,6.0,CC
2311076,2,CH 111,2,10.0,AA
2311076,2,CS 101,4,7.0,BC
2311076,2,CS 111,2,8.0,BB
2311076,2,EC 101,4,5.0,CD
2311076,2,EC 111,2,8.0,BB
2311076,2,MA 102,4,6.0,CC
2311076,2,ME 111,2,9.0,AB
2311077,2,CE 102,3,9.0,AB
2311077,2,CH 101,4,8.0,BB
2311077,2,CH 111,2,10.0,AA
2311077,2,CS 101,4,6.0,CC
2311077,2,CS 111,2,8.0,BB
2311077,2,EC 101,4,7.0,BC
2311077,2,EC 111,2,8.0,BB
2311077,2,MA 102,4,7.0,BC
2311077,2,ME 111,2,8.0,BB
2311078,2,CE 102,3,7.0,BC
2311078,2,CH 101,4,7.0,BC
2311078,2,CH 111,2,9.0,AB
2311078,2,CS 101,4,8.0,BB
2311078,2,CS 111,2,7.0,BC
2311078,2,EC 101,4,7.0,BC
2311078,2,EC 111,2,7.0,BC
2311078,2,MA 102,4,9.0,AB
2311078,2,ME 111,2,8.0,BB
2311079,2,CE 102,3,10.0,AA
2311079,2,CH 101,4,9.0,AB
2311079,2,CH 111,2,9.0,AB
2311079,2,CS 101,4,7.0,BC
2311079,2,CS 111,2,8.0,BB
